Brand,Model,Version,Category,Year,Kms,Hp,Gear_type,Fuel_type,Fuel_cons,Doors,Colour,ZIP,Province,Price_EUR
Skoda,Superb,Combi 2.0TDI AdBlue Ambition 110kW,Wagon,2018,123000,150,Manual,Diesel,4.4,5,Blue,28850,Madrid,17950
Skoda,Octavia,Combi 1.6TDI CR Ambition,Wagon,2018,134000,116,Manual,Diesel,4.1,5,Blue,28850,Madrid,13450
SEAT,Leon,ST X-Perience,Wagon,2018,23452,125,Manual,Petrol,5.2,5,Blue,28850,Madrid,16290
Volkswagen,Golf,Variant 1.6TDI CR BMT Advance 105,Wagon,2014,196000,105,Manual,Diesel,3.9,5,Blue,28850,Madrid,9300
Ford,Focus,S.Br. 1.8TDCi Trend,Wagon,2008,158000,116,Manual,Diesel,5.2,5,Blue,28936,Madrid,5500
Volvo,XC70,2.0 D4 Momentum Auto,Wagon,2016,134849,181,Automatic,Diesel,4.8,5,Blue,28021,Madrid,19690
Audi,A4,Avant 2.0TDI Design ed. quattro S-T 140kW,Wagon,2016,64662,190,Automatic,Diesel,4.5,5,Blue,28050,Madrid,26400
BMW,520,520dA Touring,Wagon,2018,95000,190,Automatic,Diesel,4.3,5,Blue,28850,Madrid,27900
Peugeot,508,SW 1.6 PureTech S&S First Edition EAT8 225,Wagon,2020,16900,224,Automatic,Petrol,5.7,5,Blue,28320,Madrid,34500
BMW,320,320d Touring Essential Edition,Wagon,2012,170000,184,Manual,Diesel,4.7,5,Blue,28023,Madrid,9900
Volkswagen,Passat,Variant 1.6TDI Edition 88kW,Wagon,2016,99000,120,Manual,Diesel,4.1,5,Blue,28936,Madrid,13641
SEAT,Leon,ST 1.5 TSI S&S Xcellence Launch Pack M 150,Wagon,2020,12600,150,Manual,Petrol,4.9,5,Blue,28850,Madrid,20990
Renault,Talisman,S.T. 1.6dCi Energy TT Initiale París EDC 118kW,Wagon,2017,111000,160,Automatic,Diesel,4.4,5,Blue,28939,Madrid,18649
Audi,A6,Avant 2.0 TDI ultra,Wagon,2017,118086,150,Automatic,Diesel,4.5,5,Blue,28850,Madrid,19930
Volvo,V90,D3 Inscription Aut. 150,Wagon,2017,115878,150,Automatic,Diesel,4.5,5,Blue,28850,Madrid,20840
Volkswagen,Golf,Variant 1.6TDI Advance,Wagon,2017,58540,116,Manual,Diesel,4.1,5,Blue,28021,Madrid,12490
Audi,A6,Avant 3.0TDI S line edition Mult.,Wagon,2014,114792,204,Automatic,Diesel,5.2,5,Blue,28500,Madrid,22990
Audi,A6,Avant 3.0TDI S line edition Mult.,Wagon,2014,114792,204,Automatic,Diesel,5.2,5,Blue,28025,Madrid,22990
Audi,A6,Avant 3.0TDI S line edition Mult.,Wagon,2014,114792,204,Automatic,Diesel,5.2,5,Blue,28222,Madrid,22990
Audi,A6,Avant 3.0TDI S line edition Mult.,Wagon,2014,114792,204,Automatic,Diesel,5.2,5,Blue,28850,Madrid,22990
Audi,A6,Avant 3.0TDI S line edition Mult.,Wagon,2014,114792,204,Automatic,Diesel,5.2,5,Blue,28500,Madrid,22990
Mercedes-Benz,CLA 200,Shooting Brake 200d,Wagon,2017,65082,136,Manual,Diesel,4.3,5,Blue,28021,Madrid,21790
BMW,330,330xd Touring,Wagon,2006,193899,231,Automatic,Diesel,6.9,5,Blue,28027,Madrid,8700
Opel,Zafira,Selective,Wagon,2012,107800,140,Manual,Petrol,6.3,5,Blue,28850,Madrid,8840
Ford,Focus,Sb. 1.5TDCi Business 120,Wagon,2016,116786,120,Manual,Diesel,3.8,5,Brown,28021,Madrid,9790
Volvo,V90,D5 Momentum AWD Aut.,Wagon,2017,88000,235,Automatic,Diesel,5.6,5,Brown,28919,Madrid,37000
Volvo,XC70,"2.0 D4 181cv Summum 5p S/S #IVA DEDUCIBLE, CUERO,",Wagon,2015,155029,179,Manual,Diesel,4.5,5,Brown,28025,Madrid,16350
Volvo,XC70,"2.0 D4 181cv Summum 5p S/S #IVA DEDUCIBLE, CUERO,",Wagon,2015,155029,179,Manual,Diesel,4.5,5,Brown,28430,Madrid,16350
Renault,Talisman,S.T. 1.5dCi Energy ECO2 Intens 81kW,Wagon,2016,104607,110,Manual,Diesel,3.7,5,Brown,28021,Madrid,13590
Peugeot,508,SW 1.6HDI Active,Wagon,2011,115874,111,Manual,Diesel,4.8,5,Brown,28027,Madrid,8900
Volkswagen,Passat,Variant 2.0TDI Sport 110kW,Wagon,2016,163600,150,Manual,Diesel,4.3,5,Brown,28939,Madrid,15400
BMW,320,320dA Touring,Wagon,2014,195500,184,Automatic,Diesel,4.7,5,Brown,28660,Madrid,14800
Volvo,XC70,2.0 D4 Momentum Auto,Wagon,2016,129378,181,Automatic,Diesel,4.8,5,Brown,28021,Madrid,18290
Volkswagen,Passat,Variant 2.0TDI BMT Advance DSG 110kW,Wagon,2015,181300,150,Automatic,Diesel,4.5,5,Brown,28500,Madrid,12400
Volkswagen,Passat,Variant 2.0TDI BMT Advance DSG 110kW,Wagon,2015,181000,150,Automatic,Diesel,4.5,5,Brown,28500,Madrid,12400
Mercedes-Benz,C 220,Estate 220BlueTec,Wagon,2014,99000,170,Manual,Diesel,4.3,5,Brown,28660,Madrid,19490
Skoda,Superb,Combi 2.0TDI PD Exclusive,Wagon,2011,89000,140,Manual,Diesel,6.1,5,Brown,28703,Madrid,11999
Fiat,Tipo,SW 1.6 Multijet II Easy,Wagon,2017,53276,120,Manual,Diesel,3.7,5,Brown,28021,Madrid,9690
Audi,A4,Avant 2.0TDI Design ed. S tronic 140kW,Wagon,2017,98314,190,Automatic,Diesel,4.2,5,Brown,28045,Madrid,21540
Suzuki,Swace,1.8L GLX,Wagon,2021,1,122,Automatic,Hybrid,5.595933050212341,5,Brown,28015,Madrid,24000
Volvo,XC70,2.0 D4 Momentum Auto,Wagon,2016,129378,181,Automatic,Diesel,4.8,5,Brown,28021,Madrid,18290
Fiat,Tipo,SW 1.6 Multijet II Easy,Wagon,2017,53276,120,Manual,Diesel,3.7,5,Brown,28021,Madrid,9690
BMW,520,520dA Touring xDrive,Wagon,2018,141200,190,Automatic,Diesel,5.0,5,Brown,28939,Madrid,25400
Opel,Astra,ST 1.6CDTi Selective 110,Wagon,2017,80645,110,Manual,Diesel,3.6,5,Brown,28850,Madrid,11790
Suzuki,Swace,1.8L GLE,Wagon,2020,5440,122,Automatic,Hybrid,5.595933050212341,5,Brown,28914,Madrid,21900
Opel,Astra,ST 1.6CDTi Selective 110,Wagon,2017,80645,110,Manual,Diesel,3.6,5,Brown,28500,Madrid,11790
Opel,Astra,ST 1.6CDTi Selective 110,Wagon,2017,80645,110,Manual,Diesel,3.6,5,Brown,28500,Madrid,11790
Opel,Astra,ST 1.6CDTi Selective 110,Wagon,2017,80645,110,Manual,Diesel,3.6,5,Brown,28025,Madrid,11790
Opel,Astra,ST 1.6CDTi Selective 110,Wagon,2017,80645,110,Manual,Diesel,3.6,5,Brown,28222,Madrid,11790
Volvo,V90,D4 Momentum Aut. 190,Wagon,2019,24540,190,Automatic,Diesel,4.9,5,Brown,28021,Madrid,29290
Volvo,V90,D4 Momentum Aut. 190,Wagon,2019,45668,190,Automatic,Diesel,4.9,5,Brown,28021,Madrid,27490
Ford,Focus,Sb. 1.5TDCi Business 120,Wagon,2016,129544,120,Manual,Diesel,3.8,5,Brown,28045,Madrid,9990
Volvo,V90,D4 Momentum Aut. 190,Wagon,2019,24540,190,Automatic,Diesel,4.9,5,Brown,28021,Madrid,29290
Volvo,V90,D4 Momentum Aut. 190,Wagon,2019,45668,190,Automatic,Diesel,4.9,5,Brown,28021,Madrid,27490
Volvo,V70,D4 Momentum 181,Wagon,2014,130000,181,Manual,Diesel,4.3,5,Brown,28022,Madrid,14490
Volvo,V90 Cross Country,2.0 D4 AWD Auto,Wagon,2019,19050,190,Automatic,Diesel,5.3,5,Brown,28021,Madrid,34790
Volvo,V70,D4 Momentum 181,Wagon,2014,130000,181,Manual,Diesel,4.3,5,Brown,28022,Madrid,14490
Volvo,V90 Cross Country,2.0 D4 AWD Auto,Wagon,2019,19050,190,Automatic,Diesel,5.3,5,Brown,28021,Madrid,34790
Volkswagen,Passat,Variant 2.0TDI Sport 110kW,Wagon,2016,163600,150,Manual,Diesel,4.3,5,Brown,28939,Madrid,15400
Ford,Focus,Sportbreak 1.0 Ecoboost ST Line,Wagon,2019,70491,125,Manual,Petrol,4.9,5,Yellow,28021,Madrid,18190
Volkswagen,Passat,Variant 2.0 FSI Advance Tiptronic,Wagon,2006,229000,150,Automatic,Petrol,8.4,5,Yellow,28110,Madrid,6700
BMW,530,530dA Touring xDrive,Wagon,2018,99996,265,Automatic,Diesel,5.6,5,Yellow,28015,Madrid,36500
Mercedes-Benz,CLA 220,CLA 220d Shooting Brake 8G-DCT,Wagon,2019,10950,190,Automatic,Diesel,4.4,5,Yellow,28260,Madrid,45500
BMW,318,318dA Touring,Wagon,2017,114533,150,Automatic,Diesel,4.1,5,Grey,28021,Madrid,16590
Volkswagen,Touran,Advance,Wagon,2012,102812,105,Manual,Diesel,5.1,5,Grey,28850,Madrid,11190
Hyundai,i30,CW 1.6CRDi Go PLus DT 110,Wagon,2018,109207,110,Automatic,Diesel,4.3,5,Grey,28021,Madrid,12290
Audi,A4,Avant 35 TDI Advanced S tronic 110kW,Wagon,2019,85299,150,Automatic,Diesel,4.6,5,Grey,28021,Madrid,24390
Mercedes-Benz,C 220,Estate 220d 7G Plus,Wagon,2018,117827,170,Automatic,Diesel,4.4,5,Grey,28021,Madrid,20190
Mercedes-Benz,C 220,Estate 220d 7G Plus,Wagon,2018,80587,170,Automatic,Diesel,4.4,5,Grey,28021,Madrid,31790
Renault,Megane,S.T. 1.5dCi Blue Life 70kW,Wagon,2019,76211,95,Manual,Diesel,3.9,5,Grey,28021,Madrid,11590
Peugeot,508,SW 1.6 PureTech S&S GT Line EAT8 180,Wagon,2019,15864,181,Automatic,Petrol,5.4,5,Grey,28027,Madrid,27182
Porsche,Panamera,4 e-Hybrid Sport Turismo,Wagon,2019,4680,462,Automatic,Hybrid,2.9,5,Grey,28660,Madrid,110000
Peugeot,308,SW 1.6 BlueHDi Allure 120,Wagon,2017,101264,120,Manual,Diesel,3.9,5,Grey,28041,Madrid,13200
Volvo,V90,T8 R-Design Twin AWD,Wagon,2019,25392,392,Automatic,Hybrid,1.9,5,Grey,28041,Madrid,51300
Skoda,Superb,Combi 2.0TDI Ambition DSG6 110kW,Wagon,2018,109923,150,Automatic,Diesel,4.6,5,Grey,28041,Madrid,18300
Peugeot,508,SW 1.6BlueHDI Active 120,Wagon,2017,135433,120,Manual,Diesel,4.2,5,Grey,28500,Madrid,10100
Peugeot,508,SW 1.6BlueHDI Active 120,Wagon,2017,135133,120,Manual,Diesel,4.2,5,Grey,28500,Madrid,10100
Renault,Talisman,S.T. 1.6dCi Energy Zen 96kW,Wagon,2017,105570,131,Manual,Diesel,4.0,5,Grey,28027,Madrid,14486
Mercedes-Benz,C 220,Estate 220d,Wagon,2016,130954,170,Automatic,Diesel,4.3,5,Grey,28027,Madrid,21308
Citroen,C4,Spacetourer BlueHDi 73KW (100CV) Feel,Wagon,2018,71000,99,Manual,Diesel,3.8,5,Grey,28939,Madrid,15249
Ford,Focus,Sb. 1.0 Ecoboost Auto-S&S Trend+ 125,Wagon,2017,84000,125,Manual,Petrol,4.8,5,Grey,28919,Madrid,11800
Mercedes-Benz,CLA 200,Shooting Brake 200d 7G-DCT,Wagon,2017,108019,136,Automatic,Diesel,4.1,5,Grey,28830,Madrid,23900
Hyundai,i30,CW 1.6CRDi Klass Max 110,Wagon,2018,110870,110,Manual,Diesel,3.7,5,Grey,28830,Madrid,11995
Toyota,Avensis,CS 150D Advance,Wagon,2014,107708,150,Manual,Diesel,5.5,5,Grey,28830,Madrid,14500
SEAT,Ibiza,ST 1.4TDI CR S&S Style 90,Wagon,2015,113985,90,Manual,Diesel,3.7,5,Grey,28922,Madrid,8690
Volvo,V50,2.0D Momentum,Wagon,2009,368000,136,Manual,Diesel,5.8,5,Grey,28939,Madrid,2950
Citroen,C4,Grand SpaceTourer BlueHDi 96KW (130CV) S&S Feel,Wagon,2019,99950,131,Manual,Diesel,4.1,5,Grey,28939,Madrid,16849
Kia,Ceed / cee'd,SW 1.6CRDI VGT Tech DCT 136,Wagon,2017,114000,136,Automatic,Diesel,4.4,5,Grey,28939,Madrid,13849
Kia,,1.6 CRDi VGT Tech 100kW (136CV) DCT,Wagon,2017,114000,136,Automatic,Diesel,4.4,5,Grey,28939,Madrid,13849
Volvo,V60,D3 Momentum Aut. 150,Wagon,2016,115000,150,Automatic,Diesel,4.3,5,Grey,28939,Madrid,15949
Volkswagen,Passat,Variant 1.6TDI Bluemotion 88kW,Wagon,2015,117782,120,Manual,Diesel,3.7,5,Grey,28021,Madrid,12390
Volvo,V90,T8 Inscription Twin AWD,Wagon,2018,40000,392,Automatic,Hybrid,1.9,5,Grey,28108,Madrid,47999
Mercedes-Benz,C 220,Estate 220d 9G-Tronic,Wagon,2019,38473,194,Automatic,Diesel,4.7,5,Grey,28703,Madrid,37500
Peugeot,308,SW 1.6 BlueHDi Style 120,Wagon,2016,106584,120,Manual,Diesel,3.7,5,Grey,28027,Madrid,10981
Skoda,Superb,Combi 2.0TDI Active DSG6 110kW,Wagon,2018,95557,150,Automatic,Diesel,4.5,5,Grey,28021,Madrid,17190
Hyundai,i30,CW 1.6CRDi Style DT 136,Wagon,2018,101214,136,Automatic,Diesel,4.3,5,Grey,28021,Madrid,13190
Peugeot,308,SW 1.2 PureTech S&S Allure 130,Wagon,2019,89587,131,Manual,Petrol,4.5,5,Grey,28021,Madrid,16490
Audi,A4,Avant 2.0TDI S tronic 110kW,Wagon,2017,118401,150,Automatic,Diesel,4.1,5,Grey,28021,Madrid,15890
Mercedes-Benz,CLA 200,Shooting Brake 200d,Wagon,2017,44209,136,Manual,Diesel,4.3,5,Grey,28021,Madrid,23190
Opel,Insignia,ST 1.6 CDTi 100kW ecoTEC D Business,Wagon,2018,91253,136,Automatic,Diesel,4.5,5,Grey,28021,Madrid,15290
Skoda,Octavia,Combi 1.0 TSI Ambition,Wagon,2019,73685,116,Manual,Petrol,4.8,5,Grey,28021,Madrid,15390
Peugeot,308,SW 1.6 BlueHDi Style120 EAT6,Wagon,2017,66440,120,Automatic,Diesel,3.7,5,Grey,28021,Madrid,13890
Renault,Megane,S.T. 1.5dCi Energy Business 81kW,Wagon,2018,89761,110,Manual,Diesel,3.7,5,Grey,28021,Madrid,10690
BMW,520,520dA Touring,Wagon,2014,123900,190,Automatic,Diesel,4.5,5,Grey,28320,Madrid,17900
Audi,RS6,RS 6 Avant 4.0 TFSI quattro Tiptronic,Wagon,2015,70000,560,Automatic,Petrol,9.6,5,Grey,28034,Madrid,67995
Mercedes-Benz,CLA 250,Shooting Brake 250e 8G-DCT,Wagon,2021,3843,218,Automatic,Hybrid,1.4,5,Grey,28021,Madrid,42790
Peugeot,308,SW 1.6BlueHDi S&S Allure 120,Wagon,2017,105793,120,Manual,Diesel,3.7,5,Grey,28027,Madrid,12336
Audi,A4,Avant 3.0TDI quattro tiptronic 200kW,Wagon,2016,79627,272,Automatic,Diesel,5.1,5,Grey,28021,Madrid,28590
SEAT,Altea XL,4Kids Style Ecomotive,Wagon,2013,158027,105,Manual,Diesel,4.5,5,Grey,28850,Madrid,7430
Fiat,Tipo,SW 1.6 Multijet II Lounge DDCT,Wagon,2017,117091,120,Automatic,Diesel,3.7,5,Grey,28021,Madrid,11490
Mercedes-Benz,CLA 45 AMG,4Matic Harman Junge Sterne Garantia,Wagon,2014,69800,360,Automatic,Petrol,6.9,5,Grey,28670,Madrid,32950
BMW,Active Hybrid 7,Tourer 218d,Wagon,2016,72436,150,Manual,Diesel,4.1,5,Grey,28806,Madrid,15190
Opel,Insignia,ST 1.6 CDTi 100kW Turbo D Innovation,Wagon,2021,8788,136,Manual,Diesel,5.2,5,Grey,28045,Madrid,20900
Volkswagen,,Largo 2.0 Tdi 180cv Comfortline DSG,Wagon,2013,86680,179,Automatic,Diesel,7.0,5,Grey,28015,Madrid,29500
Toyota,Corolla,Touring Sports 125H Active Tech,Wagon,2021,27000,122,Automatic,Hybrid,5.595933050212341,5,Grey,28806,Madrid,24500
Volvo,V60,D3 Summum Aut. 150,Wagon,2017,122000,150,Automatic,Diesel,4.3,5,Grey,28806,Madrid,17490
Skoda,Octavia,Combi 2.0TDI CR Ambition 110kW,Wagon,2017,148000,150,Manual,Diesel,4.3,5,Grey,28850,Madrid,13450
SEAT,Leon,ST 2.0TDI CR S&S Style DSG6,Wagon,2016,156000,150,Automatic,Diesel,4.4,5,Grey,28850,Madrid,12450
SEAT,Leon,ST 1.2 TSI S&S Style 110,Wagon,2017,18974,110,Manual,Petrol,4.9,5,Grey,28027,Madrid,15374
Volkswagen,Golf,Variant 2.0TDI CR BMT Sport 150,Wagon,2015,91156,150,Manual,Diesel,4.4,5,Grey,28050,Madrid,17399
Peugeot,308,SW 1.2 PureTech S&S Allure 130,Wagon,2016,56701,131,Manual,Petrol,4.8,5,Grey,28027,Madrid,13271
SEAT,Ibiza,ST 1.6TDI CR Style 105,Wagon,2015,112826,105,Manual,Diesel,4.2,5,Grey,28027,Madrid,8318
Peugeot,508,SW 2.0BlueHDI Allure EAT6 180,Wagon,2017,68000,181,Automatic,Diesel,4.6,5,Grey,28806,Madrid,16590
Mercedes-Benz,C 200,Estate 200CDI BE 7G Plus,Wagon,2012,282000,136,Automatic,Diesel,5.1,5,Grey,28816,Madrid,9700
Volkswagen,Passat,Variant 2.0TDI Sport DSG7 110kW,Wagon,2017,144000,150,Automatic,Diesel,4.4,5,Grey,28850,Madrid,19450
Toyota,Auris,Touring Sports 120D Advance,Wagon,2014,103000,124,Manual,Diesel,4.4,5,Grey,28850,Madrid,10900
Mercedes-Benz,E 220,Estate 220d 9G-Tronic,Wagon,2018,38738,194,Automatic,Diesel,4.3,5,Grey,28770,Madrid,36900
MINI,John Cooper Works,ALL4 Aut.,Wagon,2017,30000,231,Automatic,Petrol,6.8,5,Grey,28043,Madrid,29100
Renault,Laguna,Grand Tour 2.0 16v Dynamique,Wagon,2006,109000,135,Manual,Petrol,8.2,5,Grey,28840,Madrid,3990
Audi,A6,Avant 3.0BiTDI Competition Q.Tip. 240kW,Wagon,2017,150000,326,Automatic,Diesel,6.4,5,Grey,28977,Madrid,36800
Mercedes-Benz,C 220,Estate 220d,Wagon,2015,53398,170,Automatic,Diesel,4.3,5,Grey,28027,Madrid,23271
Mercedes-Benz,B 180,d,Wagon,2016,163200,109,Automatic,Diesel,4.0,5,Grey,28830,Madrid,13890
Kia,Ceed / cee'd,Sportswagon 1.6 CRDi VGT 100kW (136CV) x-Tech17,Wagon,2017,133951,136,Manual,Diesel,4.0,5,Grey,28021,Madrid,11390
SEAT,Leon,ST 1.6TDI CR S&S Reference 115,Wagon,2018,103948,116,Manual,Diesel,4.2,5,Grey,28021,Madrid,11290
Opel,Insignia,ST 2.0CDTI Cosmo 160,Wagon,2010,198900,160,Manual,Diesel,6.0,5,Grey,28906,Madrid,5990
Peugeot,308,SW 1.2 PureTech S&S Allure 130,Wagon,2016,77065,131,Automatic,Petrol,4.8,5,Grey,28027,Madrid,13925
BMW,216,216d -,Wagon,2016,98964,116,Manual,Diesel,3.9,5,Grey,28031,Madrid,14900
Audi,A6,Avant 2.0TDI ultra S-Tronic 190,Wagon,2014,221012,190,Automatic,Diesel,4.6,5,Grey,28850,Madrid,14990
SEAT,Leon,ST 2.0TDI CR S&S Style 150,Wagon,2017,99424,150,Manual,Diesel,4.3,5,Grey,28850,Madrid,17290
Audi,A6,Avant 2.0TDI quattro S-Tronic 140kW,Wagon,2018,114155,190,Automatic,Diesel,5.2,5,Grey,28850,Madrid,25790
Peugeot,308,SW 1.6 BlueHDi Business Line 120,Wagon,2017,112347,120,Manual,Diesel,3.6,5,Grey,28850,Madrid,10290
Audi,A6,Avant 2.0TDI ultra S-Tronic 190,Wagon,2014,221012,190,Automatic,Diesel,4.6,5,Grey,28500,Madrid,14990
Peugeot,308,SW 1.6 BlueHDi Business Line 120,Wagon,2017,112347,120,Manual,Diesel,3.6,5,Grey,28500,Madrid,10290
Audi,A6,Avant 2.0TDI quattro S-Tronic 140kW,Wagon,2018,114155,190,Automatic,Diesel,5.2,5,Grey,28500,Madrid,25790
SEAT,Leon,ST 2.0TDI CR S&S Style 150,Wagon,2017,99424,150,Manual,Diesel,4.3,5,Grey,28500,Madrid,17290
Audi,A6,Avant 2.0TDI ultra S-Tronic 190,Wagon,2014,221012,190,Automatic,Diesel,4.6,5,Grey,28500,Madrid,14990
SEAT,Leon,ST 2.0TDI CR S&S Style 150,Wagon,2017,99424,150,Manual,Diesel,4.3,5,Grey,28500,Madrid,17290
Audi,A6,Avant 2.0TDI quattro S-Tronic 140kW,Wagon,2018,114155,190,Automatic,Diesel,5.2,5,Grey,28500,Madrid,25790
Peugeot,308,SW 1.6 BlueHDi Business Line 120,Wagon,2017,112347,120,Manual,Diesel,3.6,5,Grey,28500,Madrid,10290
Audi,A6,Avant 2.0TDI ultra S-Tronic 190,Wagon,2014,221012,190,Automatic,Diesel,4.6,5,Grey,28025,Madrid,14990
SEAT,Leon,ST 2.0TDI CR S&S Style 150,Wagon,2017,99424,150,Manual,Diesel,4.3,5,Grey,28025,Madrid,17290
Audi,A6,Avant 2.0TDI quattro S-Tronic 140kW,Wagon,2018,114155,190,Automatic,Diesel,5.2,5,Grey,28025,Madrid,25790
Peugeot,308,SW 1.6 BlueHDi Business Line 120,Wagon,2017,112347,120,Manual,Diesel,3.6,5,Grey,28025,Madrid,10290
Audi,A6,Avant 2.0TDI ultra S-Tronic 190,Wagon,2014,221012,190,Automatic,Diesel,4.6,5,Grey,28222,Madrid,14990
SEAT,Leon,ST 2.0TDI CR S&S Style 150,Wagon,2017,99424,150,Manual,Diesel,4.3,5,Grey,28222,Madrid,17290
Peugeot,308,SW 1.6 BlueHDi Business Line 120,Wagon,2017,112347,120,Manual,Diesel,3.6,5,Grey,28222,Madrid,10290
Audi,A6,Avant 2.0TDI quattro S-Tronic 140kW,Wagon,2018,114155,190,Automatic,Diesel,5.2,5,Grey,28222,Madrid,25790
Volkswagen,Golf,Variant 1.6TDI Advance,Wagon,2018,99663,116,Manual,Diesel,4.1,5,Grey,28021,Madrid,12490
Mazda,6,W.2.5 Lux.+Prem.W.+Trav.+SR(Navi),Wagon,2018,46500,192,Automatic,Petrol,6.4,5,Grey,28002,Madrid,22900
Toyota,Verso,"2.0 D-4D 126cv Advance 7plz 5p #LIBRO, TECHO, BLUE",Wagon,2011,174330,126,Manual,Diesel,5.4,5,Grey,28025,Madrid,6850
Toyota,Verso,"2.0 D-4D 126cv Advance 7plz 5p #LIBRO, TECHO, BLUE",Wagon,2011,174330,126,Manual,Diesel,5.4,5,Grey,28430,Madrid,6850
SEAT,Leon,ST 1.2 TSI S&S Reference 110,Wagon,2017,126000,110,Manual,Petrol,4.9,5,Grey,28522,Madrid,11490
Renault,Megane,S.T. 1.5dCi Blue Life 70kW,Wagon,2019,76211,95,Manual,Diesel,3.9,5,Grey,28021,Madrid,11590
Audi,A4,Avant 2.0TDI S tronic 110kW,Wagon,2017,86000,150,Automatic,Diesel,4.1,5,Grey,28939,Madrid,19949
Audi,A4,Avant 2.0TDI DPF,Wagon,2006,161360,140,Manual,Diesel,6.0,5,Grey,28804,Madrid,6900
Volkswagen,Passat,Variant 1.4 TSI ACT Advance,Wagon,2017,102000,150,Manual,Petrol,5.1,5,Grey,28342,Madrid,17900
Audi,A4,Avant 2.0TDI Advanced edition 140kW,Wagon,2017,140000,190,Manual,Diesel,4.4,5,Grey,28850,Madrid,19450
Volvo,V50,2.0D Momentum,Wagon,2006,233000,136,Manual,Diesel,5.7,5,Grey,28022,Madrid,4500
Mercedes-Benz,CLA 200,Shooting Brake 200d 7G-DCT,Wagon,2017,91000,136,Automatic,Diesel,4.1,5,Grey,28703,Madrid,23990
Audi,A6,Avant 2.0TDI 110kW,Wagon,2015,99950,150,Manual,Diesel,4.5,5,Grey,28939,Madrid,21849
Opel,Insignia,ST 1.6CDTI EcoF. S&S Selective 136,Wagon,2016,204453,136,Manual,Diesel,3.9,5,Grey,28983,Madrid,7499
SEAT,Leon,ST 1.5 TSI S&S Style 130,Wagon,2020,13900,131,Manual,Petrol,5.1,5,Grey,28850,Madrid,18290
Ford,Focus,Sportbreak 1.5Ecoblue ST Line,Wagon,2018,7156,120,Manual,Diesel,3.8,5,Grey,28806,Madrid,19900
SEAT,Leon,ST 1.4 TSI ACT S&S FR DSG7 150,Wagon,2015,96000,150,Automatic,Petrol,5.0,5,Grey,28830,Madrid,16495
Renault,Clio,Sport Tourer 1.5dCi Energy Zen 80kW,Wagon,2018,90000,109,Manual,Diesel,3.3,5,Grey,28830,Madrid,11995
SEAT,Leon,ST 2.0TDI CR S&S FR DSG6 184,Wagon,2014,190000,184,Automatic,Diesel,4.7,5,Grey,28938,Madrid,12490
Audi,A4,Avant 2.0TDI Advanced ed. S tronic 140kW,Wagon,2016,99950,190,Automatic,Diesel,4.2,5,Grey,28939,Madrid,19950
SEAT,Leon,ST 1.6TDI CR S&S Style 115,Wagon,2018,110000,116,Manual,Diesel,3.9,5,Grey,28939,Madrid,13849
Opel,Astra,ST 1.6CDTi Business 110,Wagon,2016,92000,110,Manual,Diesel,3.6,5,Grey,28939,Madrid,9949
Opel,Astra,ST 1.6CDTi Business 110,Wagon,2016,99950,110,Manual,Diesel,3.6,5,Grey,28939,Madrid,9650
Opel,Astra,ST 1.6CDTI Selective 95,Wagon,2017,97000,95,Manual,Diesel,3.6,5,Grey,28939,Madrid,9849
MINI,Cooper D,Aut.,Wagon,2016,79000,150,Automatic,Diesel,4.1,5,Green,28220,Madrid,21000
MINI,Cooper D,CLUBMAN,Wagon,2018,48273,150,Manual,Diesel,4.3,5,Green,28021,Madrid,17390
MINI,Cooper D,CLUBMAN,Wagon,2018,48273,150,Manual,Diesel,4.3,5,Green,28021,Madrid,17390
MINI,Cooper Clubman,,Wagon,2015,40035,136,Manual,Petrol,5.1,5,Green,28906,Madrid,15841
MINI,Cooper Clubman,,Wagon,2015,40035,136,Manual,Petrol,5.1,5,Green,28232,Madrid,15841
Audi,A4 allroad,3.0 TDI 218 CV S tronic,Wagon,2016,135000,160,Automatic,Diesel,5.0,5,Green,28029,Madrid,31500
MINI,Cooper SD,,Wagon,2013,135248,143,Manual,Diesel,4.4,5,Green,28522,Madrid,11400
MINI,John Cooper Works,ALL4 Aut.,Wagon,2019,4912,306,Automatic,Petrol,7.4,5,Green,28220,Madrid,41990
Audi,RS6,Avant 4.0 TFSI 560cv quattro 5p tip. Auto S/S #IVA,Wagon,2013,141070,560,Automatic,Petrol,9.6,5,Green,28025,Madrid,48500
Audi,RS6,Avant 4.0 TFSI 560cv quattro 5p tip. Auto S/S #IVA,Wagon,2013,141070,560,Automatic,Petrol,9.6,5,Green,28430,Madrid,48500
MINI,Cooper Clubman,,Wagon,2015,40035,136,Manual,Petrol,5.1,5,Green,28027,Madrid,15841
MINI,Cooper SD,,Wagon,2013,135248,143,Manual,Diesel,4.4,5,Green,28027,Madrid,11400
MINI,Cooper D Clubman,CLUBMAN COOPER D CLUBMAN R55 Cooper 2.0D 150cv 4p,Wagon,2017,94300,150,Automatic,Diesel,5.2,5,Green,28025,Madrid,17650
Mercedes-Benz,E 350,Familiar Aut.,Wagon,2004,56100,272,Automatic,Petrol,10.2,5,Green,28007,Madrid,10990
MINI,Cooper D Clubman,CLUBMAN R55 Cooper 2.0D 150cv 4p Auto S/S #IVA DE,Wagon,2017,94300,150,Automatic,Diesel,5.2,5,Green,28430,Madrid,17650
