Brand,Model,Version,Category,Year,Kms,Hp,Gear_type,Fuel_type,Fuel_cons,Doors,Colour,ZIP,Province,Price_EUR
Fiat,Tipo,1.4 Easy,Small,2017,24000,95,Manual,Petrol,6.5,5,Beige,43001,Tarragona,10900
SEAT,Leon,2.0TDI CR S&S FR Fast Edition DSG7 150,Small,2020,14122,150,Automatic,Diesel,4.3,5,Blue,43006,Tarragona,24200
Audi,A3,Sportback 1.6TDI Design Edition 81kW,Small,2017,65290,110,Manual,Diesel,3.9,5,Blue,43006,Tarragona,19200
Honda,Civic,1.0 VTEC Turbo Elegance Navi,Small,2018,54189,129,Manual,Petrol,5.1,5,Blue,43204,Tarragona,18900
Volkswagen,Beetle,1.4 TSI Sport 160,Small,2013,105300,159,Manual,Petrol,6.6,5,Brown,43001,Tarragona,19900
Audi,A3,Sportback 35 TFSI S line S tronic,Small,2020,9300,150,Automatic,Petrol,4.8,5,Yellow,43006,Tarragona,34900
Volkswagen,Golf GTI,2.0 TSI DSG 220,Small,2014,101300,220,Automatic,Petrol,6.4,5,Yellow,43001,Tarragona,22900
Hyundai,Atos,Prime 1.1 GLS,Small,2005,147000,58,Manual,Petrol,5.5,5,Yellow,43204,Tarragona,2795
BMW,116,116dA Business,Small,2020,25000,116,Automatic,Diesel,3.8,5,Grey,43204,Tarragona,24495
Peugeot,208,1.5 BlueHDi S&S Allure 100,Small,2020,14671,102,Manual,Diesel,3.2,5,Grey,43204,Tarragona,18490
Opel,Corsa,1.4 Enjoy,Small,2007,129000,90,Manual,Petrol,5.9,5,Grey,43870,Tarragona,3900
Fiat,Tipo,Sedán 1.0 City Life,Small,2021,10,99,Manual,Petrol,5.595933050212341,5,Green,43870,Tarragona,16900
Audi,A1,Sportback 30 TFSI Adrenalin,Small,2020,5394,116,Manual,Petrol,4.8,5,Red,43006,Tarragona,24000
Audi,A3,Sportback 1.6TDI Design Edition 85kW,Small,2018,74977,116,Manual,Diesel,4.1,5,Red,43006,Tarragona,20200
SEAT,Leon,1.4 Emoción,Small,2009,67707,86,Manual,Petrol,6.3,5,Red,43206,Tarragona,6800
SEAT,Leon,1.5 TSI S&S FR 150,Small,2020,18657,150,Manual,Petrol,4.9,5,Red,43500,Tarragona,26600
Citroen,C3,1.2 VTi Collection,Small,2014,67140,82,Manual,Petrol,4.6,5,Red,43006,Tarragona,8600
SEAT,Ibiza,1.0 TSI S&S Style 110,Small,2021,1000,110,Manual,Petrol,5.595933050212341,5,Black,43830,Tarragona,17500
SEAT,Ibiza,1.0 TSI S&S FR 115,Small,2020,10045,116,Manual,Petrol,4.6,5,Black,43006,Tarragona,20600
Fiat,Tipo,1.4 T-Jet Lounge,Small,2020,1,120,Manual,Petrol,7.0,5,Black,43006,Tarragona,18900
Peugeot,208,1.6 BlueHDi Active 75,Small,2015,108368,75,Manual,Diesel,3.5,5,Silver,43206,Tarragona,10900
Audi,A3,Sportback 2.0TDI S Line Edition 110kW,Small,2016,108000,150,Manual,Diesel,4.3,5,Burgundy,43760,Tarragona,15500
Peugeot,208,1.2 PureTech Style S 82,Small,2017,49123,82,Manual,Petrol,4.5,5,Burgundy,43100,Tarragona,10400
Ford,Fiesta,1.40TDCi Trend,Small,2008,102000,68,Manual,Diesel,4.2,5,Burgundy,43204,Tarragona,4995
Nissan,Leaf,40 kWh Tekna,Small,2020,400,150,Automatic,Electric,5.595933050212341,5,Burgundy,43870,Tarragona,26990
Audi,A1,Sportback 1.0 TFSI Adrenalin,Small,2018,42692,95,Manual,Petrol,4.3,5,White,43006,Tarragona,15400
SEAT,Leon,1.5 EcoTSI S&S FR 150,Small,2019,84945,150,Manual,Petrol,4.8,5,White,43006,Tarragona,19900
BMW,118,118dA,Small,2020,18706,150,Automatic,Diesel,4.2,5,White,43204,Tarragona,28495
Audi,A4,2.0TDI CD S line edition Multitronic 190,Sedan,2015,177000,190,Automatic,Diesel,5.0,5,Beige,43890,Tarragona,16900
BMW,530,530dA,Sedan,2018,76300,265,Automatic,Diesel,4.5,5,Blue,43004,Tarragona,34900
BMW,320,320dA EfficientDynamics,Sedan,2015,87000,163,Automatic,Diesel,4.3,5,Grey,43001,Tarragona,24900
Opel,Insignia,1.6CDTI ecoFlex S&S Selective 136,Sedan,2016,124000,136,Manual,Diesel,3.8,5,Black,43001,Tarragona,12900
Mercedes-Benz,E 55 AMG,Aut.,Sedan,2003,211000,476,Automatic,Petrol,12.9,5,Black,43760,Tarragona,16000
Volkswagen,Golf,Variant 1.6TDI CR BMT Bluemotion 110,Wagon,2016,125400,110,Manual,Diesel,3.5,5,Blue,43500,Tarragona,11800
SEAT,Leon,ST 1.6TDI CR S&S Style 115,Wagon,2018,54800,116,Manual,Diesel,3.9,5,Blue,43830,Tarragona,14990
Renault,Talisman,S.T. 1.5dCi Energy ECO2 Intens 81kW,Wagon,2016,78370,110,Manual,Diesel,3.7,5,Blue,43206,Tarragona,15500
Mercedes-Benz,C 220,Estate 220d 9G-Tronic,Wagon,2019,76950,194,Automatic,Diesel,4.7,5,Grey,43004,Tarragona,32900
SEAT,Leon,ST 2.0TDI CR S&S FR Launch Pack L DSG-7 150,Wagon,2021,7000,150,Automatic,Diesel,3.7,5,Red,43500,Tarragona,27200
Audi,RS4,Avant TFSI quattro tiptronic,Wagon,2019,32500,450,Automatic,Petrol,9.2,5,Red,43006,Tarragona,73700
Audi,A6,Avant 3.0TDI Black line ed. Q. S-T 200kW,Wagon,2017,111850,272,Automatic,Diesel,4.3,5,Black,43006,Tarragona,33600
Volkswagen,Passat,Variant 1.6TDI Advance BMT,Wagon,2010,199000,105,Manual,Diesel,4.4,5,Black,43850,Tarragona,5990
Volvo,V90,D4 Business Plus Aut. 190,Wagon,2021,25,190,Automatic,Diesel,4.8,5,Silver,43006,Tarragona,40490
SEAT,Leon,ST 1.5 TSI S&S FR 150,Wagon,2021,15122,150,Manual,Petrol,5.3,5,White,43006,Tarragona,24900
SEAT,Leon,ST 1.6TDI CR S&S Style 115,Wagon,2017,90572,116,Manual,Diesel,3.9,5,White,43100,Tarragona,12900
Ford,Focus,S.Br. 1.6TDCi Trend 109,Wagon,2010,220000,109,Manual,Diesel,4.5,5,White,43850,Tarragona,3990
BMW,i3,94Ah BEV,Minivan,2018,43138,170,Automatic,Electric,5.595933050212341,5,Blue,43204,Tarragona,20900
Toyota,Verso,115D Advance 5pl.,Minivan,2016,147684,111,Manual,Diesel,4.5,5,Grey,43500,Tarragona,12600
Honda,Jazz,1.5 i-VTEC Dynamic Navi,Minivan,2018,33400,131,Manual,Petrol,5.9,5,Red,43204,Tarragona,16490
SEAT,Altea,1.6TDI CR Emoción 90,Minivan,2011,204000,90,Manual,Diesel,4.8,5,Red,43204,Tarragona,5495
Mitsubishi,Grandis,2.4 MIVEC Instyle Aut.,Minivan,2007,240000,165,Automatic,Petrol,10.0,5,Black,43850,Tarragona,3990
Ford,Tourneo Courier,1.0 Ecoboost Sport,Minivan,2019,24700,102,Manual,Petrol,5.2,5,White,43830,Tarragona,15490
BMW,M2,CS,Coupe,2020,16840,450,Manual,Petrol,10.0,3,Blue,43204,Tarragona,89990
BMW,M2,M2A Competition,Coupe,2019,24900,411,Automatic,Petrol,9.2,3,Blue,43004,Tarragona,58900
BMW,Z4,sDrive20iA,Coupe,2014,90000,184,Automatic,Petrol,6.8,3,Blue,43850,Tarragona,23990
BMW,M4,Coupé Competition,Coupe,2021,1,510,Automatic,Petrol,5.595933050212341,3,Blue,43204,Tarragona,119900
Audi,A7,Sportback 3.0TDI quattro S-Tronic 245,Coupe,2011,100500,245,Automatic,Diesel,6.0,3,Brown,43205,Tarragona,24900
Ferrari,488,Pista,Coupe,2019,1500,721,Automatic,Petrol,11.4,3,Yellow,43883,Tarragona,429900
Audi,RS Q8,TFSI quattro tiptronic,Coupe,2020,40750,600,Automatic,Petrol,12.1,3,Grey,43006,Tarragona,149000
BMW,X4,M40dA,Coupe,2018,53900,326,Automatic,Diesel,6.4,3,Grey,43004,Tarragona,53900
BMW,X4,M40dA,Coupe,2018,49800,326,Automatic,Diesel,6.4,3,Red,43004,Tarragona,52900
Audi,A7,Sportback 3.0TDI S line quattro ed. S-T,Coupe,2017,102580,272,Automatic,Diesel,5.4,3,Black,43006,Tarragona,35600
BMW,X4,M40dA,Coupe,2018,15030,326,Automatic,Diesel,6.4,3,Black,43004,Tarragona,55900
BMW,M2,CS,Coupe,2020,16840,450,Manual,Petrol,10.0,3,Blue,43204,Tarragona,89990
BMW,M2,M2A Competition,Coupe,2019,24900,411,Automatic,Petrol,9.2,3,Blue,43004,Tarragona,58900
BMW,Z4,sDrive20iA,Coupe,2014,90000,184,Automatic,Petrol,6.8,3,Blue,43850,Tarragona,23990
BMW,M4,Coupé Competition,Coupe,2021,1,510,Automatic,Petrol,5.595933050212341,3,Blue,43204,Tarragona,119900
Audi,A7,Sportback 3.0TDI quattro S-Tronic 245,Coupe,2011,100500,245,Automatic,Diesel,6.0,3,Brown,43205,Tarragona,24900
Ferrari,488,Pista,Coupe,2019,1500,721,Automatic,Petrol,11.4,3,Yellow,43883,Tarragona,429900
Audi,RS Q8,TFSI quattro tiptronic,Coupe,2020,40750,600,Automatic,Petrol,12.1,3,Grey,43006,Tarragona,149000
BMW,X4,M40dA,Coupe,2018,53900,326,Automatic,Diesel,6.4,3,Grey,43004,Tarragona,53900
BMW,X4,M40dA,Coupe,2018,49800,326,Automatic,Diesel,6.4,3,Red,43004,Tarragona,52900
Audi,A7,Sportback 3.0TDI S line quattro ed. S-T,Coupe,2017,102580,272,Automatic,Diesel,5.4,3,Black,43006,Tarragona,35600
BMW,X4,M40dA,Coupe,2018,15030,326,Automatic,Diesel,6.4,3,Black,43004,Tarragona,55900
Audi,A5,Coupé 1.8 TFSI S line limited Multitronic,Coupe,2010,110000,160,Automatic,Petrol,7.2,3,Black,43850,Tarragona,12990
BMW,430,430dA Gran Coupé xDrive,Coupe,2018,63900,258,Automatic,Diesel,5.9,3,Black,43004,Tarragona,35900
BMW,120,120d Coupé,Coupe,2010,120000,177,Manual,Diesel,4.8,3,Black,43850,Tarragona,10990
Mercedes-Benz,GLE 350,Coupé 350d 4Matic Aut.,Coupe,2017,42000,258,Automatic,Diesel,7.2,3,Silver,43003,Tarragona,52000
Audi,A5,Coupé 2.0TDI S Line 140kW,Coupe,2018,45000,190,Manual,Diesel,4.3,3,Burgundy,43830,Tarragona,29900
BMW,218,218d Gran Coupé,Coupe,2021,8600,150,Automatic,Diesel,4.2,3,White,43204,Tarragona,35990
Mercedes-Benz,CLA 220,220d 7G-DCT,Coupe,2018,56000,170,Automatic,Diesel,5.4,3,White,43006,Tarragona,29990
Audi,A5,Cabrio 3.0TDI Multitronic,Convertible,2014,183000,204,Automatic,Diesel,5.2,3,Blue,43204,Tarragona,18000
BMW,M3,M3 Cabriolet,Convertible,1994,120000,286,Manual,Petrol,5.595933050212341,3,Blue,43890,Tarragona,29800
Peugeot,206,CC 2.0,Convertible,2002,160000,137,Manual,Petrol,8.0,3,Grey,43850,Tarragona,1990
Volkswagen,Beetle,Cabrio 2.0TDI Design 81kW,Convertible,2017,72704,110,Manual,Diesel,4.4,3,Red,43006,Tarragona,20500
Audi,A5,Cabrio 3.0TDI quattro S-Tronic,Convertible,2010,178000,241,Automatic,Diesel,6.8,3,Black,43850,Tarragona,15990
Fiat,500,500C 1.2 Lounge,Convertible,2011,53000,69,Manual,Petrol,5.1,3,White,43830,Tarragona,7250
Citroen,C3 Aircross,Puretech S&S Feel 110,Suv,2019,10115,110,Manual,Petrol,5.0,5,Beige,43204,Tarragona,14990
Dacia,Duster,1.5dCi Laureate 110,Suv,2013,142600,110,Manual,Diesel,5.3,5,Beige,43205,Tarragona,9000
Lexus,RX 400,h President,Suv,2008,297000,272,Automatic,Hybrid,8.1,5,Beige,43890,Tarragona,9900
SEAT,Arona,1.0 TSI S&S Style 110,Suv,2021,201,110,Manual,Petrol,5.595933050212341,5,Blue,43006,Tarragona,21500
Cupra,Formentor,2.0 TSI Launch Edition Gris Graphene DSG 4Drive,Suv,2021,9544,310,Automatic,Petrol,7.7,5,Blue,43006,Tarragona,47500
Kia,Niro,1.6 HEV Drive,Suv,2019,29000,141,Automatic,Hybrid,5.595933050212341,5,Brown,43870,Tarragona,18950
Nissan,Qashqai,1.5dCi Tekna 4x2,Suv,2017,37960,110,Manual,Diesel,3.8,5,Brown,43206,Tarragona,19499
BMW,X2,sDrive 18d (4.75),Suv,2020,20500,150,Automatic,Diesel,4.6,5,Yellow,43204,Tarragona,34975
Kia,XCeed,1.0 T-GDi Eco-Dynamics Tech,Suv,2021,1000,120,Manual,Petrol,5.5,5,Yellow,43870,Tarragona,20400
Suzuki,Jimny,1.3 JX Serie Especial Ranger,Suv,2016,45000,84,Manual,Petrol,7.3,5,Green,43205,Tarragona,16900
SEAT,Ateca,1.6TDI CR S&S Ecomotive Style,Suv,2018,49729,116,Manual,Diesel,4.4,5,Red,43500,Tarragona,19000
Honda,CR-V,1.6i-DTEC Elegance Plus Navi 4x2 120,Suv,2017,59680,120,Manual,Diesel,4.4,5,Red,43204,Tarragona,18900
Nissan,Qashqai,1.5dCi Tekna 4x2,Suv,2017,28820,110,Manual,Diesel,3.8,5,Black,43004,Tarragona,18900
Renault,Captur,TCe GPF Limited 96kW,Suv,2019,67000,131,Manual,Petrol,5.6,5,Black,43001,Tarragona,16900
BMW,X3,xDrive 30e,Suv,2021,10,292,Automatic,Hybrid,2.1,5,Black,43204,Tarragona,64790
SEAT,Ateca,2.0TDI CR S&S X-Perience Go 150,Suv,2020,19119,150,Manual,Diesel,4.7,5,Silver,43006,Tarragona,32200
Nissan,Qashqai,1.3 DIG-T N-Connecta 4x2 DCT 117kW,Suv,2019,18000,159,Automatic,Petrol,5.4,5,Burgundy,43870,Tarragona,23950
SEAT,Arona,1.0 TSI Ecomotive S&S FR 115,Suv,2019,70000,116,Manual,Petrol,5.1,5,Burgundy,43100,Tarragona,16500
Nissan,Juke,1.0 DIG-T Tekna 4x2 DCT 7 114,Suv,2021,50,114,Automatic,Petrol,5.2,5,Burgundy,43870,Tarragona,23500
Mitsubishi,ASX,180DI-D Motion,Suv,2013,61000,116,Manual,Diesel,5.5,5,White,43850,Tarragona,9500
SEAT,Ateca,2.0 EcoTSI S&S FR 4Drive DSG7,Suv,2018,44500,190,Automatic,Petrol,6.9,5,White,43830,Tarragona,26900
Porsche,Macan,Aut.,Suv,2021,9000,245,Automatic,Petrol,8.1,5,White,43004,Tarragona,72900
BMW,X3,xDrive 20dA,Suv,2017,87740,190,Automatic,Diesel,5.3,5,White,43204,Tarragona,32990
Opel,Mokka,X 1.4T S&S Innovation 4x2,Suv,2018,24500,140,Manual,Petrol,5.9,5,Orange,43001,Tarragona,16900
Jeep,Renegade,1.4 Multiair Limited 4x2 103kW,Suv,2016,82000,140,Manual,Petrol,6.0,5,Orange,43205,Tarragona,16000
Volvo,V40,T2 Kinetic,Small,2018,15693,122,Manual,Petrol,5.5,5,Beige,50013,Zaragoza,20990
Citroen,C3,1.2 PureTech S&S Feel Pack 83,Small,2021,7,82,Manual,Petrol,4.7,5,Beige,50013,Zaragoza,12800
Renault,Fluence,1.5dCi Dynamique 110 auto EDC,Small,2014,109549,110,Automatic,Diesel,4.4,5,Beige,50011,Zaragoza,7430
Mercedes-Benz,A 180,180CDI BE Style 7G-DCT,Small,2013,56788,109,Automatic,Diesel,4.1,5,Beige,50013,Zaragoza,17250
Skoda,Rapid/Spaceback,1.4TDI Ambition,Small,2016,101030,90,Manual,Diesel,3.6,5,Beige,50013,Zaragoza,10047
Fiat,Tipo,Sedán 1.4 Easy,Small,2018,34765,95,Manual,Petrol,6.3,5,Beige,50013,Zaragoza,10273
Renault,Megane,Sedán 1.6 Confort Expression,Small,2004,168757,114,Manual,Petrol,6.8,5,Beige,50013,Zaragoza,2450
Renault,ZOE,Intens 40 R90 68kW,Small,2017,34985,92,Automatic,Electric,5.595933050212341,5,Beige,50011,Zaragoza,10830
Renault,Megane,1.5dCi Energy Intens 66kW,Small,2017,94395,90,Manual,Diesel,3.7,5,Beige,50011,Zaragoza,10830
Renault,Megane,1.5dCi Business 110,Small,2013,160000,110,Manual,Diesel,3.5,5,Beige,50017,Zaragoza,6950
Skoda,Rapid/Spaceback,1.4TDI Like,Small,2016,115595,90,Manual,Diesel,3.6,5,Beige,50013,Zaragoza,9252
Renault,Clio,1.4 Dynamique,Small,2007,31510,98,Manual,Petrol,6.6,5,Beige,50013,Zaragoza,4950
Volvo,S40,2.4 Momentum,Small,2004,206956,140,Manual,Petrol,8.4,5,Beige,50013,Zaragoza,4650
Renault,Megane,1.6dCi Energy Dynamique S&S 130,Small,2013,102626,131,Manual,Diesel,4.0,5,Beige,50013,Zaragoza,9500
Fiat,500,1.2 Lounge,Small,2012,68650,69,Manual,Petrol,5.1,5,Beige,50410,Zaragoza,6900
Skoda,Fabia,1.2 TSI Style DSG 81kW,Small,2016,83725,110,Automatic,Petrol,4.7,5,Blue,50013,Zaragoza,10701
SEAT,Leon,1.4 TSI ACT S&S FR 150,Small,2019,54647,150,Manual,Petrol,4.9,5,Blue,50011,Zaragoza,16740
SEAT,Leon,1.4 TSI Style Copa,Small,2012,161000,125,Manual,Petrol,6.2,5,Blue,50018,Zaragoza,7990
Audi,A3,Sportback 2.0 FSI Ambiente S-Tronic,Small,2005,150651,150,Automatic,Petrol,6.9,5,Blue,50013,Zaragoza,7200
Hyundai,i30,1.4 TGDI Tecno 140,Small,2017,36658,140,Manual,Petrol,5.0,5,Blue,50013,Zaragoza,14720
BMW,116,116d,Small,2016,84000,116,Manual,Diesel,4.1,5,Blue,50012,Zaragoza,18356
Hyundai,Ioniq,HEV 1.6 GDI Style,Small,2018,84300,141,Automatic,Hybrid,3.9,5,Blue,50013,Zaragoza,16272
Citroen,C-Elysée,1.6HDi Seduction 92,Small,2015,87565,92,Manual,Diesel,4.1,5,Blue,50013,Zaragoza,7710
Ford,Fiesta,1.0 EcoBoost ST-Line 120,Small,2017,70386,120,Manual,Petrol,4.3,5,Blue,50011,Zaragoza,10990
Toyota,Auris,120D Advance,Small,2012,33590,124,Manual,Diesel,4.3,5,Blue,50011,Zaragoza,9990
Audi,A1,1.4 TFSI Attraction 92kW,Small,2017,103100,125,Manual,Petrol,4.9,5,Blue,50011,Zaragoza,12990
Kia,Ceed / cee'd,1.0 T-GDI Eco-Dynamics Concept 120,Small,2020,14245,120,Manual,Petrol,5.2,5,Blue,50013,Zaragoza,13591
Ford,Ka/Ka+,1.2Ti-VCT,Small,2018,6482,69,Manual,Petrol,5.0,5,Blue,50011,Zaragoza,9920
Volkswagen,Golf,e-Golf ePower,Small,2019,41200,136,Automatic,Electric,5.595933050212341,5,Blue,50011,Zaragoza,19930
Fiat,Punto,1.3Mjt 16v Feel/Class,Small,2007,218000,69,Manual,Diesel,4.9,5,Blue,50011,Zaragoza,4900
SEAT,Ibiza,1.0 EcoTSI S&S FR 110,Small,2018,29990,110,Manual,Petrol,4.3,5,Blue,50011,Zaragoza,13990
Renault,Megane,1.5dCi Blue Business 70kW,Small,2019,77061,95,Manual,Diesel,3.9,5,Blue,50013,Zaragoza,15800
Citroen,C4 Cactus,1.6BlueHDi S&S Feel 100,Small,2018,44215,99,Manual,Diesel,3.6,5,Blue,50013,Zaragoza,13455
Peugeot,207,1.4HDI Urban,Small,2007,143400,69,Manual,Diesel,4.5,5,Blue,50011,Zaragoza,4490
Audi,A3,Sportback 1.6TDI Design Edition 85kW,Small,2017,61920,116,Manual,Diesel,4.1,5,Blue,50011,Zaragoza,17750
Peugeot,308,1.2 PureTech S&S Allure 130,Small,2015,87000,131,Manual,Petrol,4.6,5,Brown,50197,Zaragoza,13500
Ford,Focus,1.6TDCi Edition 115,Small,2014,100930,114,Manual,Diesel,4.5,5,Brown,50013,Zaragoza,8900
Opel,Astra,1.6 Selective,Small,2012,43298,116,Manual,Petrol,6.3,5,Brown,50013,Zaragoza,8900
Opel,Adam,1.4 XEL S&S Glam,Small,2017,27582,87,Manual,Petrol,5.1,5,Brown,50013,Zaragoza,10187
Opel,Astra,1.7CDTI Enjoy,Small,2011,89793,110,Manual,Diesel,4.7,5,Brown,50013,Zaragoza,6900
Hyundai,i20,1.0 TGDI BD Tecno 100,Small,2016,49345,99,Manual,Petrol,4.5,5,Brown,50013,Zaragoza,11589
Kia,Ceed / cee'd,1.0 T-GDI Eco-Dynamics Concept 120,Small,2020,16297,120,Manual,Petrol,5.2,5,Brown,50013,Zaragoza,13545
Citroen,C4 Cactus,1.6 BlueHDi Shine 100,Small,2017,33390,99,Manual,Diesel,3.6,5,Brown,50013,Zaragoza,13364
Lexus,CT 200h,Executive,Small,2014,71874,136,Automatic,Hybrid,3.8,5,Brown,50013,Zaragoza,14900
MINI,Cooper Paceman,,Small,2015,66270,122,Manual,Petrol,5.9,5,Brown,50013,Zaragoza,14486
Audi,A1,1.6TDI Attraction 90,Small,2012,107683,90,Manual,Diesel,3.8,5,Brown,50013,Zaragoza,8790
Volkswagen,Beetle,1.9TDI 100,Small,2003,151314,101,Manual,Diesel,5.5,5,Yellow,50013,Zaragoza,4300
Peugeot,207,1.6 VTi 16v Sport Aut.,Small,2008,145500,120,Automatic,Petrol,7.0,5,Yellow,50011,Zaragoza,5900
Ford,Focus,2.0 Ecoboost Auto-S&S ST+,Small,2018,33000,250,Manual,Petrol,6.8,5,Yellow,50011,Zaragoza,23990
Volkswagen,Jetta,1.6TDI BMT Advance DSG,Small,2013,115000,105,Automatic,Diesel,4.3,5,Yellow,50011,Zaragoza,10150
Audi,A1,Sportback 30 TFSI Advanced S tronic,Small,2019,6067,116,Automatic,Petrol,4.8,5,Yellow,50013,Zaragoza,20727
Peugeot,208,GT Line Eléctrico 100kW,Small,2020,5533,136,Automatic,Electric,5.595933050212341,5,Yellow,50013,Zaragoza,23545
DS,Automobiles DS 3,1.6 THP S&S Performance 208,Small,2016,50918,208,Manual,Petrol,5.4,5,Yellow,50013,Zaragoza,15794
Abarth,595,1.4T-Jet 107kW,Small,2018,27087,145,Automatic,Petrol,6.6,5,Grey,50013,Zaragoza,18091
Citroen,C4,1.6 VTi Business,Small,2011,64271,120,Manual,Petrol,6.2,5,Grey,50013,Zaragoza,7700
Mercedes-Benz,A 180,180CDI BE AMG Line 7G-DCT,Small,2014,108473,109,Automatic,Diesel,4.1,5,Grey,50013,Zaragoza,17300
Renault,Clio,1.5dCi eco2 S&S Energy Dynamique 90,Small,2014,56763,90,Manual,Diesel,3.6,5,Grey,50013,Zaragoza,9250
SEAT,Toledo,1.0 EcoTSI S&S Reference Edition 95,Small,2017,94526,95,Manual,Petrol,4.7,5,Grey,50013,Zaragoza,11591
Renault,Clio,TCe GPF Energy Zen 66kW,Small,2019,49845,90,Manual,Petrol,4.7,5,Grey,50013,Zaragoza,11682
Peugeot,208,1.6 BlueHDi Active 75,Small,2016,48064,75,Manual,Diesel,3.5,5,Grey,50011,Zaragoza,8840
DS,Automobiles DS 4,1.6 THP Sport 200,Small,2015,81000,200,Manual,Petrol,6.4,5,Grey,50018,Zaragoza,12480
SEAT,Ibiza,1.4TDI CR S&S Style 90,Small,2016,155749,90,Manual,Diesel,3.7,5,Grey,50011,Zaragoza,8370
Audi,A3,Sportback 1.6TDI Ambition,Small,2011,187000,105,Manual,Diesel,4.2,5,Grey,50018,Zaragoza,8880
Mazda,3,1.6VVT Active +,Small,2005,140792,105,Manual,Petrol,8.0,5,Grey,50013,Zaragoza,4200
Opel,Astra,1.7CDTi Edition 110,Small,2009,78154,110,Manual,Diesel,4.5,5,Grey,50013,Zaragoza,5950
Citroen,SAXO,1.4i VTS,Small,2000,62169,75,Manual,Petrol,6.8,5,Grey,50013,Zaragoza,2250
Citroen,C3,1.4HDI Furio,Small,2008,87500,68,Manual,Diesel,4.4,5,Grey,50011,Zaragoza,3900
Mercedes-Benz,A 180,180CDI Aut.,Small,2008,164489,109,Automatic,Diesel,5.2,5,Grey,50410,Zaragoza,8500
Citroen,C4 Cactus,1.2 PureTech S&S Shine EAT6 110,Small,2018,23783,110,Automatic,Petrol,5.1,5,Grey,50013,Zaragoza,16000
Audi,A3,1.6TDI CD Attraction,Small,2015,63244,110,Manual,Diesel,4.0,5,Grey,50013,Zaragoza,13972
Citroen,C3,1.2 PureTech S&S Feel Pack 83,Small,2021,7,82,Manual,Petrol,4.7,5,Grey,50013,Zaragoza,13000
BMW,116,116d,Small,2018,29985,116,Manual,Diesel,4.2,5,Grey,50012,Zaragoza,20160
Peugeot,208,1.2 VTi Active,Small,2013,19943,82,Manual,Petrol,4.5,5,Grey,50013,Zaragoza,8500
Hyundai,i30,FB 2.0 TGDI N Performance,Small,2019,4700,275,Manual,Petrol,5.6,5,Grey,50011,Zaragoza,28490
Fiat,Tipo,1.4 T-Jet Gasolina/GLP Lounge,Small,2018,57937,120,Manual,Compressed Natural Gas \(CNG\),8.3,5,Grey,50013,Zaragoza,12136
Volkswagen,Golf,1.2 TSI BMT Business 110,Small,2016,56788,110,Manual,Petrol,4.9,5,Grey,50013,Zaragoza,13037
Skoda,Fabia,1.2 Classic,Small,2003,160940,54,Manual,Petrol,7.2,5,Green,50011,Zaragoza,3800
Fiat,500,1.2 Lounge,Small,2019,9032,69,Manual,Petrol,4.9,5,Green,50013,Zaragoza,10636
Peugeot,207,1.6 HDI XS Pack 110,Small,2007,256508,109,Manual,Diesel,4.8,5,Green,50011,Zaragoza,3800
Nissan,Leaf,40 kWh N-Connecta,Small,2018,36025,150,Automatic,Electric,5.595933050212341,5,Green,50013,Zaragoza,18545
Ford,Fiesta,1.3i Valore,Small,1997,39719,60,Manual,Petrol,6.8,5,Green,50013,Zaragoza,1700
Opel,Adam,1.4 XEL S&S Rocks,Small,2015,71155,87,Manual,Petrol,5.0,5,Green,50013,Zaragoza,10093
MINI,Cooper,,Small,2017,69100,136,Manual,Petrol,4.7,5,Green,50011,Zaragoza,15380
Ford,Focus,Sedán 1.8 TDdi Ambiente,Small,2003,333000,90,Manual,Diesel,5.0,5,Green,50011,Zaragoza,1700
SEAT,Ibiza,1.4 Stella,Small,2000,100576,60,Manual,Petrol,6.6,5,Green,50013,Zaragoza,1950
Opel,Adam,1.4 XEL GLP Jam,Small,2017,72502,87,Manual,Compressed Natural Gas \(CNG\),6.9,5,Green,50013,Zaragoza,10187
Citroen,C1,VTi 53kW (72CV) S&S City Edition,Small,2021,1,72,Manual,Petrol,4.8,5,Green,50012,Zaragoza,12050
SEAT,Ibiza,1.6TDI CR FR 105,Small,2012,195000,105,Manual,Diesel,4.2,5,Green,50017,Zaragoza,6800
Nissan,Almera,2.0 GX D 4p.,Small,1998,247698,75,Manual,Diesel,6.7,5,Green,50013,Zaragoza,500
Renault,Clio,1.5dCi Billabong 80,Small,2003,112822,80,Manual,Diesel,4.2,5,Green,50013,Zaragoza,2900
Peugeot,206,1.4 XR,Small,2001,255231,75,Manual,Petrol,8.9,5,Green,50013,Zaragoza,600
Daewoo,Kalos,1.4 SR,Small,2002,80572,83,Manual,Petrol,7.0,5,Green,50013,Zaragoza,2500
Renault,Megane,1.4 Confort Expression,Small,2003,173252,98,Manual,Petrol,6.7,5,Green,50013,Zaragoza,2200
Hyundai,i30,1.6CRDi Tecno S,Small,2012,100000,110,Manual,Diesel,4.1,5,Red,50017,Zaragoza,8800
SEAT,Leon,2.0 TSI S&S Cupra R 310,Small,2018,40420,310,Manual,Petrol,6.9,5,Red,50013,Zaragoza,24409
SEAT,Ibiza,1.0 TSI S&S FR DSG7 115,Small,2019,19741,116,Automatic,Petrol,4.8,5,Red,50013,Zaragoza,16542
Hyundai,i30,1.6CRDi Style 136,Small,2018,83199,136,Manual,Diesel,3.9,5,Red,50013,Zaragoza,17045
