Brand,Model,Version,Category,Year,Kms,Hp,Gear_type,Fuel_type,Fuel_cons,Doors,ZIP,Province,Price_EUR
BMW,X4,xDrive 20dA,Coupe,2019,16354,190,Automatic,Diesel,5.0,3,28021,Madrid,39790
Infiniti,Q60,Coupé 3.0 AWD Sport,Coupe,2019,29616,405,Automatic,Petrol,9.4,3,28021,Madrid,40890
Mercedes-Benz,CLA 250,250e 8G-DCT,Coupe,2020,10000,218,Automatic,Hybrid,1.4,3,28770,Madrid,42900
Mercedes-Benz,E 300,Coupé 9G-Tronic,Coupe,2017,93680,245,Automatic,Petrol,6.6,3,28022,Madrid,43900
BMW,X6,xDrive 30dA,Coupe,2018,78000,258,Automatic,Diesel,7.0,3,28049,Madrid,43999
Maserati,Ghibli,Diesel Aut. 275,Coupe,2017,42517,275,Automatic,Diesel,6.0,3,28002,Madrid,45900
BMW,X4,xDrive 25dA,Coupe,2019,69020,231,Automatic,Diesel,5.5,3,28041,Madrid,46100
Mercedes-Benz,GLC 350,Coupé 350d 4Matic Aut.,Coupe,2017,52000,258,Automatic,Diesel,6.7,3,28806,Madrid,46490
BMW,Z4,sDrive 20iA,Coupe,2020,8884,197,Automatic,Petrol,5.8,3,28220,Madrid,46500
Mercedes-Benz,GLE 350,GLE350dCoupé 4Matic Aut.,Coupe,2016,100490,258,Automatic,Diesel,7.2,3,28022,Madrid,46900
BMW,M2,M2A,Coupe,2017,28000,370,Automatic,Petrol,7.9,3,28806,Madrid,46990
BMW,X6,xDrive 30dA,Coupe,2018,29702,258,Automatic,Diesel,7.0,3,28045,Madrid,47950
BMW,420,420dA Coupé,Coupe,2021,8000,190,Automatic,Diesel,3.9,3,28905,Madrid,49000
Audi,R8,4.2 FSI quattro R tronic,Coupe,2010,54000,420,Automatic,Petrol,13.6,3,28232,Madrid,52900
Audi,R8,4.2 FSI quattro R tronic,Coupe,2010,94800,420,Automatic,Petrol,13.6,3,28232,Madrid,53500
BMW,M2,M2A Competition,Coupe,2020,30000,411,Automatic,Petrol,9.2,3,28031,Madrid,55900
Jaguar,F-Type,Coupé 2.0 I4 Aut. 300,Coupe,2020,9000,300,Automatic,Petrol,8.1,3,28037,Madrid,57900
BMW,X4,M40dA,Coupe,2020,23000,326,Automatic,Diesel,5.6,3,28232,Madrid,58900
Audi,RS7,Sportback 4.0 TFSI quattro Tiptronic,Coupe,2015,92900,560,Automatic,Petrol,9.5,3,28320,Madrid,59900
Mercedes-Benz,GLE 350,GLE350dCoupé 4Matic Aut.,Coupe,2018,120000,258,Automatic,Diesel,7.2,3,28007,Madrid,59900
Mercedes-Benz,CLS 300,300d Aut.,Coupe,2019,11215,245,Automatic,Diesel,5.0,3,28022,Madrid,59900
Audi,RS7,Sportback 4.0 TFSI quattro Tiptronic,Coupe,2015,52217,560,Automatic,Petrol,9.5,3,28529,Madrid,64500
Lexus,RC F,Luxury Aut.,Coupe,2015,9000,468,Automatic,Petrol,10.8,3,28003,Madrid,64880
Lexus,RC F,-F 5.0 V8 Carbon Package. 736€/mes.,Coupe,2015,36000,462,Automatic,Petrol,11.3,3,28050,Madrid,64995
Lexus,RC F,-F 5.0 V8 Carbon Package. 736€/mes.,Coupe,2015,36000,462,Automatic,Petrol,11.3,3,28050,Madrid,64995
Lexus,RC F,-F 5.0 V8 Carbon Package. 736€/mes.,Coupe,2015,36000,462,Automatic,Petrol,11.3,3,28050,Madrid,64995
Lexus,RC F,-F 5.0 V8 Carbon Package. 736€/mes.,Coupe,2015,36000,462,Automatic,Petrol,11.3,3,28050,Madrid,64995
Maserati,GranTurismo,Sport Aut.,Coupe,2014,52311,460,Automatic,Petrol,14.3,3,28043,Madrid,65000
Mercedes-Benz,GLE 350,Coupé 350d 4Matic Aut.,Coupe,2020,23950,258,Automatic,Diesel,7.8,3,28770,Madrid,67900
Porsche,Boxster,GTS PDK,Coupe,2015,44900,330,Automatic,Petrol,8.2,3,28320,Madrid,69900
Mercedes-Benz,GLE 350,Coupé 350d 4Matic Aut.,Coupe,2020,13222,258,Automatic,Diesel,7.8,3,28770,Madrid,70900
Mercedes-Benz,GLE 350,Coupé 350d 4Matic Aut.,Coupe,2020,13220,258,Automatic,Diesel,7.8,3,28770,Madrid,70900
Porsche,Boxster,S PDK,Coupe,2018,23696,349,Automatic,Petrol,0.0,3,28041,Madrid,73900
Mercedes-Benz,GLC 63 AMG,Coupé 4Matic Aut.,Coupe,2019,26000,476,Automatic,Petrol,11.5,3,28007,Madrid,79900
BMW,X6,xDrive 30dA,Coupe,2021,8000,286,Automatic,Diesel,5.7,3,28905,Madrid,81000
Mercedes-Benz,GLE 350,GLE350deCoupé 4Matic Aut.,Coupe,2020,8000,320,Automatic,Hybrid,0.0,3,28260,Madrid,82900
BMW,X4 M,,Coupe,2020,7636,480,Automatic,Petrol,10.5,3,28914,Madrid,89490
Porsche,Cayenne,Coupé Aut.,Coupe,2019,19000,340,Automatic,Petrol,9.3,3,28232,Madrid,89990
Ferrari,599,F1,Coupe,2007,40900,620,Automatic,Petrol,21.3,3,28036,Madrid,99000
Porsche,991,Carrera T Coupé PDK,Coupe,2018,25000,370,Automatic,Petrol,8.5,3,28043,Madrid,104900
Lamborghini,Gallardo,LP 560-4 E-Gear,Coupe,2014,60000,560,Automatic,Petrol,14.7,3,28660,Madrid,118000
Ferrari,FF,,Coupe,2012,99400,661,Automatic,Petrol,15.4,3,28036,Madrid,119000
Mercedes-Benz,GLE 63 AMG,GLE63Coupé AMG S 4Matic Aut.,Coupe,2019,1,585,Automatic,Petrol,11.9,3,28022,Madrid,127000
Lamborghini,Huracan,LP 610-4 5.2 V10,Coupe,2015,13000,610,Automatic,Petrol,12.5,3,28034,Madrid,179900
Mercedes-Benz,C 220,Sportcoupé CDI Classic,Coupe,2001,208000,150,Automatic,Diesel,6.3,3,28043,Madrid,3300
Mercedes-Benz,CLK 240,,Coupe,2003,250000,170,Automatic,Petrol,15.1,3,28035,Madrid,3599
BMW,118,d Coupé,Coupe,2010,250000,143,Manual,Diesel,4.5,3,28703,Madrid,7500
Mercedes-Benz,CL 500,,Coupe,2000,138800,306,Automatic,Petrol,13.4,3,28003,Madrid,8880
Chrysler,Crossfire,3.2 V6 Limited,Coupe,2011,185000,218,Manual,Petrol,10.4,3,28891,Madrid,9900
Mercedes-Benz,SL 320,,Coupe,1993,140000,230,Automatic,Petrol,12.5,3,28035,Madrid,9999
BMW,123,d Coupé,Coupe,2009,229000,204,Manual,Diesel,5.2,3,28891,Madrid,10500
Audi,A5,Coupé 2.7TDI Multitronic,Coupe,2008,232502,190,Automatic,Diesel,6.4,3,28500,Madrid,10990
Mercedes-Benz,CLS 350,CGI Aut.,Coupe,2007,155880,292,Automatic,Petrol,9.1,3,28045,Madrid,11500
Volkswagen,Passat CC,1.8 TSI,Coupe,2008,68371,160,Manual,Petrol,7.6,3,28045,Madrid,11700
Mercedes-Benz,CLS 350,CGI Aut.,Coupe,2008,184033,292,Automatic,Petrol,9.1,3,28045,Madrid,11990
Mercedes-Benz,SL 500,Aut.,Coupe,2002,166000,306,Automatic,Petrol,12.1,3,28864,Madrid,12495
Mercedes-Benz,CLA 220,CDI Urban 7G-DCT,Coupe,2014,138000,170,Automatic,Diesel,4.2,3,28045,Madrid,17950
Mercedes-Benz,CLS 350,CDI BE (9.75) Aut.,Coupe,2011,257000,265,Automatic,Diesel,6.1,3,28970,Madrid,17990
Mazda,MX-5,RF 2.0 Luxury Sport,Coupe,2017,56354,160,Manual,Petrol,6.9,3,28045,Madrid,20990
MINI,Cooper Cabrio,,Convertible,2012,101177,122,Manual,Petrol,5.7,3,28021,Madrid,11390
Audi,Cabriolet,1.8T,Convertible,2008,124000,163,Manual,Petrol,8.5,3,28660,Madrid,11900
BMW,320,d Cabrio,Convertible,2008,182000,177,Manual,Diesel,5.3,3,28015,Madrid,12800
MINI,One Cabrio,,Convertible,2016,25391,102,Manual,Petrol,5.0,3,28021,Madrid,15990
BMW,335,335i Cabrio Aut.,Convertible,2008,190000,306,Automatic,Petrol,9.5,3,28936,Madrid,17999
BMW,220,220d,Convertible,2017,102674,190,Manual,Diesel,4.4,3,28021,Madrid,18790
BMW,218,218i,Convertible,2017,80326,136,Manual,Petrol,5.5,3,28021,Madrid,19690
Mercedes-Benz,E 200,E 200 Cabrio CGI BE 7G Plus,Convertible,2013,98000,184,Automatic,Petrol,6.7,3,28039,Madrid,24900
Mercedes-Benz,C 220,d Cabrio 9G-Tronic,Convertible,2017,94636,170,Automatic,Diesel,4.6,3,28050,Madrid,27208
BMW,220,220d Cabrio,Convertible,2018,64760,190,Automatic,Diesel,4.4,3,28220,Madrid,27900
BMW,M3,Cabrio,Convertible,2008,167000,420,Manual,Petrol,12.9,3,28970,Madrid,29900
BMW,420,420dA Cabrio,Convertible,2017,29915,190,Automatic,Diesel,4.4,3,28002,Madrid,30900
Audi,A5,Cabrio 3.0TDI CD S line ed. Q. S-T 218,Convertible,2017,99000,218,Automatic,Diesel,6.2,3,28806,Madrid,31990
Ford,Mustang,Convertible 2.3 EcoBoost,Convertible,2016,79000,314,Manual,Petrol,8.2,3,28100,Madrid,32000
Porsche,996,Carrera Cabrio,Convertible,1999,49800,300,Manual,Petrol,12.0,3,28003,Madrid,32880
BMW,640,dA Cabrio,Convertible,2017,32000,313,Automatic,Diesel,5.8,3,28006,Madrid,46800
Porsche,997,Carrera 4 Cabrio,Convertible,2008,87539,325,Manual,Petrol,11.3,3,28046,Madrid,47990
Porsche,992,Carrera 4 Cabriolet PDK,Convertible,2009,75000,385,Automatic,Petrol,9.7,3,28002,Madrid,65000
Audi,A3,Cabrio 1.6TDI Ambition,Convertible,2012,145000,105,Manual,Diesel,4.3,3,28891,Madrid,11500
BMW,320,i Cabrio Aut.,Convertible,2009,179000,170,Automatic,Petrol,6.9,3,28823,Madrid,12450
Peugeot,308,CC 1.6 VTi Active,Convertible,2013,72538,120,Manual,Petrol,6.9,3,28045,Madrid,12500
Audi,A5,Cabrio 3.0TDI quattro S-Tronic,Convertible,2010,132000,241,Automatic,Diesel,6.8,3,28982,Madrid,17990
Audi,A5,Cabrio 2.0 TFSI 211,Convertible,2010,102028,211,Manual,Petrol,6.8,3,28045,Madrid,18000
MINI,Cooper D,Cabrio,Convertible,2019,16705,117,Manual,Diesel,4.0,3,28021,Madrid,21390
BMW,335,iA Cabrio,Convertible,2013,99568,306,Automatic,Petrol,8.8,3,28046,Madrid,24990
BMW,420,420i Cabrio,Convertible,2017,94100,184,Manual,Petrol,6.2,3,28939,Madrid,27400
BMW,428,428iA Cabrio xDrive,Convertible,2015,111433,245,Automatic,Petrol,7.0,3,28021,Madrid,29490
BMW,435,435dA xDrive Cabrio Sport,Convertible,2014,100000,313,Automatic,Diesel,5.7,3,28031,Madrid,30000
BMW,218,i Cabrio,Convertible,2020,13734,136,Automatic,Petrol,6.3,3,28220,Madrid,34120
Mercedes-Benz,C 220,d Cabrio,Convertible,2017,100615,170,Automatic,Diesel,4.5,3,28022,Madrid,34900
BMW,420,dA Cabrio (4.75),Convertible,2017,44500,190,Automatic,Diesel,4.7,3,28231,Madrid,35950
BMW,640,iA Cabrio,Convertible,2014,69000,320,Automatic,Petrol,7.9,3,28982,Madrid,37490
Mercedes-Benz,C 220,d Cabrio 9G-Tronic,Convertible,2018,25500,170,Automatic,Diesel,4.6,3,28002,Madrid,37900
BMW,640,dA Cabrio,Convertible,2016,99145,313,Automatic,Diesel,5.8,3,28045,Madrid,38390
BMW,430,iA Cabrio,Convertible,2020,19500,252,Automatic,Petrol,6.5,3,28939,Madrid,42900
Mercedes-Benz,E 220,Cabrio 220d 9G-Tronic,Convertible,2019,30000,194,Automatic,Diesel,4.9,3,28982,Madrid,46990
Mercedes-Benz,E 220,d Cabrio 9G-Tronic,Convertible,2019,31000,194,Automatic,Diesel,4.9,3,28982,Madrid,46990
Bentley,Continental,GTC Aut.,Convertible,2007,140000,559,Automatic,Petrol,17.1,3,28703,Madrid,54900
Maserati,GranTurismo,GranCabrio Sport Aut.,Convertible,2012,50000,460,Automatic,Petrol,14.5,3,28660,Madrid,74000
Mercedes-Benz,G 400,G400CDI Cabrio Aut.,Convertible,2003,157000,250,Automatic,Diesel,9.6,3,28232,Madrid,79990
Bentley,Continental,W12 GT Convertible,Convertible,2019,2750,575,Automatic,Petrol,14.8,3,28260,Madrid,439900
BMW,430,430iA Cabrio,Convertible,2020,19500,252,Automatic,Petrol,6.5,3,28939,Madrid,42900
Volvo,C70,2.0D Momentum,Convertible,2009,140000,136,Manual,Diesel,6.0,3,28806,Madrid,2500
Renault,Megane,C.C. 2.0T Luxe Privilege,Convertible,2005,215000,165,Manual,Petrol,8.0,3,28903,Madrid,2700
Peugeot,206,CC 2.0,Convertible,2001,224900,137,Manual,Petrol,8.0,3,28320,Madrid,2900
Opel,Tigra,1.4 16v Edition,Convertible,2004,168254,90,Manual,Petrol,6.1,3,28027,Madrid,3400
Opel,Tigra,1.4 16v Edition,Convertible,2004,168254,90,Manual,Petrol,6.1,3,28400,Madrid,3400
Opel,Tigra,1.4 16v Edition,Convertible,2004,168254,90,Manual,Petrol,6.1,3,28522,Madrid,3400
Opel,Tigra,1.4 16v Edition,Convertible,2004,168254,90,Manual,Petrol,6.1,3,28770,Madrid,3400
Opel,Tigra,1.4 16v Edition,Convertible,2004,168254,90,Manual,Petrol,6.1,3,28935,Madrid,3400
Opel,Tigra,1.4 16v Edition,Convertible,2004,168254,90,Manual,Petrol,6.1,3,28108,Madrid,3400
Opel,Tigra,1.4 16v Edition,Convertible,2004,168254,90,Manual,Petrol,6.1,3,28232,Madrid,3400
Opel,Tigra,1.4 16v Edition,Convertible,2004,168254,90,Manual,Petrol,6.1,3,28906,Madrid,3400
Peugeot,307,CC 2.0,Convertible,2004,107397,137,Manual,Petrol,8.2,3,28232,Madrid,3990
Nissan,Micra,C+C 1.4i Tekna,Convertible,2006,77875,88,Manual,Petrol,6.6,3,28025,Madrid,4850
Nissan,Micra,C+C 1.4i Tekna,Convertible,2006,77875,88,Manual,Petrol,6.6,3,28430,Madrid,4850
Rover,200,216 Cabriolet,Convertible,1996,242000,111,Manual,Petrol,0.0,3,28220,Madrid,4950
Peugeot,207,CC 1.6 VTi,Convertible,2008,87659,120,Manual,Petrol,6.5,3,28522,Madrid,4950
Peugeot,207,CC 1.6 VTi,Convertible,2008,87659,120,Manual,Petrol,6.5,3,28027,Madrid,4950
Renault,Megane,C.C. 1.6 Confort Dynamique,Convertible,2007,113000,111,Manual,Petrol,6.9,3,28015,Madrid,4999
Opel,Astra,Twin Top 1.9CDTi Enjoy,Convertible,2009,118000,150,Manual,Diesel,6.1,3,28922,Madrid,5490
Audi,Allroad,2.5 TDI quattro Tiptronic,Suv,2003,389000,179,Automatic,Diesel,9.6,5,28891,Madrid,3900
Hyundai,Santa Fe,2.2CRDi Comfort 5pl.,Suv,2006,197001,150,Manual,Diesel,7.3,5,28232,Madrid,4990
Volvo,XC60,D4 Summum AWD Aut. 181,Suv,2009,160000,181,Automatic,Diesel,6.4,5,28840,Madrid,5990
Jeep,Cherokee,2.8CRD Limited Aut.,Suv,2007,410000,162,Automatic,Diesel,9.3,5,28660,Madrid,6000
BMW,X5,3.0d Aut.,Suv,2005,224000,218,Automatic,Diesel,9.4,5,28022,Madrid,7490
Cadillac,SRX,3.6 V6 Sport Luxury AWD Aut.,Suv,2005,186000,258,Automatic,Petrol,14.0,5,28660,Madrid,7500
Volkswagen,Touareg,2.5TDI R5,Suv,2007,171000,174,Manual,Diesel,10.1,5,28806,Madrid,7990
Mercedes-Benz,ML 320,320CDI 4M Aut.,Suv,2008,328000,224,Automatic,Diesel,9.3,5,28342,Madrid,8300
Ford,Kuga,2.0TDCI Trend 2WD,Suv,2010,140000,136,Manual,Diesel,6.3,5,28946,Madrid,8400
Mercedes-Benz,ML 55 AMG,,Suv,2002,199800,347,Automatic,Petrol,14.4,5,28003,Madrid,8800
Renault,Captur,Intens dCi 90 EDC eco2,Suv,2015,115677,90,Manual,Diesel,3.9,5,28021,Madrid,9690
Renault,Captur,1.5dCi Energy Intens EDC 90,Suv,2017,121243,90,Automatic,Diesel,3.6,5,28021,Madrid,10190
Renault,Captur,1.5dCi Ecoleader Energy Zen 90,Suv,2016,86297,90,Manual,Diesel,3.6,5,28021,Madrid,10490
Dacia,Duster,Base 1.6 84kW (115CV) 4X2 EU6,Suv,2017,43777,114,Manual,Petrol,6.4,5,28021,Madrid,10490
Kia,Sorento,2.0 CRDi Drive 4x2,Suv,2012,146828,150,Manual,Diesel,6.4,5,28021,Madrid,10890
Renault,Captur,1.5dCi Energy Zen EDC 66kW,Suv,2017,61182,90,Automatic,Diesel,3.9,5,28021,Madrid,11290
BMW,X1,xDrive 20d,Suv,2011,160088,177,Manual,Diesel,5.8,5,28021,Madrid,11390
Nissan,Juke,dCi EU6 81 kW (110 CV) 6M/T ACENTA,Suv,2017,45452,110,Manual,Diesel,4.0,5,28021,Madrid,11490
Renault,Captur,TCe GPF Zen 96kW,Suv,2019,96000,131,Manual,Petrol,5.6,5,28904,Madrid,11561
Renault,Captur,TCe GPF Zen 96kW,Suv,2019,96000,131,Manual,Petrol,5.6,5,28904,Madrid,11561
Renault,Captur,TCe GPF Zen 96kW,Suv,2019,96000,131,Manual,Petrol,5.6,5,28904,Madrid,11561
Renault,Captur,TCe GPF Zen 96kW,Suv,2019,96000,131,Manual,Petrol,5.6,5,28904,Madrid,11561
Nissan,Qashqai,1.5dCi Visia 4x2,Suv,2017,162345,110,Manual,Diesel,3.8,5,28021,Madrid,11590
Opel,Mokka,X 1.4T S&S Excellence 4x2,Suv,2018,73348,140,Manual,Petrol,5.9,5,28021,Madrid,11690
Nissan,Qashqai,1.5dCi Acenta 4x2,Suv,2017,135477,110,Manual,Diesel,3.8,5,28021,Madrid,11790
Renault,Kadjar,1.6dCi Energy Intens 96kW,Suv,2017,152226,131,Manual,Diesel,4.3,5,28021,Madrid,11890
Nissan,Juke,1.6 N-Connecta 4x2 112,Suv,2018,57362,113,Manual,Petrol,7.1,5,28054,Madrid,11900
SsangYong,Tivoli,G16 Line 4x2,Suv,2017,45410,128,Manual,Petrol,6.9,5,28021,Madrid,12190
Hyundai,iX35,1.7CRDI Klass 4x2,Suv,2014,61403,114,Manual,Diesel,5.4,5,28021,Madrid,12190
Peugeot,2008,1.5 BlueHDI S&S Signature 100,Suv,2019,91242,99,Manual,Diesel,3.5,5,28021,Madrid,12290
Fiat,500X,1.3Mjt Pop Star 4x2 70kW,Suv,2018,30272,95,Manual,Diesel,4.1,5,28021,Madrid,12290
Renault,Captur,TCe Energy Zen 66kW,Suv,2018,47000,90,Manual,Petrol,5.1,5,28002,Madrid,12300
Renault,Kadjar,1.5dCi Energy Business EDC 81kW,Suv,2018,120390,110,Automatic,Diesel,3.8,5,28021,Madrid,12590
Dacia,Duster,1.2 TCE Blackshadow 4x2 125,Suv,2017,52706,125,Manual,Petrol,6.0,5,28021,Madrid,12590
Nissan,Qashqai,dCi 85 kW (115 CV) E6D VISIA,Suv,2019,141891,116,Manual,Diesel,3.8,5,28021,Madrid,12590
Nissan,Qashqai,1.5dCi Acenta 4x2,Suv,2017,88814,110,Manual,Diesel,3.8,5,28021,Madrid,12790
Suzuki,Vitara,1.6DDiS GLE 4WD,Suv,2017,114600,120,Manual,Diesel,4.2,5,28021,Madrid,12790
Nissan,Qashqai,dCi 96 kW (130 CV) Xtronic 4x2 ACENTA,Suv,2017,99325,131,Manual,Diesel,4.7,5,28021,Madrid,12790
Nissan,Qashqai,1.6dCi S&S Tekna Premium 4x4 17´´,Suv,2014,150000,131,Manual,Diesel,5.1,5,28044,Madrid,12900
Nissan,Juke,1.5dCi Acenta 4x2,Suv,2017,39355,110,Manual,Diesel,4.0,5,28050,Madrid,12935
Dacia,Duster,1.6 GLP GPF Prestige 4x2 84kW,Suv,2019,81933,114,Manual,Compressed Natural Gas \(CNG\),6.6,5,28522,Madrid,13000
Renault,Captur,Zen dCi 66kW (90CV),Suv,2019,28712,90,Manual,Diesel,4.2,5,28021,Madrid,13190
SEAT,Ateca,1.6TDI CR S&S Ecomotive Style,Suv,2018,150994,116,Manual,Diesel,4.4,5,28021,Madrid,13190
Hyundai,Tucson,1.7CRDI BD Tecno 4x2,Suv,2015,199951,114,Manual,Diesel,4.6,5,28021,Madrid,13190
Toyota,Land Cruiser,90 TD VX,Suv,1998,420000,125,Manual,Diesel,11.1,5,28939,Madrid,13250
Skoda,Karoq,1.0 TSI Ambition,Suv,2019,133948,116,Manual,Petrol,5.3,5,28021,Madrid,13290
SEAT,Arona,1.0 TSI Ecomotive S&S Style 95,Suv,2019,11919,95,Manual,Petrol,4.7,5,28021,Madrid,13390
Hyundai,Tucson,1.7CRDI BD Klass Nav 4x2,Suv,2017,92479,114,Manual,Diesel,4.6,5,28021,Madrid,13690
Opel,Mokka,X 1.4T S&S Innovation 4x2,Suv,2019,59999,140,Manual,Petrol,5.9,5,28703,Madrid,13700
Skoda,Karoq,1.0 TSI Ambition DSG,Suv,2019,157449,116,Automatic,Petrol,5.3,5,28021,Madrid,13790
Hyundai,Kona,1.0 TGDI Tecno Red 4x2,Suv,2018,49972,120,Manual,Petrol,5.2,5,28021,Madrid,13890
Mercedes-Benz,GLK 320,320CDI Aut.,Suv,2009,149000,224,Automatic,Diesel,7.9,5,28947,Madrid,13990
Nissan,Qashqai,dCi 81 kW (110 CV) ACENTA,Suv,2018,71744,110,Manual,Diesel,3.8,5,28021,Madrid,13990
Nissan,Qashqai,1.6dCi Tekna 4x2 XTronic,Suv,2016,202326,131,Automatic,Diesel,4.9,5,28803,Madrid,13990
Ford,Kuga,1.5 TDCi 88kW 4x2 A-S-S Business,Suv,2017,74019,120,Automatic,Diesel,4.4,5,28021,Madrid,14190
SEAT,Ateca,1.6TDI CR S&S Ecomotive Style,Suv,2017,125908,116,Manual,Diesel,4.4,5,28021,Madrid,14190
Toyota,Land Cruiser,D-4D VX,Suv,2008,362000,173,Automatic,Diesel,9.1,5,28939,Madrid,14250
Kia,Sportage,1.7CRDi VGT Eco-Dynamics Business 4x2,Suv,2018,125192,116,Manual,Diesel,4.6,5,28021,Madrid,14290
Nissan,X-Trail,1.6 dCi Acenta 4x4-i,Suv,2017,119469,131,Manual,Diesel,5.3,5,28021,Madrid,14290
Renault,Kadjar,1.2 TCe Energy Life 97kW,Suv,2018,38270,132,Manual,Petrol,5.6,5,28021,Madrid,14290
Hyundai,Tucson,1.6 GDi BlueDrive 25 Aniversario 4x2,Suv,2017,62473,131,Manual,Petrol,6.3,5,28021,Madrid,14290
Peugeot,3008,1.6BLUEHDI 88KW (120CV) ACTIVE AUTO S&S,Suv,2018,167849,120,Automatic,Diesel,4.2,5,28021,Madrid,14390
Mercedes-Benz,ML 320,M 320CDI Aut.,Suv,2007,172000,224,Automatic,Diesel,9.4,5,28660,Madrid,14400
Renault,Captur,1.5dCi Energy Zen EDC 66kW,Suv,2019,27242,90,Automatic,Diesel,3.9,5,28002,Madrid,14500
Ford,Kuga,1.5TDCi Auto S&S Titanium 4x2 120,Suv,2018,74623,120,Manual,Diesel,4.4,5,28021,Madrid,14690
SsangYong,REXTON,W 200 e-Xdi Limited 4x4,Suv,2015,107231,155,Manual,Diesel,7.4,5,28021,Madrid,14690
Peugeot,3008,Active BlueHDi 96kW (130CV) S&S EAT8,Suv,2018,146878,131,Automatic,Diesel,4.1,5,28021,Madrid,14690
Renault,Kadjar,1.5dCi Energy Intens EDC 81kW,Suv,2017,29891,110,Automatic,Diesel,3.8,5,28021,Madrid,14890
Peugeot,3008,Active BlueHDi 96kW (130CV) S&S EAT8,Suv,2018,121128,131,Automatic,Diesel,4.1,5,28021,Madrid,14990
Audi,A6 allroad,quattro 3.0BiTDI Tiptronic,Suv,2012,262000,313,Automatic,Diesel,6.7,5,28007,Madrid,15200
Peugeot,2008,1.2 PureTech S&S Active 100,Suv,2020,63208,101,Manual,Petrol,4.6,5,28021,Madrid,15400
Toyota,C-HR,125H Active,Suv,2017,69857,122,Automatic,Hybrid,4.0,5,28021,Madrid,15490
Peugeot,3008,1.6BLUEHDI 88KW (120CV) ACTIVE AUTO S&S,Suv,2017,93414,120,Automatic,Diesel,4.2,5,28021,Madrid,15590
Skoda,Karoq,1.6TDI AdBlue Ambition,Suv,2019,77877,116,Manual,Diesel,4.6,5,28021,Madrid,15690
Citroen,C3 Aircross,Puretech S&S Shine EAT6 110,Suv,2019,31450,110,Automatic,Petrol,5.6,5,28045,Madrid,15900
Land-Rover,Range Rover Sport,3.0TDV6 SE Aut.,Suv,2010,242155,245,Automatic,Diesel,9.2,5,28840,Madrid,15900
Nissan,X-Trail,1.6 dCi N-Connecta 4x2 7 pl.,Suv,2018,120636,131,Manual,Diesel,5.1,5,28021,Madrid,15990
Toyota,C-HR,125H Active,Suv,2018,102692,122,Automatic,Hybrid,4.0,5,28021,Madrid,15990
Peugeot,2008,1.6 BlueHDI S&S Allure EAT6 120,Suv,2019,28816,120,Automatic,Diesel,4.2,5,28944,Madrid,15990
Peugeot,5008,Allure 1.5L BlueHDi 96kW (130CV) S&S,Suv,2018,151324,131,Manual,Diesel,4.2,5,28021,Madrid,15990
Peugeot,3008,1.5 BlueHDi 96kW (130CV) S&S Active EAT8,Suv,2019,140945,131,Automatic,Diesel,4.1,5,28021,Madrid,16190
Toyota,C-HR,125H Active,Suv,2018,49183,122,Automatic,Hybrid,4.0,5,28021,Madrid,16190
Toyota,C-HR,125H Active,Suv,2018,47775,122,Automatic,Hybrid,4.0,5,28021,Madrid,16190
Renault,Kadjar,1.5dCi Energy Business EDC 81kW,Suv,2018,38578,110,Automatic,Diesel,3.8,5,28021,Madrid,16190
Volvo,XC60,D3 Kinetic 150,Suv,2017,145492,150,Manual,Diesel,4.5,5,28021,Madrid,16190
Nissan,Qashqai,1.6dCi Tekna+ 4x2 XTronic,Suv,2018,147539,131,Automatic,Diesel,4.7,5,28021,Madrid,16190
Mazda,CX-5,2.0 Style 2WD,Suv,2017,97653,165,Manual,Petrol,6.0,5,28021,Madrid,16190
Peugeot,5008,Allure 1.5L BlueHDi 96kW (130CV) S&S,Suv,2018,133934,131,Manual,Diesel,4.2,5,28021,Madrid,16190
Jeep,Compass,2.0 Mjt Longitude 4x4 103kW,Suv,2018,113735,140,Manual,Diesel,5.2,5,28021,Madrid,16290
Mazda,CX-3,2.0 Skyactiv-G Zenith 2WD 89kW,Suv,2019,17177,121,Manual,Petrol,5.9,5,28050,Madrid,16299
Toyota,C-HR,125H Active,Suv,2019,56789,122,Automatic,Hybrid,4.0,5,28021,Madrid,16390
Toyota,C-HR,125H Active,Suv,2019,80507,122,Automatic,Hybrid,4.0,5,28021,Madrid,16390
Audi,Q3,1.4 TFSI CoD,Suv,2018,144227,150,Manual,Petrol,5.5,5,28021,Madrid,16490
Mazda,CX-5,2.2D Zenith 2WD 110Kw,Suv,2018,147163,150,Manual,Diesel,5.0,5,28021,Madrid,16490
Nissan,X-Trail,1.6 dCi Acenta 4x2 XTronic,Suv,2018,91231,131,Automatic,Diesel,5.1,5,28021,Madrid,16490
Hyundai,Tucson,1.7CRDI BD Essence 4x2,Suv,2016,93000,114,Manual,Diesel,4.6,5,28500,Madrid,16500
SEAT,Ateca,1.0 TSI S&S Ecomotive Reference,Suv,2020,66000,116,Manual,Petrol,5.1,5,28904,Madrid,16520
Hyundai,Tucson,2.0CRDI Tecno 4x4,Suv,2017,108873,136,Manual,Diesel,5.2,5,28021,Madrid,16590
Peugeot,3008,1.5 BlueHDi 96kW (130CV) S&S Active EAT8,Suv,2019,102573,131,Automatic,Diesel,4.1,5,28021,Madrid,16690
