Brand,Model,Version,Type,Year,Kms,Hp,Gear_type,Fuel_type,Fuel_cons,Doors,Colour,ZIP,Province,Seller,Price_EUR
Land-Rover,Defender,90 2.5 td5 sw s,suv,2005,66000,122,Manual,Diesel,10.1,5,Grey,29400,Málaga,Private,31000
SEAT,Altea,Freetrack 2.0TDI 170 4WD,suv,2008,166000,170,Manual,Diesel,6.8,5,Grey,29591,Málaga,Private,6100
Toyota,C-HR,125H Advance PLUS + PLUS LUXURY,suv,2018,42000,122,Automatic,Hybrid,4.0,5,Grey,29651,Málaga,Private,19800
Land-Rover,Range Rover Evoque,2.2L eD4 Pure 4x2,suv,2012,158000,150,Manual,Diesel,5.0,5,Grey,29120,Málaga,Private,12795
Audi,SQ5,3.0 TDI quattro tiptronic,suv,2013,109000,313,Automatic,Diesel,6.8,5,Grey,29650,Málaga,Private,27000
MINI,Cooper D Countryman,Mini,suv,2013,118000,111,Manual,Diesel,4.2,5,Grey,29649,Málaga,Private,11900
Mercedes-Benz,GLC Class,d 4Matic Aut.,suv,2017,37122,170,Automatic,Diesel,5.0,5,Grey,29650,Málaga,Private,34900
Fiat,Ducato,Furgón 2.3JTD Gran Volumen P.L,van,2006,160000,110,Manual,Diesel,9.3,5,Grey,29680,Málaga,Private,22000
Aixam,400,SUPERLUXE. LLANTAS DE ALEACIÓN. MOTOR KUBOTA,small,2001,40000,5,Automatic,Diesel,3.0,5,Green,29017,Málaga,Private,2700
Kia,Picanto,1.0 LX,sedan,2006,179000,61,Manual,Petrol,4.9,5,Green,29620,Málaga,Private,1600
Mercedes-Benz,E Class,D Elegance,sedan,1995,356396,136,Manual,Diesel,9.6,5,Green,29650,Málaga,Private,2000
Audi,A4,2.5TDI 163,sedan,2003,200000,163,Manual,Diesel,6.8,5,Green,29620,Málaga,Private,4200
Citroen,C4 Cactus,1.6 BlueHDi S,sedan,2015,151515,99,Manual,Diesel,3.5,5,Green,29620,Málaga,Private,9000
Ford,Fiesta,1.25 Trend 82,sedan,2009,106000,82,Manual,Petrol,5.7,5,Green,29740,Málaga,Private,4059
Volkswagen,Golf,2.0 GTi,sedan,1995,125200,114,Manual,Petrol,8.1,5,Green,29630,Málaga,Private,3990
Bentley,Continental,GTC Aut.,cabrio,2007,56000,559,Automatic,Petrol,17.1,3,Green,29600,Málaga,Private,49900
BMW,4 Series,Serie 4 FG23 Cabrio Cabrio,cabrio,2021,550,258,Automatic,Petrol,6.0,3,Green,29660,Málaga,Private,74000
MG,MGF,A/A,cabrio,1998,111465,120,Manual,Petrol,6.7,3,Green,29720,Málaga,Private,3750
BMW,3 Series,Serie 3 E46 Cabriolet Cabrio,cabrio,2001,255000,231,Automatic,Petrol,9.1,3,Green,29010,Málaga,Private,10200
Maserati,Levante,Diesel Aut.,suv,2018,69500,275,Automatic,Diesel,7.2,5,Green,29007,Málaga,Private,53000
Mercedes-Benz,G Class,DT SW Largo,suv,1997,240000,177,Automatic,Diesel,12.1,5,Green,29780,Málaga,Private,29500
Honda,Civic,1.6 Sport VTEC,sedan,2005,239000,110,Manual,Petrol,6.6,5,Red,29640,Málaga,Private,3999
Fiat,500,1.2 Lounge,sedan,2015,63000,69,Manual,Petrol,5.1,5,Red,29738,Málaga,Private,7465
SEAT,Ibiza,1.6TDI CR Style DPF 105,sedan,2011,171000,105,Manual,Diesel,4.3,5,Red,29649,Málaga,Private,6000
SEAT,Leon,León 1.2 TSI Style Copa,sedan,2012,87500,105,Manual,Petrol,5.7,5,Red,29740,Málaga,Private,8900
Citroen,C1,1.2 PureTech Feel,sedan,2015,132000,82,Manual,Petrol,4.3,5,Red,29640,Málaga,Private,5000
Peugeot,208,1.6 VTi GTi,sedan,2014,122500,200,Manual,Petrol,5.9,5,Red,29603,Málaga,Private,10950
Fiat,Bravo,1.6Mjt Emotion,sedan,2008,165904,105,Manual,Diesel,4.9,5,Red,29004,Málaga,Private,3600
Ford,Focus,1.0 Ecoboost Auto-S,sedan,2017,66000,125,Manual,Petrol,4.7,5,Red,29004,Málaga,Private,15499
Ford,Fiesta,1.0 EcoBoost S/S Titanium 125,sedan,2017,66000,125,Manual,Petrol,4.3,5,Red,29004,Málaga,Private,15499
MINI,One,Mini,sedan,2006,260000,90,Manual,Petrol,6.8,5,Red,29019,Málaga,Private,4500
Volkswagen,Golf,1.6TDI Advance 85kW,sedan,2020,24200,116,Manual,Diesel,4.2,5,Red,29006,Málaga,Private,21000
Audi,A4,2.0TDI DPF 143,sedan,2009,190000,143,Manual,Diesel,5.1,5,Red,29700,Málaga,Private,12000
MINI,John Cooper Works,Mini Aut.,sedan,2021,14,231,Automatic,Petrol,6.2,5,Red,29670,Málaga,Private,49900
Citroen,Berlingo,1.6 HDi 110 FAP Multispace,familiar,2009,134212,109,Manual,Diesel,5.3,5,Red,29007,Málaga,Private,4850
Alfa-Romeo,159,Alfa Romeo 159 Sportwagon 2.4JTDm Qtronic 200,familiar,2008,175000,200,Automatic,Diesel,7.0,5,Red,29700,Málaga,Private,6500
Volkswagen,Golf Variant,2.0TDI GTD DSG7 135kW,familiar,2017,80500,184,Automatic,Diesel,5.0,5,Red,29004,Málaga,Private,18800
Mercedes-Benz,CLA Class,Shooting Brake d 7G-DCT,familiar,2017,60000,177,Automatic,Diesel,4.2,5,Red,29328,Málaga,Private,27500
Volkswagen,T3 Multivan,2.4D 78 2920mm,familiar,1992,272000,77,Manual,Diesel,9.4,5,Red,29190,Málaga,Private,8500
Opel,Zafira,1.9CDTi Enjoy Aut. 120,minivan,2006,230000,120,Automatic,Diesel,7.2,5,Red,29649,Málaga,Private,2000
Opel,Zafira,1.9CDTi Cosmo Aut. 120,minivan,2006,225000,120,Automatic,Diesel,7.2,5,Red,29649,Málaga,Private,2300
Opel,Zafira,1.9CDTi 16v Cosmo 150,minivan,2006,210000,150,Manual,Diesel,6.2,5,Red,29001,Málaga,Private,2800
Mercedes-Benz,B Class,CDI BE 7G-DCT,minivan,2013,192000,109,Automatic,Diesel,4.1,5,Red,29400,Málaga,Private,12000
Honda,CR-Z,1.5i-VTEC IMA GT,coupe,2011,210000,124,Manual,Hybrid,5.0,3,Red,29780,Málaga,Private,6500
Peugeot,406,Coupé 2.2HDI Pack,coupe,2005,190000,136,Manual,Diesel,6.4,3,Red,29720,Málaga,Private,5500
BMW,4 Series,Serie 4 F36 Gran Coupé Diesel Gran Coupé,coupe,2017,140000,177,Automatic,Diesel,4.3,3,Red,29651,Málaga,Private,20999
Ford,Mustang,PONY PACK V6,coupe,2010,101000,212,Manual,Petrol,8.0,3,Red,29002,Málaga,Private,17000
Porsche,911,Carrera 4 Coupé,coupe,1998,192000,300,Automatic,Petrol,12.0,3,Red,29620,Málaga,Private,21300
Mitsubishi,3000 GT,,coupe,1993,128000,222,Manual,Petrol,13.6,3,Red,29700,Málaga,Private,14000
Porsche,911,Carrera S Coupé 385cv / 997.2 / PDK,coupe,2011,118000,385,Automatic,Petrol,10.2,3,Red,29006,Málaga,Private,59000
BMW,X4,xDrive 20d,coupe,2016,91000,190,Manual,Diesel,5.4,3,Red,29630,Málaga,Private,31000
Mercedes-Benz,SL Class,-Klasse,cabrio,2002,107000,476,Automatic,Petrol,14.2,3,Red,29650,Málaga,Private,32500
smart,forTwo,Cabrio 52 mhd Passion Aut.,cabrio,2013,33900,71,Automatic,Petrol,4.3,3,Red,29670,Málaga,Private,8900
Ferrari,F8 Spider,,cabrio,2021,130,721,Automatic,Petrol,11.4,3,Red,29790,Málaga,Private,395000
MINI,Cooper SD Cabrio,Mini Aut.,cabrio,2017,125000,170,Automatic,Diesel,4.3,3,Red,29007,Málaga,Private,19990
Fiat,500X,1.3Mjt Pop Star 4x2 70kW,suv,2016,103000,95,Manual,Diesel,4.1,5,Red,29630,Málaga,Private,11000
Land-Rover,Range Rover Evoque,2.2L eD4 Prestige 4x2,suv,2013,150000,150,Manual,Diesel,4.9,5,Red,29003,Málaga,Private,19500
Fiat,Fiorino,Cargo 1.3Mjt Clase 2 95 E5,van,2015,180000,95,Manual,Diesel,4.3,5,Red,29010,Málaga,Private,5000
Mercedes-Benz,C Class,CDI BE Elegance,sedan,2010,168000,136,Manual,Diesel,5.0,5,Black,29120,Málaga,Private,8990
Renault,Clio,TCe Energy Limited 66kW,sedan,2017,62500,90,Manual,Petrol,4.7,5,Black,29730,Málaga,Private,9500
Audi,A3,2.0TDI S line edition,sedan,2009,160000,140,Manual,Diesel,5.5,5,Black,29004,Málaga,Private,4900
BMW,5 Series,Serie 5 E60 Diesel,sedan,2006,318000,163,Manual,Diesel,5.9,5,Black,29601,Málaga,Private,4000
Chevrolet,Aveo,Sedán 1.2 16v LS,sedan,2011,54003,84,Manual,Petrol,5.5,5,Black,29630,Málaga,Private,3500
Mercedes-Benz,C Class,CDI BE,sedan,2014,100000,136,Manual,Diesel,4.9,5,Black,29603,Málaga,Private,14500
Volkswagen,Golf,2.0TDI CR BMT GTD DSG 184,sedan,2017,97000,184,Automatic,Diesel,4.5,5,Black,29600,Málaga,Private,27000
Mercedes-Benz,S Class,(BlueTEC) d 7G-TRONIC,sedan,2014,76000,258,Automatic,Diesel,5.5,5,Black,29670,Málaga,Private,38500
Honda,Civic,2.2i-CTDi Sport,sedan,2006,192000,140,Manual,Diesel,5.1,5,Black,29660,Málaga,Private,4995
Opel,Insignia,2.0CDTI ecoF. S,sedan,2015,130000,140,Manual,Diesel,3.7,5,Black,29740,Málaga,Private,10000
Audi,A3,Sportback 1.4 TFSI e-tron S-Tronic,sedan,2017,49810,204,Automatic,Hybrid,1.6,5,Black,29004,Málaga,Private,19900
Mercedes-Benz,C Class,d 7G Plus,sedan,2016,197000,170,Automatic,Diesel,4.3,5,Black,29011,Málaga,Private,22999
BMW,3 Series,SERIE 3 GRAN TURISMO F34 (03/2013-06/201 Gran Turi,sedan,2016,119999,150,Manual,Diesel,4.5,5,Black,29660,Málaga,Private,16000
Peugeot,206,2.0HDI XS STAGE 3,sedan,2004,209000,201,Manual,Diesel,5.0,5,Black,29130,Málaga,Private,5700
Peugeot,308,1.6 VTi Sport,sedan,2008,125000,120,Manual,Petrol,6.7,5,Black,29001,Málaga,Private,3100
Volkswagen,Golf,1.6TDI CR Bluemotion 105,sedan,2013,262000,105,Manual,Diesel,3.8,5,Black,29001,Málaga,Private,8600
Mercedes-Benz,C Class,,sedan,2014,171117,170,Automatic,Diesel,4.0,5,Black,29120,Málaga,Private,21500
Mercedes-Benz,S Class,350d 4Matic 9G-Tronic,sedan,2017,41890,286,Automatic,Diesel,5.7,5,Black,29001,Málaga,Private,40230
Jaguar,XE,2.0 Diesel Prestige 180,sedan,2016,75000,179,Manual,Diesel,4.2,5,Black,29630,Málaga,Private,17250
Volvo,S40,2.0D Momentum,sedan,2006,270000,136,Manual,Diesel,5.6,5,Black,29651,Málaga,Private,3390
BMW,1 Series,Serie 1 E81+E87 Diesel,sedan,2009,176000,116,Manual,Diesel,4.4,5,Black,29004,Málaga,Private,6900
Volkswagen,Golf,2.0 TDI DPF Comfortline,sedan,2012,76600,140,Manual,Diesel,4.9,5,Black,29740,Málaga,Private,12300
Mercedes-Benz,A Class,Clase W177 S 4Matic+ 8G-DCT,sedan,2020,11000,421,Automatic,Petrol,8.4,5,Black,29600,Málaga,Private,74000
Peugeot,307,1.6 16v D-Sign,sedan,2007,158000,109,Manual,Petrol,7.4,5,Black,29631,Málaga,Private,2999
Audi,A4,Avant 2.0TDI Multitronic DPF 143,familiar,2009,240000,143,Automatic,Diesel,6.0,5,Black,29004,Málaga,Private,7700
Volvo,V50,D2 R-design,familiar,2010,189000,114,Manual,Diesel,4.3,5,Black,29604,Málaga,Private,5500
Renault,Megane,Mégane Grand Tour 2.0dCi Confort Expression,familiar,2006,239000,150,Manual,Diesel,5.4,5,Black,29620,Málaga,Private,2650
Audi,A4,Avant 2.0TDI Design edition 110kW,familiar,2017,59900,150,Manual,Diesel,4.0,5,Black,29130,Málaga,Private,21200
Volkswagen,Passat Variant,2.0TDI Advance BMT,familiar,2013,330000,140,Manual,Diesel,4.6,5,Black,29680,Málaga,Private,6900
Opel,Vivaro,Tour Elegance 2.0CDTi 27 L1H1 E5,familiar,2011,237000,114,Manual,Diesel,7.9,5,Black,29754,Málaga,Private,9200
Mercedes-Benz,E Class,Estate BT Elegance 7G Plus,familiar,2016,138000,136,Automatic,Diesel,4.8,5,Black,29690,Málaga,Private,17500
Mercedes-Benz,C Class,Estate CDI BE Avantgarde,familiar,2010,203000,136,Manual,Diesel,5.2,5,Black,29660,Málaga,Private,10900
Audi,RS6,RS 6 Avant 4.0 TFSI performance Q. Tip.,familiar,2016,83000,700,Automatic,Petrol,9.6,5,Black,29792,Málaga,Private,69000
BMW,X5,3.0dA,familiar,2007,182700,235,Automatic,Diesel,8.1,5,Black,29630,Málaga,Private,13500
Volvo,V50,2.0D Momentum,familiar,2008,220000,136,Automatic,Diesel,5.8,5,Black,29603,Málaga,Private,4800
SEAT,Ibiza,ST 1.6TDI CR Style 105,familiar,2011,161000,105,Manual,Diesel,4.2,5,Black,29620,Málaga,Private,5000
Jaguar,XF,Sportbrake 2.0D i4 Prestige Aut. 163,familiar,2018,90000,163,Automatic,Diesel,4.5,5,Black,29730,Málaga,Private,25900
Mercedes-Benz,C Class,Estate CGI BE Elegance Aut.,familiar,2011,104000,156,Automatic,Petrol,7.4,5,Black,29688,Málaga,Private,13500
Mercedes-Benz,Viano Class,3.5 Ambiente Largo Aut.,minivan,2011,171000,258,Automatic,Petrol,12.1,5,Black,29660,Málaga,Private,18400
Mercedes-Benz,Viano Class,3.0CDI X-Clusive Larga Aut.,minivan,2009,185000,204,Automatic,Diesel,9.2,5,Black,29640,Málaga,Private,21800
Mazda,Premacy,2.0 16v Active,minivan,2005,225000,129,Manual,Petrol,8.7,5,Black,29640,Málaga,Private,1850
Kia,Carnival,2.9CRDI EXII-Emotion,minivan,2006,210565,185,Manual,Diesel,7.8,5,Black,29016,Málaga,Private,4900
Mercedes-Benz,CLC Class,BE,coupe,2010,80000,129,Manual,Petrol,7.1,3,Black,29620,Málaga,Private,9900
Volkswagen,Beetle,Coope 2.0 Edicion limitada,coupe,2011,119000,200,Automatic,Petrol,8.2,3,Black,29620,Málaga,Private,15000
BMW,8 Series,Serie 8 CI Aut.,coupe,1993,182200,300,Automatic,Petrol,12.0,3,Black,29604,Málaga,Private,22900
Audi,TT,Coupé 1.8 TFSI S line edition S-Tronic,coupe,2017,62000,179,Automatic,Petrol,5.9,3,Black,29740,Málaga,Private,29800
Mercedes-Benz,CLA Class,CDI AMG Line 7G-DCT 177,coupe,2016,104000,177,Automatic,Diesel,4.2,3,Black,29649,Málaga,Private,23990
Mercedes-Benz,E Class,Coupé CDI BE Aut.,coupe,2010,240000,231,Automatic,Diesel,6.8,3,Black,29640,Málaga,Private,11950
Mercedes-Benz,GLE Class,,coupe,2015,107000,271,Automatic,Diesel,7.2,3,Black,29130,Málaga,Private,54900
Mercedes-Benz,CLA Class,7G-DCT,coupe,2020,24900,122,Automatic,Diesel,6.2,3,Black,29600,Málaga,Private,33000
BMW,4 Series,Serie 4 F36 Gran Coupé Diesel Gran Coupé,coupe,2015,100000,150,Automatic,Diesel,4.3,3,Black,29011,Málaga,Private,21490
Mercedes-Benz,CLA Class,7G-DCT,coupe,2020,27000,122,Automatic,Diesel,5.4,3,Black,29600,Málaga,Private,33000
Audi,A5,Coupé 2.7TDI Multitronic,coupe,2008,166000,190,Automatic,Diesel,6.4,3,Black,29680,Málaga,Private,12250
Mercedes-Benz,CLC Class,BE,coupe,2010,80000,129,Manual,Petrol,7.1,3,Black,29620,Málaga,Private,9999
Mercedes-Benz,SL Class,,cabrio,1996,106000,230,Automatic,Petrol,12.5,3,Black,29600,Málaga,Private,23500
MINI,Cooper D Cabrio,MINI Cooper D Cabrio aut. 2013,cabrio,2013,89582,111,Automatic,Diesel,3.8,3,Black,29670,Málaga,Private,16600
MINI,One Cabrio,MINI One Cabrio aut. 2014,cabrio,2014,61300,98,Automatic,Petrol,6.6,3,Black,29670,Málaga,Private,16900
Mercedes-Benz,CLK Class,Cabrio 7G-TRONIC Avantgarde,cabrio,2008,165000,272,Automatic,Petrol,10.1,3,Black,29640,Málaga,Private,11500
Porsche,911,Carrera 4S,cabrio,2004,129000,349,Automatic,Petrol,11.0,3,Black,29660,Málaga,Private,47000
Mercedes-Benz,SLK Class,200K,cabrio,2006,119629,163,Manual,Petrol,8.7,3,Black,29600,Málaga,Private,10000
Porsche,Boxster,PDK,cabrio,2018,22140,299,Automatic,Petrol,6.9,3,Black,29604,Málaga,Private,63000
Mercedes-Benz,SLK Class,200K,cabrio,2005,148480,163,Manual,Petrol,8.7,3,Black,29650,Málaga,Private,8995
Bentley,Continental,GTC Aut.,cabrio,2007,56000,559,Automatic,Petrol,17.1,3,Black,29670,Málaga,Private,49900
Jaguar,XK8,Convertible 4.0 Aut.,cabrio,2001,31000,290,Automatic,Petrol,11.1,3,Black,29004,Málaga,Private,25000
Mercedes-Benz,SL Class,"AMG, Orig. ab WERK, Traum Optik",cabrio,1992,241200,320,Automatic,Petrol,0.0,3,Black,29649,Málaga,Private,17950
Peugeot,207,CC 1.6HDI FAP Sport 110,cabrio,2007,205415,109,Manual,Diesel,5.2,3,Black,29011,Málaga,Private,3500
BMW,3 Series,Serie 3 E93 Cabrio Diesel Cabrio,cabrio,2008,130000,231,Manual,Diesel,6.5,3,Black,29000,Málaga,Private,13900
Mercedes-Benz,SLK Class,BE AMG Line,cabrio,2015,74058,204,Manual,Petrol,6.9,3,Black,29651,Málaga,Private,25999
BMW,Z3,3.0i Roadster,cabrio,2001,116500,231,Manual,Petrol,10.2,3,Black,29651,Málaga,Private,18300
Renault,Megane,Mégane C.C. 2.0T Luxe Privilege,cabrio,2007,94000,165,Manual,Petrol,8.0,3,Black,29649,Málaga,Private,4900
Opel,Astra,Twin Top 1.9CDTi Enjoy,cabrio,2006,103000,150,Manual,Diesel,6.1,3,Black,29620,Málaga,Private,4000
Jaguar,XK8,Convertible 4.0 Aut.,cabrio,1998,120000,290,Automatic,Petrol,11.1,3,Black,29700,Málaga,Private,12500
Mercedes-Benz,SLK Class,Kompressor,cabrio,2004,137500,163,Manual,Petrol,9.8,3,Black,29649,Málaga,Private,6999
Volkswagen,Beetle,Cabrio 1.6,cabrio,2004,160000,102,Manual,Petrol,7.7,3,Black,29002,Málaga,Private,4600
Jaguar,XK8,Convertible 4.0 Aut.,cabrio,1996,172012,290,Automatic,Petrol,11.1,3,Black,29678,Málaga,Private,29000
Kia,Sorento,2.2CRDi Drive 4x2,suv,2015,105000,200,Manual,Diesel,6.0,5,Black,29700,Málaga,Private,20500
Land-Rover,Range Rover Sport,2.7TDV6 HSE Aut.,suv,2007,191000,190,Automatic,Diesel,10.2,5,Black,29680,Málaga,Private,14900
Renault,Kadjar,1.3 TCe GPF Black Edition 117kW,suv,2019,50900,159,Automatic,Petrol,5.9,5,Black,29011,Málaga,Private,19700
Ford,Kuga,2.0TDCI Titanium 2WD,suv,2010,300000,140,Manual,Diesel,5.9,5,Black,29688,Málaga,Private,5500
Nissan,Qashqai,1.6dCi Tekna 4x2 XTronic,suv,2017,53000,131,Automatic,Diesel,4.9,5,Black,29649,Málaga,Private,18900
Audi,Q3,2.0 TFSI Ambition quattro S-Tronic 211,suv,2012,175356,211,Automatic,Petrol,7.7,5,Black,29602,Málaga,Private,15950
Lamborghini,Urus,4.0 V8 Aut.,suv,2019,20600,650,Automatic,Petrol,12.7,5,Black,29670,Málaga,Private,299900
Jeep,Wrangler,Unlimited 3.6 Rubicon Aut.,suv,2017,51000,284,Automatic,Petrol,11.9,5,Black,29651,Málaga,Private,40660
Audi,Q3,2.0 TDI quattro S tronic,suv,2013,179000,177,Automatic,Diesel,5.9,5,Black,29620,Málaga,Private,15000
Porsche,Cayenne,4.5 S,suv,2004,145000,340,Manual,Petrol,14.9,5,Black,29600,Málaga,Private,14000
Land-Rover,Range Rover Sport,SDV6 HSE,suv,2012,107000,256,Automatic,Diesel,8.8,5,Black,29604,Málaga,Private,25000
Audi,A6 allroad,3.0TDI Tiptronic DPF,suv,2011,197315,241,Automatic,Diesel,7.5,5,Black,29007,Málaga,Private,10500
Audi,SQ7,4.0 TDI quattro tiptronic,suv,2017,65000,435,Automatic,Diesel,7.2,5,Black,29001,Málaga,Private,57200
Audi,RS Q8,TFSI quattro tiptronic,suv,2021,15000,600,Automatic,Petrol,12.1,5,Black,29790,Málaga,Private,169900
Chevrolet,Captiva,2.0 2WD 7 Sitzer LS Family Edition,suv,2011,135231,150,Manual,Diesel,7.3,5,Black,29017,Málaga,Private,5521
Land-Rover,Range Rover Evoque,2.2L SD4 Dynamic 4x4 190 Aut.,suv,2013,139000,190,Automatic,Diesel,6.0,5,Black,29730,Málaga,Private,19000
Audi,Q5,2.0TDI quattro-ultra S tronic 140kW,suv,2018,51800,190,Automatic,Diesel,4.9,5,Black,29015,Málaga,Private,28300
Porsche,Cayenne,Turbo V8 500CV Triptonic S,suv,2008,67400,500,Automatic,Petrol,14.9,5,Black,29602,Málaga,Private,24900
Porsche,Cayenne,4.5 Turbo Aut.,suv,2005,121597,450,Automatic,Petrol,15.7,5,Black,29140,Málaga,Private,13975
Volvo,XC40,D3 Aut.,suv,2018,55265,150,Automatic,Diesel,5.0,5,Black,29670,Málaga,Private,29500
Mercedes-Benz,GLA Class,CDI AMG Line 7G-DCT,suv,2015,60000,136,Automatic,Diesel,4.2,5,Black,29670,Málaga,Private,23900
MINI,One D Countryman,Mini,suv,2013,120000,90,Manual,Diesel,4.2,5,Black,29649,Málaga,Private,9800
BMW,X2,sDrive 18dA,suv,2018,53715,150,Automatic,Diesel,4.4,5,Black,29670,Málaga,Private,30800
BMW,X1,sDrive 18dA Business,suv,2018,50970,150,Automatic,Diesel,4.6,5,Black,29670,Málaga,Private,25800
Porsche,Cayenne,Turbo Aut.,suv,2010,240000,500,Automatic,Petrol,11.5,5,Black,29770,Málaga,Private,29800
Porsche,Cayenne,S,suv,2008,135568,385,Automatic,Petrol,13.7,5,Black,29630,Málaga,Private,21000
Audi,Q3,2.0TDI S line edition quattro S-T,suv,2013,87450,140,Automatic,Diesel,5.8,5,Black,29670,Málaga,Private,18600
BMW,X1,sDrive 16d,suv,2014,60795,116,Manual,Diesel,4.9,5,Black,29670,Málaga,Private,16500
BMW,X5,xDrive 40dA,suv,2017,38000,313,Automatic,Diesel,6.0,5,Black,29600,Málaga,Private,52500
Porsche,Cayenne,Turbo Aut.,suv,2007,193500,500,Automatic,Petrol,14.9,5,Black,29660,Málaga,Private,18900
Opel,Vivaro,Fg. Cb. Doble 2.0CDTi 29 L1,van,2011,237000,116,Manual,Diesel,8.2,5,Black,29754,Málaga,Private,9200
Opel,Vivaro,,van,2016,102000,116,Manual,Diesel,6.5,5,Black,29754,Málaga,Private,16500
Porsche,Panamera,"Full Equipe, Porsche Approved y Libro revisiones",other,2015,66500,300,Automatic,Diesel,6.7,5,Black,29640,Málaga,Private,50000
Mercedes-Benz,C Class,(BlueTEC) d Avantgarde,other,2017,49700,170,Automatic,Diesel,4.0,5,Black,29660,Málaga,Private,26200
Ford,Focus,1.8 TDCi Trend 100,sedan,2004,220000,99,Manual,Diesel,5.5,5,Silver,29001,Málaga,Private,1300
Mercedes-Benz,C Class,d (4.75) 7G Plus,sedan,2016,96000,136,Automatic,Diesel,4.6,5,Silver,29010,Málaga,Private,27000
Jaguar,S-Type,4.0 V8,sedan,2001,190000,276,Automatic,Petrol,11.9,5,Silver,29750,Málaga,Private,6000
Ford,Focus,1.8TDCI Trend,sedan,2007,141500,116,Manual,Diesel,5.1,5,Silver,29003,Málaga,Private,4100
Jaguar,S-Type,3.0 V6 Executive,sedan,2000,39715,239,Automatic,Petrol,10.7,5,Silver,29602,Málaga,Private,7900
SEAT,Ibiza,1.6 Stella 75,sedan,2000,102719,75,Manual,Petrol,7.0,5,Silver,29120,Málaga,Private,900
Citroen,C3,1.4HDI Audace,sedan,2008,112000,68,Manual,Diesel,4.4,5,Silver,29014,Málaga,Private,3600
Citroen,C4,1.6 HDi 110 Exclusive,sedan,2011,59900,111,Manual,Diesel,4.6,5,Silver,29631,Málaga,Private,7000
Mercedes-Benz,E Class,d 9G-Tronic 194,sedan,2018,65000,194,Automatic,Diesel,3.9,5,Silver,29600,Málaga,Private,33900
BMW,7 Series,Serie 7 G11/G12 Híbrido xDrive,sedan,2019,42000,394,Automatic,Hybrid,2.3,5,Silver,29670,Málaga,Private,75000
Ford,Fiesta,1.6TDCI Ghia,sedan,2006,106700,90,Manual,Diesel,4.4,5,Silver,29640,Málaga,Private,4500
Peugeot,308,1.6HDI FAP Active,sedan,2012,124618,92,Manual,Diesel,4.2,5,Silver,29002,Málaga,Private,5490
BMW,1 Series,Serie 1 E87 Diesel,sedan,2005,120000,122,Manual,Diesel,5.6,5,Silver,29004,Málaga,Private,6000
Mercedes-Benz,CLS Class,Shooting Brake BT Aut.,familiar,2015,98000,258,Automatic,Diesel,5.7,5,Silver,29016,Málaga,Private,32000
Volkswagen,Passat Variant,1.6TDI Bluemotion 88kW,familiar,2016,111300,120,Manual,Diesel,3.7,5,Silver,29006,Málaga,Private,13000
Skoda,Fabia,Combi 1.4TDI Like 66kW,familiar,2016,102000,90,Manual,Diesel,3.6,5,Silver,29649,Málaga,Private,8990
Citroen,Berlingo,Multispace 1.6HDi Collection90,familiar,2012,128471,92,Manual,Diesel,5.2,5,Silver,29008,Málaga,Private,5400
BMW,3 Series,Serie 3 E91 Touring Diesel Efficient Dynamic Editi,familiar,2012,159000,163,Manual,Diesel,4.3,5,Silver,29649,Málaga,Private,11990
Audi,A6,Avant 2.0TDI S-Tronic 140kW,familiar,2015,87000,190,Automatic,Diesel,4.5,5,Silver,29603,Málaga,Private,24000
Ford,Mondeo,SB 1.8TDCi Trend,familiar,2008,130000,125,Manual,Diesel,5.9,5,Silver,29793,Málaga,Private,4300
Skoda,Superb,Combi 1.6 TDI DSG Ambition,familiar,2015,210000,120,Automatic,Diesel,4.2,5,Silver,29650,Málaga,Private,9995
Ford,Galaxy,2.0 TDCi DPF Aut. Titanium,familiar,2011,200000,163,Automatic,Diesel,5.7,5,Silver,29603,Málaga,Private,8000
Audi,RS4,Avant 4.2 V8 FSI quattro,familiar,2006,180000,420,Manual,Petrol,13.6,5,Silver,29640,Málaga,Private,28500
Volkswagen,Golf Variant,1.6 TDI BlueMotion Technology Trendline,familiar,2014,125000,105,Manual,Diesel,3.9,5,Silver,29603,Málaga,Private,7999
Mercedes-Benz,Vaneo Class,1.7CDI Trend 91,minivan,2004,135000,91,Automatic,Diesel,5.9,5,Silver,29640,Málaga,Private,5250
Mercedes-Benz,Vaneo Class,1.7CDI Trend 91,minivan,2004,135000,91,Manual,Diesel,5.9,5,Silver,29640,Málaga,Private,6750
Ford,S-Max,2.0TDCi Trend,minivan,2006,325325,140,Manual,Diesel,6.4,5,Silver,29570,Málaga,Private,3200
Citroen,Grand C4 Picasso,1.6HDI Exclusive,minivan,2008,288000,110,Manual,Diesel,5.9,5,Silver,29014,Málaga,Private,2350
Kia,Carnival,2.9CRDI EXI-Active,minivan,2008,106000,185,Manual,Diesel,7.8,5,Silver,29620,Málaga,Private,5500
Mercedes-Benz,C Class,d Coupe 4Matic 9G-TRONIC AMG Line,coupe,2017,22000,170,Automatic,Diesel,4.1,3,Silver,29692,Málaga,Private,34000
Mercedes-Benz,CLK Class,K Elegance,coupe,1998,295000,193,Automatic,Petrol,9.8,3,Silver,29006,Málaga,Private,1700
MINI,Cooper S Coupe,Mini Coupé Aut.,coupe,2012,60000,184,Automatic,Petrol,6.4,3,Silver,29001,Málaga,Private,14900
