Brand,Model,Version,Category,Year,Kms,Hp,Gear_type,Fuel_type,Fuel_cons,Doors,ZIP,Province,Price_EUR
Rover,25,1.6 Classic,Small,2001,171720,109,Manual,Petrol,6.0,5,28045,Madrid,1290
SEAT,Toledo,2.0 GTI,Small,1994,114000,114,Manual,Petrol,9.0,5,28939,Madrid,1499
Fiat,Grande Punto,1.9Mjt Sport 130,Small,2005,240000,129,Manual,Diesel,5.8,5,28891,Madrid,2500
Skoda,Octavia,1.9TDI Trend 105,Small,2007,255520,105,Manual,Diesel,5.0,5,28232,Madrid,2990
Opel,Astra,1.7CDTI Enjoy,Small,2011,200718,110,Manual,Diesel,4.7,5,28224,Madrid,4000
Audi,A3,2.0 FSI Ambiente Tiptronic,Small,2004,239000,150,Automatic,Petrol,7.7,5,28891,Madrid,4900
Honda,Civic,1.6i Vtec 110CV LS,Small,2004,91180,110,Manual,Petrol,6.6,5,28037,Madrid,5600
BMW,116,116i,Small,2007,176100,116,Manual,Petrol,7.5,5,28939,Madrid,6500
Volkswagen,Polo,1.4 TDI BMT Advance 55kW,Small,2014,91289,75,Manual,Diesel,3.4,5,28021,Madrid,7190
Toyota,Aygo,70 x-play,Small,2015,67129,72,Manual,Petrol,4.1,5,28021,Madrid,7190
Peugeot,iOn,,Small,2017,40221,67,Automatic,Electric,0.0,5,28944,Madrid,7490
Renault,Fluence,Z.E. Expression,Small,2013,38600,95,Automatic,Electric,0.0,5,28922,Madrid,7490
Volkswagen,Polo,1.6TDI Advance 90,Small,2011,158000,90,Manual,Diesel,4.2,5,28015,Madrid,7800
Volkswagen,Polo,1.4 TDI BMT Advance 66kW,Small,2016,91780,90,Manual,Diesel,3.4,5,28021,Madrid,7890
Citroen,C-Zero,Airdream Seduction,Small,2017,39343,67,Automatic,Electric,0.0,5,28021,Madrid,7950
Citroen,C-Zero,Airdream Seduction,Small,2017,41551,67,Automatic,Electric,0.0,5,28021,Madrid,7950
Citroen,C-Zero,Airdream Seduction,Small,2017,39421,67,Automatic,Electric,0.0,5,28045,Madrid,8050
Peugeot,208,1.2 VTi Active,Small,2013,97293,82,Manual,Petrol,4.5,5,28050,Madrid,8199
Citroen,C3,1.6BlueHDi S&S Feel 75,Small,2017,87007,75,Manual,Diesel,3.6,5,28021,Madrid,8390
Citroen,C3,1.6BlueHDi S&S Feel 75,Small,2018,91213,75,Manual,Diesel,3.6,5,28021,Madrid,8590
Renault,Megane,1.5dCi Energy Business 66kW,Small,2017,85725,90,Manual,Diesel,3.7,5,28021,Madrid,8590
Renault,ZOE,Bose 40 R90 68kW,Small,2016,95506,92,Automatic,Electric,0.0,5,28021,Madrid,8990
Kia,Rio,1.2 CVVT Eco-Dynamics Tech,Small,2017,43690,84,Manual,Petrol,4.8,5,28050,Madrid,9390
Opel,Corsa,1.4 120 Aniversario 90,Small,2019,17350,90,Manual,Petrol,5.1,5,28011,Madrid,9450
Peugeot,308,1.6 BlueHDi Style 120,Small,2016,131461,120,Manual,Diesel,3.6,5,28021,Madrid,9490
Hyundai,i30,1.4CRDi SLE,Small,2014,138000,90,Manual,Diesel,4.3,5,28342,Madrid,9500
Renault,Clio,1.5dCi Ecoleader Energy Business 90,Small,2015,87060,90,Manual,Diesel,3.6,5,28041,Madrid,9700
Toyota,Yaris,1.3 Active,Small,2016,60162,99,Automatic,Petrol,4.9,5,28045,Madrid,9700
Renault,Clio,TCe Life 55kW,Small,2019,9253,75,Manual,Petrol,5.0,5,28045,Madrid,9900
Peugeot,208,1.6BlueHDi Access 75,Small,2017,106334,75,Manual,Diesel,3.5,5,28500,Madrid,9990
Citroen,C3,1.6BlueHDi S&S Feel 75,Small,2018,17945,75,Manual,Diesel,3.6,5,28021,Madrid,9990
Citroen,C3,1.6BlueHDi S&S Shine 100,Small,2017,77819,99,Manual,Diesel,3.7,5,28045,Madrid,9990
Toyota,Yaris,Hybrid 1.5 Advance,Small,2015,111867,99,Automatic,Hybrid,3.7,5,28021,Madrid,10190
Peugeot,308,1.6 THP Access,Small,2013,89026,125,Manual,Petrol,5.6,5,28050,Madrid,10199
Citroen,C4,1.6BlueHDI Feel Edition 100,Small,2017,58913,99,Manual,Diesel,3.8,5,28021,Madrid,10490
Renault,Clio,1.5DCI Dynamique 90 eco2,Small,2015,80218,88,Manual,Diesel,4.0,5,28050,Madrid,10699
Peugeot,308,1.2 PureTech S&S Allure 130,Small,2018,142106,131,Manual,Petrol,4.5,5,28021,Madrid,10890
Volkswagen,Golf,1.6TDI Advance DSG7 85kW,Small,2017,137928,116,Automatic,Diesel,4.0,5,28021,Madrid,11290
Renault,Megane,1.5dCi Blue Life 70kW,Small,2019,49351,95,Manual,Diesel,3.9,5,28021,Madrid,11290
Fiat,500,1.2 Lounge,Small,2019,35319,69,Manual,Petrol,5.1,5,28050,Madrid,11481
Skoda,Octavia,1.4 TSI CNG Style 81kW,Small,2017,103401,110,Manual,Compressed Natural Gas \(CNG\),5.7,5,28021,Madrid,11790
SEAT,Leon,1.6TDI CR S&S Reference 115,Small,2017,78332,116,Manual,Diesel,4.2,5,28806,Madrid,11900
Mazda,5,2 1.5 Skyactiv-g Black Tech Edition 66kW,Small,2019,28537,90,Manual,Petrol,4.5,5,28021,Madrid,11990
Volvo,V40,D2 Kinetic 120,Small,2016,112000,120,Manual,Diesel,3.5,5,28981,Madrid,11990
BMW,116,116d EfficientDynamics,Small,2017,114361,116,Manual,Diesel,3.7,5,28021,Madrid,12290
Citroen,C4 Cactus,1.6 BlueHDi Feel 100,Small,2018,37127,99,Manual,Diesel,3.6,5,28021,Madrid,12290
Citroen,C4 Cactus,1.5BlueHDi S&S Feel 100,Small,2019,68096,99,Manual,Diesel,4.0,5,28021,Madrid,12290
Citroen,C4 Cactus,1.5BlueHDi S&S Feel 100,Small,2019,48715,99,Manual,Diesel,4.0,5,28021,Madrid,12590
Fiat,Tipo,1.3 Multijet II Easy,Small,2020,30600,95,Manual,Diesel,4.2,5,28703,Madrid,12790
Opel,Astra,GTC 2.0CDTi S/S Sportive,Small,2013,115000,165,Manual,Diesel,4.8,5,28660,Madrid,12800
Toyota,Auris,hybrid 140H Active,Small,2017,74400,136,Automatic,Hybrid,4.0,5,28045,Madrid,12900
Fiat,Panda,1.3 4x4 70kW,Small,2018,95000,95,Manual,Diesel,4.4,5,28002,Madrid,13000
Infiniti,Q30,1.5d Premium,Small,2017,126186,109,Manual,Diesel,3.9,5,28021,Madrid,13290
Skoda,Octavia,2.0 TDI CR 110KW (150cv) Like,Small,2017,140000,150,Manual,Diesel,4.0,5,28342,Madrid,13500
Citroen,C4 Cactus,1.6BlueHDi S&S Shine 100,Small,2019,31102,99,Manual,Diesel,3.6,5,28021,Madrid,13500
Toyota,Auris,hybrid 140H Active,Small,2017,96972,136,Automatic,Hybrid,4.0,5,28050,Madrid,13572
Skoda,Fabia,1.0 TSI Ambition Plus 81kW,Small,2020,28749,110,Manual,Petrol,4.7,5,28922,Madrid,13990
Mazda,3,1.5 Evolution 77kW,Small,2019,73163,105,Manual,Diesel,3.8,5,28050,Madrid,14117
Volkswagen,Golf,1.6TDI Business Edition DSG7 85kW,Small,2017,68087,116,Automatic,Diesel,3.9,5,28021,Madrid,14190
BMW,118,118iA,Small,2017,109127,136,Automatic,Petrol,4.8,5,28021,Madrid,14390
Toyota,Auris,hybrid 140H Active,Small,2017,24875,136,Automatic,Hybrid,4.0,5,28806,Madrid,14450
Volkswagen,Golf,2.0TDI Advance DSG7 110kW,Small,2017,113603,150,Automatic,Diesel,4.3,5,28021,Madrid,14590
BMW,118,118iA,Small,2017,96793,136,Automatic,Petrol,4.8,5,28021,Madrid,14590
SEAT,Leon,1.6TDI CR S&S Reference 115,Small,2017,64181,116,Manual,Diesel,4.2,5,28041,Madrid,14600
Volkswagen,Golf,1.6TDI Advance 85kW,Small,2018,32827,116,Manual,Diesel,4.2,5,28021,Madrid,14690
Audi,A3,1.4 TFSI Cod Ultra 110kW,Small,2017,119076,150,Manual,Petrol,4.5,5,28021,Madrid,14790
Skoda,Octavia,1.5 TSI Ambition DSG,Small,2019,46353,150,Automatic,Petrol,4.9,5,28021,Madrid,14790
Infiniti,Q30,1.5d Premium 7DCT,Small,2017,80416,109,Automatic,Diesel,3.9,5,28021,Madrid,14790
Audi,A1,Sportback 1.4TDI ultra Adrenalin S-T,Small,2015,44605,90,Automatic,Diesel,3.6,5,28045,Madrid,14950
BMW,116,116d,Small,2017,54892,116,Manual,Diesel,4.1,5,28021,Madrid,14990
Ford,Focus,1.0 Ecoboost Active 125,Small,2019,19186,125,Manual,Petrol,4.6,5,28044,Madrid,15000
BMW,118,118d,Small,2019,103614,150,Manual,Diesel,4.4,5,28021,Madrid,15290
BMW,116,116d EfficientDynamics,Small,2017,87450,116,Manual,Diesel,3.7,5,28037,Madrid,15490
Citroen,C4 Cactus,1.5BlueHDi S&S Shine EAT6 120,Small,2020,10222,120,Automatic,Diesel,4.0,5,28045,Madrid,15500
Citroen,C4 Cactus,1.5BlueHDi S&S Shine EAT6 120,Small,2020,10222,120,Automatic,Diesel,4.0,5,28021,Madrid,15500
BMW,118,118dA,Small,2018,140217,150,Automatic,Diesel,4.4,5,28021,Madrid,15690
Volvo,V40,T3 Kinetic Aut.,Small,2018,74919,152,Automatic,Petrol,5.5,5,28021,Madrid,15790
Mercedes-Benz,A 180,180d,Small,2017,102390,109,Manual,Diesel,3.7,5,28021,Madrid,15990
Volkswagen,Golf,1.6TDI Advance DSG7 85kW,Small,2018,49246,116,Automatic,Diesel,4.0,5,28021,Madrid,16290
Volkswagen,Golf,2.0TDI Advance DSG7 110kW,Small,2017,51413,150,Automatic,Diesel,4.3,5,28021,Madrid,16390
SEAT,Leon,1.5 TGI GNC S&S FR Fast Edition DSG7 130,Small,2020,21935,131,Automatic,Compressed Natural Gas \(CNG\),5.4,5,28021,Madrid,16390
Audi,A3,Sportback 2.0TDI Design Edition 110kW,Small,2018,93702,150,Manual,Diesel,4.3,5,28021,Madrid,16390
Honda,Civic,1.6 i-DTEC Executive Premium,Small,2018,60272,120,Manual,Diesel,3.5,5,28021,Madrid,16490
Renault,ZOE,Limited 40 R110 80kW,Small,2019,16765,109,Automatic,Electric,0.0,5,28222,Madrid,16490
Audi,A3,Sportback 35 TDI Design S tronic 110kW,Small,2019,118982,150,Automatic,Diesel,4.5,5,28021,Madrid,16790
Audi,A3,Sportback 30 TFSI 85kW,Small,2019,38431,116,Manual,Petrol,5.0,5,28021,Madrid,16890
smart,forTwo,Coupé EQ Prime,Small,2020,7780,82,Automatic,Electric,0.0,5,28770,Madrid,16900
Audi,A3,Sportback 35 TFSI Design 110kW,Small,2019,86302,150,Manual,Petrol,5.3,5,28021,Madrid,16990
Audi,A3,Sportback 1.6TDI 81kW,Small,2017,100825,110,Manual,Diesel,3.9,5,28041,Madrid,17400
Peugeot,308,2.0BlueHDi S&S GT EAT8 180,Small,2019,62937,177,Automatic,Diesel,4.6,5,28050,Madrid,17663
BMW,116,116d,Small,2019,115000,116,Automatic,Diesel,4.2,5,28891,Madrid,17900
Audi,A3,2.0TDI Sport Edition 110kW,Small,2017,31500,150,Manual,Diesel,4.2,5,28021,Madrid,18190
Audi,A3,Sedán 2.0TDI 110kW,Small,2017,111773,150,Manual,Diesel,4.2,5,28041,Madrid,18200
Audi,A3,Sedán 1.0 TFSI S Line Edition S-T 85kW,Small,2019,57000,116,Automatic,Petrol,4.6,5,28046,Madrid,18450
Honda,Civic,Sedán 1.5 VTEC Turbo Elegance Navi,Small,2018,47370,182,Manual,Petrol,5.5,5,28045,Madrid,18500
Renault,Laguna,2.0 RXE,Sedan,1995,72810,114,Manual,Petrol,10.0,5,28015,Madrid,1850
Renault,Laguna,1.9DCi Dynamique 120,Sedan,2001,215000,120,Manual,Diesel,5.5,5,28005,Madrid,1999
BMW,520,520i,Sedan,1996,235000,150,Manual,Petrol,8.0,5,28905,Madrid,3000
BMW,525,525i,Sedan,2002,150000,192,Manual,Petrol,9.4,5,28035,Madrid,3999
Hyundai,Sonata,2.0CRDI VGT Comfort,Sedan,2010,178000,150,Manual,Diesel,6.0,5,28029,Madrid,5499
Jaguar,S-Type,2.7D V6 Classic,Sedan,2007,176817,207,Manual,Diesel,7.1,5,28028,Madrid,5665
Alfa-Romeo,159,2.4JTD Selective Q-tronic 200,Sedan,2007,121000,200,Automatic,Diesel,8.0,5,28938,Madrid,5750
Mercedes-Benz,S 320,,Sedan,2002,119000,224,Automatic,Petrol,11.5,5,28043,Madrid,5800
Jaguar,S-Type,3.0 V6 Executive,Sedan,2005,119000,239,Automatic,Petrol,10.7,5,28891,Madrid,5900
Audi,A4,1.8T,Sedan,2005,87150,163,Manual,Petrol,8.2,5,28022,Madrid,5990
BMW,318,318d,Sedan,2007,285356,143,Manual,Diesel,4.7,5,28359,Madrid,6800
Opel,Insignia,1.4T Excellence S&S,Sedan,2012,121272,140,Manual,Petrol,5.7,5,28944,Madrid,7490
BMW,330,330i,Sedan,2001,265195,231,Manual,Petrol,9.1,5,28359,Madrid,7500
Peugeot,508,1.6e-HDI BlueLion Business Line CMP,Sedan,2011,185100,111,Automatic,Diesel,4.4,5,28037,Madrid,7600
BMW,530,530dA 218cv AUT,Sedan,2004,197697,218,Automatic,Diesel,6.0,5,28015,Madrid,7900
Lexus,GS 450h,President híbrido,Sedan,2009,236408,345,Automatic,Hybrid,7.9,5,28770,Madrid,7990
Chrysler,300C,300 C 3.5 V6 253cv AUT,Sedan,2005,207500,253,Automatic,Petrol,11.0,5,28015,Madrid,8490
Renault,Laguna,2.0dCi Energy Bose Edition 150,Sedan,2012,152600,150,Manual,Diesel,5.2,5,28320,Madrid,8500
Alfa-Romeo,159,2.0JTDM Sport Plus,Sedan,2010,205000,170,Manual,Diesel,5.4,5,28891,Madrid,8500
Volkswagen,Passat,2.0TDI Advance 110kW,Sedan,2015,220000,150,Manual,Diesel,4.1,5,28007,Madrid,9800
Kia,Rio,1.2 CVVT 62kW (84CV) Business,Sedan,2018,27591,84,Manual,Petrol,5.5,5,28021,Madrid,9990
Volkswagen,Passat,2.0TDI Edition 110kW,Sedan,2016,199000,150,Manual,Diesel,4.2,5,28936,Madrid,10123
Suzuki,Ignis,1.2 GLX SHVS,Sedan,2018,79574,90,Manual,Diesel,4.3,5,28021,Madrid,10190
Citroen,C3,PureTech 60KW (82CV) FEEL,Sedan,2019,33201,82,Manual,Petrol,4.7,5,28021,Madrid,10490
Peugeot,508,2.0HDI Active 140,Sedan,2015,156000,140,Manual,Diesel,4.4,5,28703,Madrid,10495
Opel,Insignia,1.6CDTI ecoFlex S&S Business 136,Sedan,2017,80964,136,Manual,Diesel,3.8,5,28021,Madrid,10890
Volkswagen,Passat,2.0TDI Advance DSG6 110kW,Sedan,2016,195899,150,Automatic,Diesel,4.5,5,28850,Madrid,11800
DS,Automobiles DS 5,1.6BlueHDi S&S Desire 120,Sedan,2016,143553,120,Manual,Diesel,4.0,5,28850,Madrid,12490
Audi,A8,L 6.0 quattro Tiptronic,Sedan,2004,212000,450,Automatic,Petrol,11.9,5,28660,Madrid,12900
Jaguar,XF,3.0 V6 Diesel Luxury 240 Aut.,Sedan,2011,203100,241,Automatic,Diesel,6.8,5,28939,Madrid,12900
Renault,Talisman,1.6dCi Energy Zen EDC 96kW,Sedan,2016,126375,131,Automatic,Diesel,4.2,5,28021,Madrid,12990
Audi,A8,3.2 FSI Multitronic,Sedan,2008,140000,260,Automatic,Petrol,9.9,5,28947,Madrid,12990
Renault,Talisman,Intens Energy dCi 81kW (110CV) ECO2,Sedan,2017,78582,110,Automatic,Diesel,3.6,5,28021,Madrid,13390
Volkswagen,Passat,2.0TDI Advance DSG6 110kW,Sedan,2016,147003,150,Automatic,Diesel,4.5,5,28850,Madrid,13500
Toyota,Avensis,140 Executive,Sedan,2018,89987,147,Manual,Petrol,6.5,5,28922,Madrid,13900
Toyota,Avensis,140 Executive,Sedan,2018,89987,147,Manual,Petrol,6.5,5,28922,Madrid,13900
Volvo,S60,D2 Kinetic 120,Sedan,2018,107497,120,Manual,Diesel,3.8,5,28021,Madrid,13990
Audi,S4,4.2 V8 quattro,Sedan,2004,130500,344,Manual,Petrol,13.3,5,28804,Madrid,13990
Mercedes-Benz,C 36 AMG,C 36 AMG,Sedan,1995,236330,280,Automatic,Petrol,12.0,5,28222,Madrid,13990
Mercedes-Benz,C 36 AMG,,Sedan,1995,236330,280,Automatic,Petrol,12.0,5,28500,Madrid,13990
Opel,Insignia,GS 1.5 Turbo 103kW XFL Selective,Sedan,2018,62129,140,Manual,Petrol,5.9,5,28021,Madrid,14190
Jaguar,XJ,XJ6 2.7D V6 Executive Aut.,Sedan,2007,125000,207,Automatic,Diesel,8.1,5,28037,Madrid,14690
Jaguar,XJ,XJ6 2.7D V6 Executive Aut.,Sedan,2007,125000,207,Automatic,Diesel,8.1,5,28037,Madrid,14690
Skoda,Superb,2.0TDI AdBlue Active 110kW,Sedan,2018,91588,150,Manual,Diesel,4.1,5,28021,Madrid,14690
Volkswagen,Passat,1.6TDI Advance 88kW,Sedan,2018,115029,120,Manual,Diesel,4.0,5,28021,Madrid,14790
Audi,A8,3.0TDI quattro Tiptronic DPF,Sedan,2006,99800,234,Automatic,Diesel,9.6,5,28003,Madrid,14880
BMW,525,ActiveHybrid,Sedan,2012,234000,340,Automatic,Hybrid,6.4,5,28970,Madrid,14990
Kia,XCeed,1.0 T-GDi Drive 88kW (120CV),Sedan,2019,10851,120,Manual,Petrol,6.2,5,28021,Madrid,15390
Volkswagen,Passat,1.6TDI Edition 88kW,Sedan,2017,30034,120,Manual,Diesel,4.0,5,28021,Madrid,15390
Toyota,Prius,1.8 hibrido,Sedan,2018,74595,122,Automatic,Hybrid,3.6,5,28021,Madrid,15790
Mercedes-Benz,E 220,220CDI BE Edition Avantgarde,Sedan,2012,93000,170,Manual,Diesel,5.0,5,28806,Madrid,15790
Audi,A4,2.0TDI 90kW,Sedan,2017,106435,122,Manual,Diesel,3.8,5,28021,Madrid,15890
Skoda,Superb,2.0TDI AdBlue Ambition 110kW,Sedan,2018,81350,150,Manual,Diesel,4.0,5,28021,Madrid,15890
Mercedes-Benz,A 180,d,Sedan,2017,86632,109,Automatic,Diesel,3.7,5,28021,Madrid,15990
Ford,Mondeo,Vignale Sedán 2.0 HEV,Sedan,2017,129987,188,Automatic,Hybrid,4.2,5,28021,Madrid,15990
Toyota,Avensis,140 Advance MultiDrive,Sedan,2016,53796,147,Automatic,Petrol,6.1,5,28770,Madrid,15990
Audi,A4,2.0 TDI 90kW (122CV),Sedan,2018,149128,122,Automatic,Diesel,3.8,5,28021,Madrid,15990
Lexus,IS 300,300h Executive,Sedan,2016,142000,223,Automatic,Hybrid,4.3,5,28050,Madrid,16400
BMW,320,320dA,Sedan,2015,219956,190,Automatic,Diesel,4.0,5,28803,Madrid,16490
Mercedes-Benz,A 180,d,Sedan,2017,81990,109,Automatic,Diesel,3.7,5,28021,Madrid,16490
Mercedes-Benz,A 180,d Style,Sedan,2016,42340,109,Automatic,Diesel,3.7,5,28021,Madrid,16690
Jaguar,XE,2.0 AJ200D Diesel RWD 180cv -Pure,Sedan,2016,74579,179,Manual,Diesel,4.2,5,28021,Madrid,16790
Jaguar,XE,2.0 Diesel Prestige Aut. 163,Sedan,2018,102609,163,Automatic,Diesel,5.1,5,28021,Madrid,16790
Mercedes-Benz,E 280,CDI Elegance 190cv AUT 35.000KMS,Sedan,2007,35038,190,Automatic,Diesel,7.0,5,28015,Madrid,16900
Mercedes-Benz,C 250,250CDI BE Avantgarde 4M 7G Plus,Sedan,2012,180000,204,Automatic,Diesel,5.4,5,28660,Madrid,16900
Audi,A4,2.0TDI DPF S line edition 177,Sedan,2013,99060,177,Manual,Diesel,4.6,5,28050,Madrid,16999
Audi,A4,2.0 TDI 90kW (122CV),Sedan,2017,87952,122,Automatic,Diesel,3.8,5,28021,Madrid,17190
Volkswagen,Passat,2.0TDI Advance 110kW,Sedan,2019,80379,150,Manual,Diesel,4.1,5,28021,Madrid,17390
Volkswagen,Passat,2.0TDI Advance DSG6 110kW,Sedan,2016,85581,150,Automatic,Diesel,4.5,5,28021,Madrid,17390
Mercedes-Benz,A 200,d,Sedan,2017,77366,136,Automatic,Diesel,4.1,5,28021,Madrid,17790
Jaguar,S-Type,V8 4.2 R,Sedan,2002,59000,400,Automatic,Petrol,12.5,5,28003,Madrid,17880
Alfa-Romeo,Giulia,2.2 Diesel 150,Sedan,2016,49957,150,Manual,Diesel,4.2,5,28021,Madrid,17990
Infiniti,Q50,2.2d GT Premium Aut.,Sedan,2017,112373,170,Automatic,Diesel,4.3,5,28500,Madrid,17990
Audi,A6,2.0TDI 110kW,Sedan,2016,82522,150,Manual,Diesel,4.4,5,28050,Madrid,18208
Mercedes-Benz,S 500,Largo 4M Aut.,Sedan,2006,127922,387,Automatic,Petrol,12.3,5,28522,Madrid,18500
Mercedes-Benz,A 200,d,Sedan,2017,70474,136,Automatic,Diesel,4.1,5,28021,Madrid,18690
BMW,320,320i,Sedan,2017,62356,184,Manual,Petrol,6.4,5,28021,Madrid,18990
Mercedes-Benz,E 350,CDI Blue Efficiency Avantgarde,Sedan,2012,94264,265,Automatic,Diesel,5.8,5,28021,Madrid,19290
Mercedes-Benz,C 220,220BlueTec,Sedan,2014,99000,170,Manual,Diesel,4.0,5,28660,Madrid,19490
Audi,A4,2.0TDI CD 150 S line edition,Sedan,2015,82647,150,Manual,Diesel,4.7,5,28922,Madrid,19500
Mazda,6,2.0 Skyactiv-G Zenith,Sedan,2019,33915,145,Manual,Petrol,6.2,5,28021,Madrid,19590
Lexus,IS 300,300h Business,Sedan,2018,67871,223,Automatic,Hybrid,4.6,5,28021,Madrid,19590
Ford,Mondeo,Vignale Sedán 2.0 HEV,Sedan,2018,39784,188,Automatic,Hybrid,4.2,5,28021,Madrid,19890
Jaguar,XE,2.0 Diesel Prestige Aut. 180,Sedan,2016,129000,179,Automatic,Diesel,4.2,5,28806,Madrid,19990
Peugeot,508,2.0BlueHDi S&S GT EAT8 180,Sedan,2019,118594,177,Automatic,Diesel,4.7,5,28021,Madrid,20290
BMW,320,320dA Gran Turismo,Sedan,2018,98000,190,Automatic,Diesel,4.9,5,28806,Madrid,20490
Mercedes-Benz,CLA 220,220d Urban 170cv AUT,Sedan,2013,79995,170,Automatic,Diesel,4.0,5,28015,Madrid,20800
Mercedes-Benz,C 180,,Sedan,2016,76895,156,Manual,Petrol,5.0,5,28021,Madrid,20890
Mercedes-Benz,A 180,d,Sedan,2019,81305,116,Automatic,Diesel,4.6,5,28021,Madrid,20890
Lexus,IS 300,h Executive,Sedan,2016,71000,223,Automatic,Hybrid,4.6,5,28806,Madrid,20900
Audi,A4,35 TFSI S line S tronic110kW,Sedan,2019,66869,150,Automatic,Petrol,5.9,5,28021,Madrid,20990
Audi,A4,2.0TDI ultra S tronic 110kW,Sedan,2018,94410,150,Automatic,Diesel,3.8,5,28021,Madrid,20990
BMW,520,520dA,Sedan,2017,110638,190,Automatic,Diesel,4.3,5,28021,Madrid,20990
Audi,A6,3.0TDI quattro S-Tronic 160kW,Sedan,2015,110483,218,Automatic,Diesel,5.3,5,28050,Madrid,20999
Mercedes-Benz,C 220,220CDI BE Elegance Aut.,Sedan,2015,144746,170,Automatic,Diesel,4.9,5,28021,Madrid,21190
Mercedes-Benz,A 180,d,Sedan,2019,52692,116,Automatic,Diesel,4.6,5,28021,Madrid,21290
Mercedes-Benz,C 220,220d 4Matic 7G Plus,Sedan,2017,131533,170,Automatic,Diesel,5.0,5,28021,Madrid,21390
Alfa-Romeo,Giulia,2.2 Diesel Executive Aut. 160,Sedan,2019,69498,160,Automatic,Diesel,4.9,5,28021,Madrid,21690
Mercedes-Benz,A 180,d,Sedan,2019,31588,116,Automatic,Diesel,4.6,5,28021,Madrid,21990
Peugeot,508,2.0BlueHDi S&S GT Line EAT8 160,Sedan,2019,53104,163,Automatic,Diesel,4.5,5,28021,Madrid,22190
Volvo,S90,D3 Inscription Aut. 150,Sedan,2017,80125,150,Automatic,Diesel,4.4,5,28021,Madrid,22290
Mercedes-Benz,A 200,,Sedan,2018,76003,163,Automatic,Petrol,6.0,5,28021,Madrid,22390
Mercedes-Benz,A 180,d,Sedan,2019,13745,116,Automatic,Diesel,4.6,5,28021,Madrid,22390
Audi,A4,35 TFSI Advanced S tronic 110kW,Sedan,2019,16662,150,Automatic,Petrol,5.7,5,28021,Madrid,22490
Audi,A5,Sportback 2.0TDI 140kW,Sedan,2017,73325,190,Manual,Diesel,4.4,5,28021,Madrid,22790
Mercedes-Benz,CLA 220,d,Sedan,2018,82281,177,Automatic,Diesel,4.1,5,28021,Madrid,22990
Mercedes-Benz,A 180,d,Sedan,2019,19973,116,Automatic,Diesel,4.6,5,28021,Madrid,22990
Alfa-Romeo,Stelvio,2.2 D TURBO 110KW AUTO RWD 150 5P,Sedan,2018,47448,150,Automatic,Diesel,4.7,5,28925,Madrid,23000
Peugeot,508,1.2 PureTech S&S Active Pack EAT8 130,Sedan,2021,27951,131,Automatic,Petrol,4.8,5,28021,Madrid,23000
Lexus,GS 300,300h Edition,Sedan,2018,30900,223,Automatic,Hybrid,4.8,5,28021,Madrid,23390
Opel,Insignia,1.5D DVH S&S Business Elegance AT8 122,Sedan,2020,13515,122,Automatic,Diesel,4.3,5,28045,Madrid,23500
Alfa-Romeo,Stelvio,2.2 D TURBO 110KW AUTO RWD 150 5P,Sedan,2018,40289,150,Automatic,Diesel,4.7,5,28925,Madrid,23500
Mercedes-Benz,E 200,d,Sedan,2017,94482,150,Automatic,Diesel,3.9,5,28021,Madrid,23690
Peugeot,508,1.2 PureTech S&S Active Pack EAT8 130,Sedan,2021,7126,131,Automatic,Petrol,4.8,5,28045,Madrid,23900
Jaguar,XJ,3.0D SWB Premium Luxury Aut.,Sedan,2013,130000,275,Automatic,Diesel,6.0,5,28660,Madrid,23900
Mercedes-Benz,E 63 AMG,Aut.,Sedan,2007,99000,514,Automatic,Petrol,14.3,5,28891,Madrid,23900
BMW,520,520dA,Sedan,2017,100000,190,Automatic,Diesel,4.3,5,28970,Madrid,23990
Lexus,LS 460,President Aut.,Sedan,2009,120314,381,Automatic,Petrol,11.1,5,28500,Madrid,24000
Volvo,S90,D5 Inscription AWD Aut. 18,Sedan,2018,141020,235,Automatic,Diesel,5.4,5,28021,Madrid,24190
Volvo,S90,D4 Inscription Aut. 190,Sedan,2018,94659,190,Automatic,Diesel,4.6,5,28021,Madrid,24190
Audi,A5,Sportback 2.0TDI 110kW,Sedan,2018,91909,150,Manual,Diesel,4.2,5,28021,Madrid,24390
BMW,520,520dA Business,Sedan,2017,119700,190,Automatic,Diesel,4.3,5,28939,Madrid,24400
BMW,530,530dA Gran Turismo xDrive,Sedan,2014,103606,258,Automatic,Diesel,6.3,5,28021,Madrid,24490
DS,Automobiles DS 5,1.6BlueHDi S&S Style 120,Sedan,2018,789,120,Manual,Diesel,3.8,5,28028,Madrid,24863
BMW,520,520dA,Sedan,2018,80234,190,Automatic,Diesel,4.3,5,28021,Madrid,24890
BMW,520,520d,Sedan,2018,66218,190,Manual,Diesel,4.5,5,28021,Madrid,24890
BMW,520,520dA Gran Turismo,Sedan,2015,57868,184,Automatic,Diesel,5.6,5,28770,Madrid,24990
Mercedes-Benz,E 220,220d 9G-Tronic 194,Sedan,2016,89462,194,Automatic,Diesel,3.9,5,28806,Madrid,24990
Mercedes-Benz,S 350,BT Aut.,Sedan,2012,113000,258,Automatic,Diesel,6.8,5,28660,Madrid,25500
Volvo,S90,T5 Inscription Aut. 254,Sedan,2016,114504,254,Automatic,Petrol,6.5,5,28021,Madrid,25590
