Year,Kms,Hp,Fuel_cons,Doors,Category_Convertible,Category_Coupe,Category_Minivan,Category_Sedan,Category_Small,Category_Suv,Category_Van,Category_Wagon,Gear_type_Automatic,Gear_type_Manual,Fuel_type_Compressed Natural Gas \(CNG\),Fuel_type_Diesel,Fuel_type_Electric,Fuel_type_Hybrid,Fuel_type_Petrol,Brand_encoded,Model_encoded,Colour_encoded,Province_encoded,Price_EUR
2007,117000,131,8.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,26918.515603799187,19818.70764119601,24123.619593345655,27360.384705882352,7390
2006,377200,163,6.7,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,16928.746987951807,24123.619593345655,27360.384705882352,5900
2018,49808,102,5.5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,18475.00579710145,13569.318189542804,24123.619593345655,27360.384705882352,19400
2017,98747,136,4.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,16383.443181818182,24123.619593345655,27360.384705882352,21402
2014,106519,140,4.4,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,15619.18091286307,16489.756756756757,24123.619593345655,27360.384705882352,9990
2019,37800,90,4.0,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11611.048120300751,10227.805714285714,24123.619593345655,27360.384705882352,11990
2000,240000,90,6.8,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13271.07512315271,11978.241758241758,24123.619593345655,27360.384705882352,999
2000,157000,264,11.3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,25450.42774566474,23756.671680575684,29281.451690821257,27360.384705882352,9500
2016,118000,179,4.2,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,23604.8785046729,20597.021739130436,29281.451690821257,27360.384705882352,17500
2017,88052,150,3.8,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,26918.515603799187,19818.70764119601,29281.451690821257,27360.384705882352,19020
2002,280000,90,5.6,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11424.584479371317,6995.969230769231,29281.451690821257,27360.384705882352,1900
2021,10,510,5.595992204287643,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28579.558624031008,50565.290322578134,29281.451690821257,27360.384705882352,117900
2021,10,145,6.6,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,17428.185185185186,12585.785714285714,29281.451690821257,27360.384705882352,20490
2004,170000,131,5.7,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,23604.8785046729,4164.905638655005,29281.451690821257,27360.384705882352,4000
2021,3000,510,5.595992204287643,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28579.558624031008,50565.290322578134,29281.451690821257,27360.384705882352,99900
2010,74731,500,12.2,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,105741.27848101266,58661.26470588218,29281.451690821257,27360.384705882352,44200
1993,104000,141,5.595992204287643,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5201.588235294118,9240.281505451354,29281.451690821257,27360.384705882352,3500
1997,235015,216,14.7,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,23604.8785046729,10942.666666666666,29281.451690821257,27360.384705882352,7490
2006,139666,114,7.5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,18031.51702395965,15644.752100840336,29281.451690821257,27360.384705882352,5550
2003,98650,133,7.9,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5201.588235294118,2300.000044225498,29281.451690821257,27360.384705882352,2300
2006,112356,207,8.1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23604.8785046729,10942.666666666666,29281.451690821257,27360.384705882352,11000
2007,124937,231,8.2,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,19985.00000005238,29281.451690821257,27360.384705882352,10990
2017,35400,101,4.9,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13832.590163934427,12757.726315789474,27100.51841004184,27360.384705882352,8900
2017,143366,95,3.5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,18475.00579710145,16340.357798165138,27100.51841004184,27360.384705882352,11290
2020,19350,280,7.6,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,14277.718518518519,20720.760000114606,27100.51841004184,27360.384705882352,41400
2009,67000,95,5.3,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,18475.00579710145,16031.911392405063,27100.51841004184,27360.384705882352,8490
2015,108000,192,6.3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,15100.345498783456,11720.63492063492,27100.51841004184,27360.384705882352,16990
2018,87000,300,6.9,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15357.711086226203,16418.168341708544,27100.51841004184,27360.384705882352,23990
2017,93832,141,3.8,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,13832.590163934427,17393.129032258657,27100.51841004184,27360.384705882352,13490
2016,151900,111,4.2,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,18475.00579710145,15885.603985198099,27100.51841004184,27360.384705882352,12990
2013,91500,136,4.9,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,29532.89401165872,16383.443181818182,27100.51841004184,27360.384705882352,15790
2018,35900,160,4.4,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,11611.048120300751,15913.977272727272,27100.51841004184,27360.384705882352,19455
2017,99960,150,4.2,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,14277.718518518519,20720.760000114606,27100.51841004184,27360.384705882352,18663
2015,103000,109,3.8,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,15866.760416666666,27100.51841004184,27360.384705882352,15990
2006,125409,166,8.7,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15100.345498783456,11720.63492063492,27100.51841004184,27360.384705882352,6300
2013,80838,150,4.1,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,15357.711086226203,16418.168341708544,27100.51841004184,27360.384705882352,12290
2017,78033,272,6.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15619.18091286307,13307.096654275092,27100.51841004184,27360.384705882352,19990
2021,10,95,5.1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13562.08540925267,8565.887323943662,27100.51841004184,27360.384705882352,16700
2013,135000,175,4.8,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,15100.345498783456,11720.63492063492,27100.51841004184,27360.384705882352,13900
2019,86086,150,4.4,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,15100.345498783456,11720.63492063492,27100.51841004184,27360.384705882352,20995
2021,1,92,6.2,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,16479.117318435754,10846.823529411824,27100.51841004184,27360.384705882352,15500
2016,118333,190,4.6,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28579.558624031008,16928.746987951807,27100.51841004184,27360.384705882352,19990
2016,71000,179,4.2,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,14277.718518518519,20720.760000114606,27100.51841004184,27360.384705882352,20490
2012,128500,170,5.4,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,15357.711086226203,8214.230769446622,27100.51841004184,27360.384705882352,10900
2013,139999,150,4.1,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,15357.711086226203,16418.168341708544,27100.51841004184,27360.384705882352,11490
2017,47990,122,5.5,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,15866.760416666666,27100.51841004184,27360.384705882352,19490
2017,35020,160,6.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,17428.185185185186,12585.785714285714,27100.51841004184,27360.384705882352,17900
2018,47528,116,4.2,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,15866.760416666666,27100.51841004184,27360.384705882352,27950
2020,4894,75,5.3,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11611.048120300751,10856.917857560722,27100.51841004184,27360.384705882352,9890
2018,133769,136,4.2,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,14277.718518518519,20720.760000114606,27100.51841004184,27360.384705882352,16290
2015,19999,69,4.9,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13271.07512315271,8347.243243243247,27100.51841004184,27360.384705882352,7490
2021,10,110,5.8,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,15357.711086226203,10332.830065359478,27100.51841004184,27360.384705882352,20490
2021,10,110,5.4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15357.711086226203,10332.830065359478,27100.51841004184,27360.384705882352,19490
2017,143366,95,3.5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,18475.00579710145,16340.357798165138,27100.51841004184,27360.384705882352,11290
2016,125990,150,4.9,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15357.711086226203,16418.168341708544,27100.51841004184,27360.384705882352,13490
2017,72436,150,4.2,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,14277.718518518519,20720.760000114606,27100.51841004184,27360.384705882352,18990
2019,49000,136,5.9,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,18475.00579710145,16031.911392405063,27100.51841004184,27360.384705882352,23990
2012,54850,525,9.9,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,46273.9316389933,27100.51841004184,27360.384705882352,39990
2017,65156,90,3.6,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13562.08540925267,9726.647058823595,27100.51841004184,27360.384705882352,9490
2021,10,110,5.4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15357.711086226203,10332.830065359478,27100.51841004184,27360.384705882352,19490
2021,10,110,5.4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15357.711086226203,10332.830065359478,27100.51841004184,27360.384705882352,19490
2021,10,110,5.4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15357.711086226203,10332.830065359478,27100.51841004184,27360.384705882352,19490
2021,10,110,5.4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15357.711086226203,10332.830065359478,27100.51841004184,27360.384705882352,19490
2013,80838,150,4.1,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,15357.711086226203,16418.168341708544,27100.51841004184,27360.384705882352,12290
2019,20790,181,5.4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,15619.18091286307,16489.756756756757,27100.51841004184,27360.384705882352,23990
2021,10,110,5.8,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,15357.711086226203,10332.830065359478,27100.51841004184,27360.384705882352,20490
2021,10,110,5.4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15357.711086226203,10332.830065359478,27100.51841004184,27360.384705882352,19490
2021,10,110,5.4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15357.711086226203,10332.830065359478,27100.51841004184,27360.384705882352,19490
2021,10,110,5.8,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,15357.711086226203,10332.830065359478,27100.51841004184,27360.384705882352,20490
2018,136133,150,4.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,19818.70764119601,21731.35961383749,27360.384705882352,15955
2018,127561,150,4.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,19818.70764119601,21731.35961383749,27360.384705882352,17091
1999,182510,170,8.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,28579.558624031008,23756.671680575684,21731.35961383749,27360.384705882352,2500
2018,139725,150,4.1,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,18031.51702395965,15644.752100840336,21731.35961383749,27360.384705882352,15490
2016,93000,136,3.9,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,10738.247881355932,12288.591463414634,21731.35961383749,27360.384705882352,12130
2021,4100,510,5.595992204287643,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28579.558624031008,50565.290322578134,21731.35961383749,27360.384705882352,132900
2018,65849,80,5.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15357.711086226203,10332.830065359478,21731.35961383749,27360.384705882352,10490
2017,94517,170,4.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,19873.70588235294,18927.117647058847,21731.35961383749,27360.384705882352,18990
2014,67100,333,6.8,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29532.89401165872,33083.161417819654,21731.35961383749,27360.384705882352,36990
2010,118934,211,7.1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26918.515603799187,19818.70764119601,21731.35961383749,27360.384705882352,11490
2018,35748,190,5.5,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26918.515603799187,24193.61373390558,21731.35961383749,27360.384705882352,32400
2017,82143,272,5.5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,24193.61373390558,21731.35961383749,27360.384705882352,35300
2016,122493,179,5.5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23604.8785046729,20597.021739130436,21731.35961383749,27360.384705882352,20100
2018,122929,190,4.5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,24193.61373390558,21731.35961383749,27360.384705882352,32700
2017,97081,190,4.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,20597.986666666668,21731.35961383749,27360.384705882352,28900
2016,61699,163,4.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,16928.746987951807,21731.35961383749,27360.384705882352,22900
2019,56204,186,4.2,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,13271.07512315271,11978.241758241758,21731.35961383749,27360.384705882352,21100
2019,24460,101,5.9,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,16479.117318435754,10846.823529411824,21731.35961383749,27360.384705882352,13500
2015,148546,150,4.5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,18031.51702395965,15644.752100840336,21731.35961383749,27360.384705882352,15794
2016,73331,120,3.8,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11424.584479371317,12531.042,21731.35961383749,27360.384705882352,9990
2013,49990,109,4.1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,15866.760416666666,21731.35961383749,27360.384705882352,17390
2019,68424,150,5.7,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26918.515603799187,19818.70764119601,21731.35961383749,27360.384705882352,20845
2017,51041,190,4.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,18031.51702395965,15644.752100840336,21731.35961383749,27360.384705882352,26500
2013,155000,140,5.7,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,26918.515603799187,19818.70764119601,21731.35961383749,27360.384705882352,13990
2017,111501,190,4.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,16928.746987951807,21731.35961383749,27360.384705882352,24990
2016,107000,101,5.4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11611.048120300751,8565.955489614244,21731.35961383749,27360.384705882352,10490
2015,165000,245,6.1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,24193.61373390558,21731.35961383749,27360.384705882352,21990
2017,98477,190,5.7,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26918.515603799187,23392.097902097903,21731.35961383749,27360.384705882352,22660
2016,72105,170,4.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,19873.70588235294,18927.117647058847,21731.35961383749,27360.384705882352,17110
2020,18000,184,5.5,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28579.558624031008,16928.746987951807,21731.35961383749,27360.384705882352,34990
2021,50,476,0.0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,26918.515603799187,23756.671680575684,21731.35961383749,27360.384705882352,117900
2018,65500,166,6.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,10738.247881355932,12288.591463414634,21731.35961383749,27360.384705882352,17500
2020,13965,131,3.7,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,15619.18091286307,13307.096654275092,21731.35961383749,27360.384705882352,20194
2021,8827,69,3.9,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11624.755364806866,12585.785714285714,21731.35961383749,27360.384705882352,14711
2017,79725,150,4.5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28579.558624031008,16357.166666666666,21731.35961383749,27360.384705882352,20900
2018,19539,150,4.2,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,15619.18091286307,16489.756756756757,21731.35961383749,27360.384705882352,18500
2008,245089,143,4.7,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28579.558624031008,16357.166666666666,21731.35961383749,27360.384705882352,7700
2013,157100,204,4.9,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,26918.515603799187,24193.61373390558,21731.35961383749,27360.384705882352,15990
2018,156200,120,8.4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11624.755364806866,11660.903614457831,21731.35961383749,27360.384705882352,7490
2013,137748,177,4.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,24193.61373390558,21731.35961383749,27360.384705882352,19490
2016,116500,110,5.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15357.711086226203,16418.168341708544,21731.35961383749,27360.384705882352,11990
2017,54000,258,5.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,26663.105218892968,21731.35961383749,27360.384705882352,30890
2016,66790,150,4.5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28579.558624031008,16357.166666666666,18663.85356023287,27360.384705882352,18224
2016,37265,131,3.9,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11611.048120300751,15913.977272727272,18663.85356023287,27360.384705882352,17400
2017,78432,245,6.3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,34896.52407022614,18663.85356023287,27360.384705882352,32400
2014,153910,120,3.7,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,10738.247881355932,12288.591463414634,18663.85356023287,27360.384705882352,7490
2018,145355,186,4.8,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,13271.07512315271,11978.241758241758,18663.85356023287,27360.384705882352,15364
2010,115215,147,6.5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15152.037647058823,9184.260873630146,18663.85356023287,27360.384705882352,8900
2017,93182,170,4.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,24137.123711340206,18663.85356023287,27360.384705882352,24206
2011,145082,136,4.9,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,29532.89401165872,16383.443181818182,18663.85356023287,27360.384705882352,12490
2011,238000,408,11.4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28579.558624031008,23756.671680575684,18663.85356023287,27360.384705882352,13500
2017,91540,170,4.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,24137.123711340206,18663.85356023287,27360.384705882352,24019
2018,44215,170,4.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,19873.70588235294,18927.117647058847,18663.85356023287,27360.384705882352,20864
2002,264000,170,6.9,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,23756.671680575684,18663.85356023287,27360.384705882352,3800
2015,21200,184,5.3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,16383.443181818182,18663.85356023287,27360.384705882352,24500
2010,71000,170,8.1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15100.345498783456,11720.63492063492,18663.85356023287,27360.384705882352,9900
2015,136000,131,5.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10738.247881355932,12288.591463414634,18663.85356023287,27360.384705882352,9990
2015,92294,140,3.7,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,10738.247881355932,12288.591463414634,18663.85356023287,27360.384705882352,9813
2017,127318,131,3.9,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11611.048120300751,15913.977272727272,18663.85356023287,27360.384705882352,14290
2017,64000,131,3.9,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11611.048120300751,15913.977272727272,18663.85356023287,27360.384705882352,14990
2006,105000,143,7.9,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,29532.89401165872,11213.916667953788,18663.85356023287,27360.384705882352,8490
2009,125000,272,9.7,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,17713.25043177311,18663.85356023287,27360.384705882352,11990
2021,10887,69,3.9,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11624.755364806866,12585.785714285714,18663.85356023287,27360.384705882352,14711
2018,65451,184,5.9,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28579.558624031008,16928.746987951807,18663.85356023287,27360.384705882352,23990
2016,82866,170,5.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10738.247881355932,12288.591463414634,18663.85356023287,27360.384705882352,13505
2017,99460,194,3.9,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,32811.7094017094,18663.85356023287,27360.384705882352,29990
2015,133350,163,4.9,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11424.584479371317,6995.969230769231,18663.85356023287,27360.384705882352,10841
2020,25890,150,5.0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26918.515603799187,18714.44970414201,18663.85356023287,27360.384705882352,28971
1999,167000,290,11.4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,23604.8785046729,10942.666666666666,18663.85356023287,27360.384705882352,5890
2002,180000,140,8.4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,19726.517699115044,13595.254018562913,18663.85356023287,27360.384705882352,2890
2015,91756,143,4.3,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28579.558624031008,16357.166666666666,18663.85356023287,27360.384705882352,16308
2020,10414,140,4.1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,18792.473684210527,18663.85356023287,27360.384705882352,29937
2002,168531,116,5.8,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3489.0212614932148,3933.5670285029883,18663.85356023287,27360.384705882352,3800
2008,245000,150,5.8,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,7664.018774673754,7936.751937267194,18663.85356023287,27360.384705882352,4250
2004,141777,131,5.5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,19818.70764119601,18370.367424242424,27360.384705882352,5900
2014,115978,223,4.3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25450.42774566474,19332.45833378734,18370.367424242424,27360.384705882352,18350
2019,22500,160,4.8,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,11611.048120300751,15913.977272727272,18370.367424242424,27360.384705882352,24900
2010,140000,140,6.5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,14757.554945054944,8667.001698118649,18370.367424242424,27360.384705882352,7500
1996,114000,321,9.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,28579.558624031008,50565.290322578134,18370.367424242424,27360.384705882352,34990
2000,218328,155,9.7,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,14277.718518518519,2804.5454704325325,18370.367424242424,27360.384705882352,2300
2016,62514,141,4.2,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13832.590163934427,15014.72222222223,20621.098532494758,27360.384705882352,14486
2015,80428,179,4.3,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,23604.8785046729,20597.021739130436,20621.098532494758,27360.384705882352,18505
2017,62903,150,4.1,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,18031.51702395965,15644.752100840336,20621.098532494758,27360.384705882352,19900
2016,82512,120,4.1,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13271.07512315271,11978.241758241758,20621.098532494758,27360.384705882352,14100
2016,75050,179,4.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23604.8785046729,20597.021739130436,20621.098532494758,27360.384705882352,20841
2017,111984,190,4.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,16928.746987951807,20621.098532494758,27360.384705882352,20900
2018,69916,116,5.1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,26918.515603799187,18714.44970414201,20621.098532494758,27360.384705882352,19090
2018,20000,141,4.4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,13832.590163934427,17393.129032258657,20621.098532494758,27360.384705882352,18990
2017,70760,141,4.4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,13832.590163934427,17393.129032258657,20621.098532494758,27360.384705882352,16990
2016,46803,223,4.6,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25450.42774566474,19332.45833378734,20621.098532494758,27360.384705882352,19900
2016,118607,150,4.5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,16357.166666666666,20621.098532494758,27360.384705882352,17664
2018,76768,116,4.7,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15357.711086226203,10332.830065359478,20621.098532494758,27360.384705882352,13290
2017,84381,179,5.5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23604.8785046729,20597.021739130436,20621.098532494758,27360.384705882352,19900
2016,42441,75,5.6,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11611.048120300751,10227.805714285714,20621.098532494758,27360.384705882352,8990
2014,53288,125,5.6,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15619.18091286307,13307.096654275092,20621.098532494758,27360.384705882352,9990
2013,61800,140,5.2,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15357.711086226203,16418.168341708544,20621.098532494758,27360.384705882352,12990
2018,55800,90,3.7,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11611.048120300751,8565.955489614244,20621.098532494758,27360.384705882352,12990
2015,214250,150,4.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,19818.70764119601,20621.098532494758,27360.384705882352,12490
2012,134000,116,5.3,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11611.048120300751,8565.955489614244,20621.098532494758,27360.384705882352,8500
2009,194236,156,6.8,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,29532.89401165872,11213.916667953788,20621.098532494758,27360.384705882352,9900
2019,21818,90,4.2,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11611.048120300751,12883.180412371134,20621.098532494758,27360.384705882352,17400
2018,54619,190,4.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,16928.746987951807,20621.098532494758,27360.384705882352,24909
2016,42000,179,4.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23604.8785046729,20503.562500000113,20621.098532494758,27360.384705882352,21950
2015,46361,69,4.9,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13271.07512315271,8347.243243243247,20621.098532494758,27360.384705882352,6990
2013,72440,136,4.5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,14715.525050100201,11738.6875,20621.098532494758,27360.384705882352,12699
