Year,Kms,Hp,Fuel_cons,Doors,Gear_type_Automatic,Gear_type_Manual,Fuel_type_CNG,Fuel_type_Diesel,Fuel_type_Electric,Fuel_type_Hybrid,Fuel_type_LPG,Fuel_type_Petrol,Type_cabrio,Type_coupe,Type_familiar,Type_minivan,Type_other,Type_sedan,Type_small,Type_suv,Type_van,Seller_Dealer,Seller_Private,Brand_encoded,Model_encoded,Colour_encoded,Province_encoded,Price_EUR
2012,78000,90,4.4,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11099.399408284024,9188.34529147982,22586.322194374825,22252.94124847001,7150
2014,139357,75,5.3,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16542.651072961373,14392.269230895248,22586.322194374825,22252.94124847001,9500
2017,48826,150,5.1,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,13240.354497354498,15413.52380952381,22586.322194374825,22252.94124847001,14200
2010,254000,163,8.2,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,29082.68607594937,21387.54545612151,22586.322194374825,22252.94124847001,42750
2010,200000,140,5.9,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10412.196983141082,5956.2054794520545,22586.322194374825,22252.94124847001,3000
2012,166000,102,7.5,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16542.651072961373,30164.684108506503,22586.322194374825,22252.94124847001,32500
2010,165000,105,4.2,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13946.821985233799,8811.808695652175,22586.322194374825,22252.94124847001,4800
1996,295000,102,7.9,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16542.651072961373,11204.158081485453,22586.322194374825,22252.94124847001,6700
2010,190000,143,5.4,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25546.556756756756,15994.482233502538,22586.322194374825,22252.94124847001,10500
2010,190000,143,5.4,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25546.556756756756,15994.482233502538,22586.322194374825,22252.94124847001,10500
2005,270000,140,5.8,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25546.556756756756,15994.482233502538,22586.322194374825,22252.94124847001,4000
2007,96000,258,8.9,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26202.40666450987,14949.803921568628,22586.322194374825,22252.94124847001,20950
2008,150000,170,5.8,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13240.354497354498,15413.52380952381,22586.322194374825,22252.94124847001,8500
2005,192544,139,5.6,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,29082.68607594937,16331.6,22586.322194374825,22252.94124847001,3000
2010,189000,163,6.0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13167.835322195704,12672.344827586207,22586.322194374825,22252.94124847001,11000
2006,185000,131,7.4,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10412.196983141082,6582.2800006373855,22586.322194374825,22252.94124847001,4999
2013,99400,140,5.7,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16542.651072961373,20507.26530612245,22586.322194374825,22252.94124847001,16500
2007,85000,105,5.4,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13946.821985233799,7927.896551724138,22586.322194374825,22252.94124847001,5800
2018,44000,150,4.3,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10412.196983141082,20493.53361293235,22586.322194374825,22252.94124847001,19800
2005,187000,136,8.2,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,11099.399408284024,14268.404411764706,22586.322194374825,22252.94124847001,2600
2018,25800,125,5.1,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,13167.835322195704,10436.106598984772,22586.322194374825,22252.94124847001,13500
2005,135400,140,6.0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,16542.651072961373,15373.22602739726,22586.322194374825,22252.94124847001,6500
2013,113900,92,4.2,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10412.196983141082,7751.074074154362,22586.322194374825,22252.94124847001,8900
2006,216000,109,5.1,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10412.196983141082,2259.684533499078,22586.322194374825,22252.94124847001,2300
2007,150000,140,6.0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13946.821985233799,7927.896551724138,22586.322194374825,22252.94124847001,4199
2006,160000,120,5.8,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11099.399408284024,10363.245762711864,22586.322194374825,22252.94124847001,2490
2006,68853,105,7.1,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,9915.299401197604,9182.20253164557,22586.322194374825,22252.94124847001,4500
2009,120000,160,6.6,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,16542.651072961373,14797.596026490066,22586.322194374825,22252.94124847001,10000
2008,188100,204,5.2,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,15653.143884892086,22586.322194374825,22252.94124847001,8000
2006,176000,143,8.2,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,22000.803183791606,22586.322194374825,22252.94124847001,6500
2002,166000,343,11.9,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,38741.95,22586.322194374825,22252.94124847001,26500
2001,250000,231,9.1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,14949.803921568628,22586.322194374825,22252.94124847001,5900
2002,167000,343,11.9,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,38741.95,22586.322194374825,22252.94124847001,30900
2002,205000,170,8.5,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,13885.174757281553,23466.066161775532,22586.322194374825,22252.94124847001,7900
2017,42200,184,5.8,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,24204.271812080537,22586.322194374825,22252.94124847001,30000
2017,92000,211,7.3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,45222.458333333336,22586.322194374825,22252.94124847001,45900
2004,270000,306,11.3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,26184.697368421053,22586.322194374825,22252.94124847001,9800
2008,130000,420,12.4,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,38741.95,22586.322194374825,22252.94124847001,35999
1998,192000,135,9.4,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,13407.126549249837,2606.9974380096714,22586.322194374825,22252.94124847001,1000
1994,163000,286,12.3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,97983.84231274639,106434.44628099173,22586.322194374825,22252.94124847001,99993
2006,128000,143,8.2,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,22000.803183791606,22586.322194374825,22252.94124847001,6900
2016,36000,630,11.9,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,73486.1095890411,22586.322194374825,22252.94124847001,135000
2020,12000,291,9.0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,13167.835322195704,37194.20895522388,22586.322194374825,22252.94124847001,48500
2010,113000,450,10.8,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,25546.556756756756,51374.367217239545,22586.322194374825,22252.94124847001,30000
2018,28000,190,4.0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,29806.568571428572,22586.322194374825,22252.94124847001,29499
2017,87000,258,7.2,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,66203.06666666667,22586.322194374825,22252.94124847001,60000
2006,86000,514,14.5,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,26184.697368421053,22586.322194374825,22252.94124847001,23500
2009,215000,177,5.5,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26202.40666450987,14949.803921568628,22586.322194374825,22252.94124847001,10500
2016,57300,610,12.3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,25546.556756756756,128489.56518809534,22586.322194374825,22252.94124847001,119900
2006,158000,150,5.4,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11099.399408284024,9188.34529147982,22586.322194374825,22252.94124847001,5199
2009,120000,160,6.6,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,16542.651072961373,14797.596026490066,22586.322194374825,22252.94124847001,10000
2002,137600,125,6.7,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4645.071428571428,5112.883720930233,22586.322194374825,22252.94124847001,1850
2006,170672,150,6.3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,22000.803183791606,22586.322194374825,22252.94124847001,5300
2004,110000,163,9.7,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,29082.68607594937,22000.803183791606,22586.322194374825,22252.94124847001,5200
2002,152000,252,8.0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,97983.84231274639,30699.42372881356,22586.322194374825,22252.94124847001,16000
2004,190000,137,8.2,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,13407.126549249837,3312.36,22586.322194374825,22252.94124847001,2500
1995,185000,90,9.1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,16542.651072961373,6774.894870402451,22586.322194374825,22252.94124847001,3100
1997,82000,193,8.1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,29082.68607594937,12620.74213836478,22586.322194374825,22252.94124847001,8900
2006,78000,559,17.1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,153840.97260273973,127560.96296296296,22586.322194374825,22252.94124847001,59900
2006,140000,163,7.0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,29082.68607594937,8969.446280991735,22586.322194374825,22252.94124847001,8900
2005,157818,116,7.3,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,17251.958183990442,18831.160714285714,22586.322194374825,22252.94124847001,8100
2003,160000,170,9.0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,26202.40666450987,14949.803921568628,22586.322194374825,22252.94124847001,7800
2005,68000,170,8.3,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,17251.958183990442,18957.06815587582,22586.322194374825,22252.94124847001,12500
2005,210000,280,11.7,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,15693.285714285714,14876.20662407493,22586.322194374825,22252.94124847001,12800
2002,154000,252,8.0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,97983.84231274639,30699.42372881356,22586.322194374825,22252.94124847001,15400
2001,141000,192,9.0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,26202.40666450987,14949.803921568628,22586.322194374825,22252.94124847001,7800
1998,83000,193,8.1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,29082.68607594937,12620.74213836478,22586.322194374825,22252.94124847001,4000
1995,170000,113,9.3,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,26202.40666450987,14949.803921568628,22586.322194374825,22252.94124847001,4500
2009,42000,184,7.7,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,29082.68607594937,12620.74213836478,22586.322194374825,22252.94124847001,17500
2007,135000,105,5.5,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16542.651072961373,18359.727272727272,22586.322194374825,22252.94124847001,9800
2002,155000,252,8.0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,97983.84231274639,30699.42372881356,22586.322194374825,22252.94124847001,15400
2007,76500,218,7.6,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,26202.40666450987,14949.803921568628,22586.322194374825,22252.94124847001,17500
2005,39000,320,11.4,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,97983.84231274639,106434.44628099173,22586.322194374825,22252.94124847001,45000
2005,39000,320,11.4,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,97983.84231274639,106434.44628099173,22586.322194374825,22252.94124847001,49000
1994,200000,75,7.9,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,16542.651072961373,6774.894870402451,22586.322194374825,22252.94124847001,7500
2001,173000,137,8.0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,13407.126549249837,2853.9384615384615,22586.322194374825,22252.94124847001,3900
2004,130000,170,9.7,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,25546.556756756756,10072.677803653734,22586.322194374825,22252.94124847001,15500
2003,165000,185,9.8,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4645.071428571428,5112.883720930233,22586.322194374825,22252.94124847001,3500
2016,39900,184,6.5,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,26202.40666450987,24204.271812080537,22586.322194374825,22252.94124847001,24900
2019,25000,460,14.5,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,53199.354838709674,98187.54719985263,22586.322194374825,22252.94124847001,121000
2009,135000,419,12.3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,23412.98427672956,34298.563163667226,22586.322194374825,22252.94124847001,39900
2002,153000,260,8.0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,97983.84231274639,30699.42372881356,22586.322194374825,22252.94124847001,15600
2013,160000,245,5.9,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25546.556756756756,22657.184210526317,22586.322194374825,22252.94124847001,22500
2009,130000,419,12.3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,23412.98427672956,34298.563163667226,22586.322194374825,22252.94124847001,39900
1997,85000,116,8.0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,26202.40666450987,14476.232142857143,22586.322194374825,22252.94124847001,8900
2009,130000,419,10.3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,23412.98427672956,34298.563163667226,22586.322194374825,22252.94124847001,39900
2001,259295,143,9.0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23885.19815668203,14509.842241666269,22586.322194374825,22252.94124847001,7100
2005,195000,165,9.5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14454.737704918032,12920.886363636364,22586.322194374825,22252.94124847001,11500
2015,32669,551,13.2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,32193.466814159292,40891.60810810811,22586.322194374825,22252.94124847001,53000
2003,80000,292,14.4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,29082.68607594937,15092.891891891892,22586.322194374825,22252.94124847001,12000
2001,184000,231,12.7,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,26202.40666450987,25761.68817204301,22586.322194374825,22252.94124847001,6000
2003,99600,150,8.8,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,14041.39201183432,17477.025316455696,22586.322194374825,22252.94124847001,7600
2013,32200,131,4.9,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9915.299401197604,15514.6875,22586.322194374825,22252.94124847001,11000
2011,135000,141,8.1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11639.21935483871,6589.8570877975235,22586.322194374825,22252.94124847001,8400
2019,44000,122,4.0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,14041.39201183432,20269.508771929824,22586.322194374825,22252.94124847001,21950
2007,370000,177,6.8,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14041.39201183432,17477.025316455696,22586.322194374825,22252.94124847001,5800
2012,80400,163,4.5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26202.40666450987,20811.204545454544,22586.322194374825,22252.94124847001,14800
2009,115500,126,7.2,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10717.666666666666,8109.473918091116,22586.322194374825,22252.94124847001,6500
1996,163000,185,14.0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,23885.19815668203,17108.366666666665,22586.322194374825,22252.94124847001,5000
2001,297000,144,10.2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,10878.941176470587,7573.076923076923,22586.322194374825,22252.94124847001,6500
2003,115000,450,15.7,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,97983.84231274639,43498.07751937985,22586.322194374825,22252.94124847001,26000
2006,260000,218,10.2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23885.19815668203,17108.366666666665,22586.322194374825,22252.94124847001,10999
2007,150000,230,11.5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,10717.666666666666,8109.473918091116,22586.322194374825,22252.94124847001,7100
2014,60000,90,3.6,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11099.399408284024,13156.283333333333,22586.322194374825,22252.94124847001,10450
2016,32350,120,4.7,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13167.835322195704,17865.6,22586.322194374825,22252.94124847001,17500
1979,68000,177,15.0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,28242.754546410404,23466.066161775532,22586.322194374825,22252.94124847001,15000
2006,220000,131,9.5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16542.651072961373,19915.56000013404,22586.322194374825,22252.94124847001,18500
2006,198000,150,8.8,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,29082.68607594937,17468.241379310344,22586.322194374825,22252.94124847001,28000
2006,170000,150,1.0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4645.071428571428,3251.4275924811172,22586.322194374825,22252.94124847001,2580
1996,127000,90,6.0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,13885.174757281553,14536.657894736842,22586.322194374825,22252.94124847001,1500
1998,280000,321,9.0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26202.40666450987,38741.95,22586.322194374825,22252.94124847001,18900
2012,125000,150,6.0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,25546.556756756756,14904.820895522387,21008.803250641573,22252.94124847001,13500
2005,272000,101,6.6,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13167.835322195704,9605.02608695652,21008.803250641573,22252.94124847001,1500
2014,112000,131,4.3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9915.299401197604,8723.726153846153,21008.803250641573,22252.94124847001,8200
2017,28000,95,6.5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,10886.36388508892,11347.698412698413,21008.803250641573,22252.94124847001,9500
2016,69500,105,3.9,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13946.821985233799,8811.808695652175,21008.803250641573,22252.94124847001,9495
2012,159000,140,4.6,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16542.651072961373,15355.30452674897,21008.803250641573,22252.94124847001,10900
2015,99000,300,6.4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,97983.84231274639,70280.73333333334,21008.803250641573,22252.94124847001,44900
2015,99000,300,6.4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,97983.84231274639,70280.73333333334,21008.803250641573,22252.94124847001,44900
2014,99000,92,4.5,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13407.126549249837,11825.056856187291,21008.803250641573,22252.94124847001,10900
2013,142376,150,4.9,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25546.556756756756,15994.482233502538,21008.803250641573,22252.94124847001,11500
2015,120000,150,4.8,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13946.821985233799,15692.600355239787,21008.803250641573,22252.94124847001,13700
2009,246000,110,5.6,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16542.651072961373,8165.482142857143,21008.803250641573,22252.94124847001,4500
2015,130000,163,5.7,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,29082.68607594937,45219.46551724138,21008.803250641573,22252.94124847001,26100
2018,41000,190,6.0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,29082.68607594937,45219.46551724138,21008.803250641573,22252.94124847001,52000
2012,195000,143,4.5,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17251.958183990442,17590.049636475796,21008.803250641573,22252.94124847001,10700
2009,180000,143,4.9,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26202.40666450987,15653.143884892086,21008.803250641573,22252.94124847001,9500
2008,171000,245,9.3,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,97983.84231274639,30699.42372881356,21008.803250641573,22252.94124847001,20000
2017,110000,190,6.9,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11099.399408284024,23466.066161775532,21008.803250641573,22252.94124847001,27300
2018,46000,110,4.2,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13341.578947368422,16572.070175438595,21008.803250641573,22252.94124847001,16490
2013,180000,245,6.2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25546.556756756756,19716.45833371811,21008.803250641573,22252.94124847001,17000
2006,280000,150,8.3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13500.676470588236,18095.23076923077,21008.803250641573,22252.94124847001,6490
2016,78246,150,5.7,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16542.651072961373,22341.215384615385,21008.803250641573,22252.94124847001,22000
2011,140000,114,5.4,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13500.676470588236,10563.242424242588,21008.803250641573,22252.94124847001,8900
2016,134000,150,5.3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32193.466814159292,27396.847826086956,21008.803250641573,22252.94124847001,24000
2016,81000,160,5.3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13885.174757281553,18200.69444444445,21008.803250641573,22252.94124847001,23900
2020,14500,131,5.2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13407.126549249837,18763.294326241135,21008.803250641573,22252.94124847001,27500
2010,94000,150,5.8,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14041.39201183432,17477.025316455696,21008.803250641573,22252.94124847001,13000
2000,126000,220,16.5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,23885.19815668203,17108.366666666665,21008.803250641573,22252.94124847001,4500
1986,133000,72,10.0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29082.68607594937,130435.41935482871,21008.803250641573,22252.94124847001,14900
2019,22710,159,5.8,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,15693.285714285714,15460.685950413223,21008.803250641573,22252.94124847001,20500
2006,150000,109,5.5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13407.126549249837,3899.2916666666665,11564.436781609196,22252.94124847001,3000
2017,33000,111,5.1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,14041.39201183432,10300.54,11564.436781609196,22252.94124847001,8500
2005,260000,140,6.0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25546.556756756756,19745.356435643564,11564.436781609196,22252.94124847001,5000
2007,180000,140,6.0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25546.556756756756,19745.356435643564,11564.436781609196,22252.94124847001,6550
2006,216000,109,5.4,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10412.196983141082,5956.2054794520545,11564.436781609196,22252.94124847001,1700
2002,273000,163,6.4,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,18253.76070528967,4850.4311619829205,11564.436781609196,22252.94124847001,1700
2014,81000,92,5.2,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10412.196983141082,10405.51282051282,11564.436781609196,22252.94124847001,10500
2009,236000,120,7.2,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10886.36388508892,10288.378507670328,11564.436781609196,22252.94124847001,8400
2013,154000,245,6.5,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,26202.40666450987,14949.803921568628,11564.436781609196,22252.94124847001,16900
2004,199500,117,7.7,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,10412.196983141082,2259.684533499078,11564.436781609196,22252.94124847001,1750
2005,240000,98,6.7,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,11099.399408284024,4199.318196427311,11564.436781609196,22252.94124847001,2450
2007,247000,170,6.0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13946.821985233799,15692.600355239787,35312.761845386536,22252.94124847001,4900
2000,260000,90,5.5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,16542.651072961373,18359.727272727272,35312.761845386536,22252.94124847001,2000
2008,93929,201,9.1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13885.174757281553,14536.657894736842,35312.761845386536,22252.94124847001,12500
2009,188000,105,4.5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13946.821985233799,15692.600355239787,35312.761845386536,22252.94124847001,4500
2001,317000,110,5.2,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13946.821985233799,15692.600355239787,35312.761845386536,22252.94124847001,1800
2000,94500,116,8.7,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,16542.651072961373,18359.727272727272,35312.761845386536,22252.94124847001,4950
