Year,Kms,Hp,Fuel_cons,Doors,Gear_type_Automatic,Gear_type_Manual,Fuel_type_CNG,Fuel_type_Diesel,Fuel_type_Electric,Fuel_type_Hybrid,Fuel_type_LPG,Fuel_type_Petrol,Type_cabrio,Type_coupe,Type_familiar,Type_minivan,Type_other,Type_sedan,Type_small,Type_suv,Type_van,Seller_Dealer,Seller_Private,Brand_encoded,Model_encoded,Colour_encoded,Province_encoded,Price_EUR
2017,102788,150,4.1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16542.651072961373,15355.30452674897,15207.210251954823,19323.003869541182,16970
2002,165000,196,9.6,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,23412.98427672956,4251.5709147504485,15207.210251954823,19323.003869541182,3500
2004,162622,135,7.0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11099.399408284024,4173.772727272727,15207.210251954823,19323.003869541182,2650
2003,199999,120,5.5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11099.399408284024,4173.772727272727,15207.210251954823,19323.003869541182,3950
1999,199999,111,7.5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11099.399408284024,4173.772727272727,15207.210251954823,19323.003869541182,1950
2000,126000,120,8.9,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,11099.399408284024,4173.772727272727,15207.210251954823,19323.003869541182,2300
2018,51054,150,4.9,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13167.835322195704,10876.993150684932,15207.210251954823,19323.003869541182,18750
2016,92000,110,3.6,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9915.299401197604,8723.726153846153,15207.210251954823,19323.003869541182,9490
2017,95396,116,4.2,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,26202.40666450987,24204.271812080537,15207.210251954823,19323.003869541182,16290
2011,72000,110,5.0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11099.399408284024,10363.245762711864,15207.210251954823,19323.003869541182,8995
2017,22000,125,5.1,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,13167.835322195704,10436.106598984772,15207.210251954823,19323.003869541182,14995
2003,244526,95,7.5,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,10412.196983141082,2838.25,15207.210251954823,19323.003869541182,2750
2015,99680,116,4.2,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,26202.40666450987,24204.271812080537,15207.210251954823,19323.003869541182,14950
2019,58566,131,4.2,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13407.126549249837,21585.10714285714,15207.210251954823,19323.003869541182,19364
2018,38403,131,5.0,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,10412.196983141082,11529.203285420945,15207.210251954823,19323.003869541182,17727
2015,118000,125,5.1,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,13167.835322195704,10436.106598984772,15207.210251954823,19323.003869541182,11500
2012,152147,90,4.2,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10721.094444444445,10814.666666666666,15207.210251954823,19323.003869541182,6500
2016,95000,120,4.3,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13407.126549249837,17605.80745341615,15207.210251954823,19323.003869541182,13990
2010,170950,160,7.6,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,16542.651072961373,9334.41935484003,15207.210251954823,19323.003869541182,8900
2008,149000,120,6.5,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,13407.126549249837,5055.962962962963,15207.210251954823,19323.003869541182,6990
2008,165898,120,6.5,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,13407.126549249837,5055.962962962963,15207.210251954823,19323.003869541182,3990
2006,246520,131,5.5,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11099.399408284024,9188.34529147982,15207.210251954823,19323.003869541182,3490
2014,101000,69,5.1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,10886.36388508892,12089.74501992032,15207.210251954823,19323.003869541182,8990
2016,63691,90,4.9,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11099.399408284024,13156.283333333333,15207.210251954823,19323.003869541182,12570
2017,46238,120,5.5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11099.399408284024,13156.283333333333,15207.210251954823,19323.003869541182,13645
2019,36250,132,6.8,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,13500.676470588236,19901.125,15207.210251954823,19323.003869541182,15900
2018,69736,179,5.4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,32193.466814159292,42004.72340425532,15207.210251954823,19323.003869541182,47900
2016,55902,136,4.9,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13500.676470588236,19901.125,15207.210251954823,19323.003869541182,19907
2009,111000,150,7.4,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11099.399408284024,14007.31593353026,15207.210251954823,19323.003869541182,9900
2004,190000,111,7.6,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,32193.466814159292,8185.700085612781,15207.210251954823,19323.003869541182,4999
2016,74905,120,5.4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11099.399408284024,13156.283333333333,15207.210251954823,19323.003869541182,12897
2013,46259,90,3.6,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11099.399408284024,13156.283333333333,15207.210251954823,19323.003869541182,11700
2017,83220,110,6.4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,10886.36388508892,15098.323943661971,15207.210251954823,19323.003869541182,11869
2015,128722,90,4.9,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,11099.399408284024,13156.283333333333,15207.210251954823,19323.003869541182,10514
2016,45069,150,4.7,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16542.651072961373,22341.215384615385,15207.210251954823,19323.003869541182,22848
2021,5770,184,4.1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,24287.115577889446,32877.621353722905,15207.210251954823,19323.003869541182,43500
2018,48103,120,4.1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10886.36388508892,15098.323943661971,15207.210251954823,19323.003869541182,15182
2016,48318,150,6.2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,14454.737704918032,18488.89393939394,15207.210251954823,19323.003869541182,18224
2016,87338,197,5.6,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,24287.115577889446,27306.384615384617,15207.210251954823,19323.003869541182,28405
2014,65787,510,12.8,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,32193.466814159292,40891.60810810811,15207.210251954823,19323.003869541182,54500
2017,50972,116,3.7,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,25546.556756756756,16731.591240875914,22586.322194374825,19323.003869541182,16308
2014,47633,99,5.2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14041.39201183432,10300.54,22586.322194374825,19323.003869541182,9950
2015,101444,150,4.0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,26202.40666450987,15653.143884892086,22586.322194374825,19323.003869541182,14490
2018,29511,67,4.7,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,13500.676470588236,8447.592592669323,22586.322194374825,19323.003869541182,8190
2016,75989,101,5.1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,9915.299401197604,10945.792207792209,22586.322194374825,19323.003869541182,10187
2017,71086,90,5.1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,10721.094444444445,9272.66037735849,22586.322194374825,19323.003869541182,9252
2014,69500,82,5.2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,13167.835322195704,9605.02608695652,22586.322194374825,19323.003869541182,7200
2021,30,131,4.5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,13407.126549249837,11825.056856187291,22586.322194374825,19323.003869541182,19600
2016,45334,116,3.4,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,26202.40666450987,15653.143884892086,22586.322194374825,19323.003869541182,19500
2012,88000,76,5.7,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,11099.399408284024,8094.600996543483,22586.322194374825,19323.003869541182,6990
2017,96506,150,4.3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13946.821985233799,15692.600355239787,22586.322194374825,19323.003869541182,16290
2006,96044,68,4.6,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,14041.39201183432,6991.475,22586.322194374825,19323.003869541182,3900
2015,120061,105,3.8,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,16542.651072961373,15251.886281588448,22586.322194374825,19323.003869541182,12879
2012,161779,82,4.5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,13407.126549249837,14947.338028169013,22586.322194374825,19323.003869541182,7490
2020,10200,60,4.7,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,13240.354497354498,7929.2531645569625,22586.322194374825,19323.003869541182,11650
2018,141020,235,5.4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18253.76070528967,27948.385238352363,22586.322194374825,19323.003869541182,24190
2013,182312,160,4.3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9915.299401197604,11423.483146067416,22586.322194374825,19323.003869541182,7490
2017,63571,82,5.2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,13167.835322195704,9605.02608695652,22586.322194374825,19323.003869541182,8490
2010,290000,136,5.0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29082.68607594937,22000.803183791606,22586.322194374825,19323.003869541182,10950
2008,123108,298,11.4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,23412.98427672956,12722.857142857143,22586.322194374825,19323.003869541182,17450
2003,190918,140,8.4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,18253.76070528967,8846.818181818366,22586.322194374825,19323.003869541182,3900
2014,156482,170,4.3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29082.68607594937,22000.803183791606,22586.322194374825,19323.003869541182,19900
2011,119152,184,7.1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,29082.68607594937,24612.097156398104,22586.322194374825,19323.003869541182,15900
2018,87558,150,5.9,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,16542.651072961373,31132.78448275862,22586.322194374825,19323.003869541182,22660
2016,158672,211,2.1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,29082.68607594937,24612.097156398104,22586.322194374825,19323.003869541182,29876
2009,282800,140,5.9,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16542.651072961373,15355.30452674897,22586.322194374825,19323.003869541182,5900
2004,179654,136,8.3,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,10412.196983141082,5956.2054794520545,22586.322194374825,19323.003869541182,2900
2017,139678,136,4.3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26202.40666450987,29806.568571428572,22586.322194374825,19323.003869541182,20840
2017,111513,190,4.1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25546.556756756756,15994.482233502538,22586.322194374825,19323.003869541182,20490
2005,119837,131,8.0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,25546.556756756756,15994.482233502538,22586.322194374825,19323.003869541182,5900
2018,102609,163,5.1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23412.98427672956,25592.968749999927,22586.322194374825,19323.003869541182,16790
2018,91588,150,4.1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13240.354497354498,13443.638554216868,22586.322194374825,19323.003869541182,14690
2018,101286,150,4.0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26202.40666450987,14949.803921568628,22586.322194374825,19323.003869541182,20500
2017,97671,462,9.1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,26202.40666450987,50124.9999797857,22586.322194374825,19323.003869541182,62150
2017,110653,150,4.5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26202.40666450987,14949.803921568628,22586.322194374825,19323.003869541182,16190
2011,157000,116,4.5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26202.40666450987,14949.803921568628,22586.322194374825,19323.003869541182,10995
2017,110015,120,4.0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16542.651072961373,15355.30452674897,22586.322194374825,19323.003869541182,14800
2017,58056,120,4.1,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13167.835322195704,10876.993150684932,22586.322194374825,19323.003869541182,13290
2016,85246,110,3.6,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9915.299401197604,8723.726153846153,22586.322194374825,19323.003869541182,10790
2018,17283,131,3.6,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13407.126549249837,11825.056856187291,22586.322194374825,19323.003869541182,15364
2017,61702,120,4.1,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16542.651072961373,15355.30452674897,22586.322194374825,19323.003869541182,18900
2017,92031,120,4.1,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16542.651072961373,15355.30452674897,22586.322194374825,19323.003869541182,17400
2017,132893,120,3.8,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18253.76070528967,20439.717391304348,22586.322194374825,19323.003869541182,13560
2011,121801,125,4.5,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9915.299401197604,8723.726153846153,22586.322194374825,19323.003869541182,7450
2016,166487,120,4.2,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13407.126549249837,15338.485981308411,22586.322194374825,19323.003869541182,9766
2017,11529,136,4.0,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,14041.39201183432,12706.448275862069,22586.322194374825,19323.003869541182,17056
2017,90200,131,4.0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11099.399408284024,9188.34529147982,22586.322194374825,19323.003869541182,14995
2017,115878,150,4.5,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18253.76070528967,26575.238088829614,22586.322194374825,19323.003869541182,20840
2019,29751,125,4.9,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,13167.835322195704,11980.475524475525,22586.322194374825,19323.003869541182,17100
2007,234723,136,5.9,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10412.196983141082,11529.203285420945,22586.322194374825,19323.003869541182,5900
2012,169533,105,4.5,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16542.651072961373,15251.886281588448,22586.322194374825,19323.003869541182,8370
2016,142508,150,4.2,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13407.126549249837,15338.485981308411,22586.322194374825,19323.003869541182,12970
2017,115736,131,4.0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11099.399408284024,15955.977777777778,22586.322194374825,19323.003869541182,10500
2016,138397,110,5.0,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,16542.651072961373,15251.886281588448,22586.322194374825,19323.003869541182,14590
2019,21400,150,5.1,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,16542.651072961373,15251.886281588448,22586.322194374825,19323.003869541182,18990
2018,65628,150,4.4,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16542.651072961373,15355.30452674897,22586.322194374825,19323.003869541182,27200
2008,292100,136,5.9,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13407.126549249837,11825.056856187291,22586.322194374825,19323.003869541182,3900
2017,106393,265,5.6,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,26202.40666450987,17046.271698113207,22586.322194374825,19323.003869541182,27890
2018,23060,120,5.2,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,13500.676470588236,13083.561538461538,22586.322194374825,19323.003869541182,14500
2017,103886,120,4.2,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13407.126549249837,17605.80745341615,22586.322194374825,19323.003869541182,16990
2007,181858,109,5.4,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10412.196983141082,11529.203285420945,22586.322194374825,19323.003869541182,4950
2012,148483,105,4.6,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16542.651072961373,15373.22602739726,22586.322194374825,19323.003869541182,10250
2014,146802,125,5.1,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,13167.835322195704,10436.106598984772,22586.322194374825,19323.003869541182,8490
2013,131538,95,4.6,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13167.835322195704,10436.106598984772,22586.322194374825,19323.003869541182,9490
2010,146830,140,7.0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,17767.41935483924,8356.254622126413,22586.322194374825,19323.003869541182,8800
2002,125083,140,8.0,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,11099.399408284024,9188.34529147982,22586.322194374825,19323.003869541182,2400
2015,68543,101,5.1,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,13167.835322195704,10436.106598984772,22586.322194374825,19323.003869541182,10160
2017,72843,150,5.7,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,16542.651072961373,15373.22602739726,22586.322194374825,19323.003869541182,20514
2011,139528,165,8.6,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11639.21935483871,12387.493150684932,22586.322194374825,19323.003869541182,9900
2016,101160,190,6.0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,29082.68607594937,45219.46551724138,22586.322194374825,19323.003869541182,44200
2019,28629,80,4.9,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10886.36388508892,12456.289616676262,22586.322194374825,19323.003869541182,16900
2013,207616,150,5.3,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10412.196983141082,11529.203285420945,22586.322194374825,19323.003869541182,5100
2011,119000,106,4.9,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11099.399408284024,10363.245762711864,22586.322194374825,19323.003869541182,7800
2018,45460,120,4.4,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13167.835322195704,10436.106598984772,22586.322194374825,19323.003869541182,15380
2019,179863,131,5.4,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,13407.126549249837,17605.80745341615,22586.322194374825,19323.003869541182,22404
2017,68433,120,3.9,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10412.196983141082,11529.203285420945,22586.322194374825,19323.003869541182,16542
2016,102026,116,4.2,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,26202.40666450987,24204.271812080537,22586.322194374825,19323.003869541182,14950
2018,97423,120,4.2,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13407.126549249837,17605.80745341615,22586.322194374825,19323.003869541182,17590
2018,87860,120,4.1,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13167.835322195704,10436.106598984772,22586.322194374825,19323.003869541182,11273
2011,119000,106,4.9,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11099.399408284024,10363.245762711864,22586.322194374825,19323.003869541182,7800
2020,20356,131,6.1,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,10721.094444444445,10814.666666666666,22586.322194374825,19323.003869541182,16273
2019,65000,101,4.1,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13167.835322195704,11872.025,22586.322194374825,19323.003869541182,13200
2007,251691,109,5.1,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10412.196983141082,2838.25,22586.322194374825,19323.003869541182,2750
2006,241549,140,6.5,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13167.835322195704,9550.857171538528,22586.322194374825,19323.003869541182,3300
2003,183000,77,5.5,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,13885.174757281553,11868.906250000398,22586.322194374825,19323.003869541182,3490
2019,116321,116,4.8,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,26202.40666450987,13981.17052911181,22586.322194374825,19323.003869541182,13790
2018,61195,150,5.2,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16542.651072961373,20507.26530612245,22586.322194374825,19323.003869541182,26818
2016,121957,102,5.2,5,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,13167.835322195704,11872.025,22586.322194374825,19323.003869541182,9065
2005,132722,279,9.6,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,97983.84231274639,30699.42372881356,22586.322194374825,19323.003869541182,21500
2004,366667,170,6.7,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,29082.68607594937,8969.446280991735,22586.322194374825,19323.003869541182,3990
2017,63379,204,4.6,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,29082.68607594937,22000.803183791606,22586.322194374825,19323.003869541182,34533
2007,85000,150,6.3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,29082.68607594937,22000.803183791606,22586.322194374825,19323.003869541182,8500
2021,35,510,5.987094625390036,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,97983.84231274639,177032.2105263158,22586.322194374825,19323.003869541182,256900
2011,95451,124,5.0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,13885.174757281553,10193.566560088428,22586.322194374825,19323.003869541182,10700
2016,39733,252,6.0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,25546.556756756756,34119.333333333336,22586.322194374825,19323.003869541182,37900
2017,97247,258,5.5,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,29082.68607594937,26184.697368421053,22586.322194374825,19323.003869541182,48300
2015,58432,125,5.4,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,16542.651072961373,14797.596026490066,22586.322194374825,19323.003869541182,15890
2017,55600,320,2.5,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,29082.68607594937,45222.458333333336,22586.322194374825,19323.003869541182,49900
2018,31000,230,6.3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,25546.556756756756,16258.57281553398,22586.322194374825,19323.003869541182,37900
2017,105000,320,2.5,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,29082.68607594937,45222.458333333336,22586.322194374825,19323.003869541182,41869
2005,116907,559,17.1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,153840.97260273973,127560.96296296296,22586.322194374825,19323.003869541182,36900
1999,146000,193,10.4,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,26202.40666450987,14476.232142857143,22586.322194374825,19323.003869541182,16500
2016,54475,258,4.9,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26202.40666450987,29806.568571428572,22586.322194374825,19323.003869541182,28505
2016,39852,150,4.3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26202.40666450987,29806.568571428572,22586.322194374825,19323.003869541182,21900
2012,194128,306,7.5,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26202.40666450987,37554.805555555555,22586.322194374825,19323.003869541182,25290
2008,156486,272,8.0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,25546.556756756756,16258.57281553398,22586.322194374825,19323.003869541182,17950
2018,71170,231,5.5,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26202.40666450987,36015.9900990099,22586.322194374825,19323.003869541182,42490
2012,152112,204,6.5,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,29082.68607594937,22000.803183791606,22586.322194374825,19323.003869541182,16900
2003,162776,170,15.1,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,29082.68607594937,8969.446280991735,22586.322194374825,19323.003869541182,5900
2017,82130,150,4.2,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26202.40666450987,29806.568571428572,22586.322194374825,19323.003869541182,20690
2019,42453,197,5.8,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,26202.40666450987,32588.291666666668,22586.322194374825,19323.003869541182,39545
2019,34000,179,6.8,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,18110.132653061224,17752.64285714286,22586.322194374825,19323.003869541182,27000
2017,25123,116,3.9,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17251.958183990442,15592.872,22586.322194374825,19323.003869541182,23700
2018,49000,194,4.9,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,29082.68607594937,24612.097156398104,22586.322194374825,19323.003869541182,44900
2019,18410,160,6.0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,18110.132653061224,17752.64285714286,22586.322194374825,19323.003869541182,18591
2019,22272,165,6.8,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,18110.132653061224,17752.64285714286,22586.322194374825,19323.003869541182,20818
2018,45000,314,10.0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,13167.835322195704,37194.20895522388,22586.322194374825,19323.003869541182,32900
2018,67612,145,6.6,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,18110.132653061224,17752.64285714286,22586.322194374825,19323.003869541182,17182
